bom_id,product_id,part_id,qty_per_unit,bom_version,effective_date,is_optional
BOM-006789,BAL-02,EL-946,1,v3.0,2023-02-14,False
BOM-006790,BAL-02,EL-897,6,v3.1,2024-01-15,False
BOM-006791,BAL-02,FL-169,1,v3.1,2023-03-24,False
BOM-006792,BAL-02,BR-586,3,v2.2,2024-02-17,False
BOM-006793,BAL-02,BR-799,1,v3.2,2023-10-15,False
BOM-006794,BAL-02,TR-773,1,v3.2,2024-02-24,False
BOM-006795,BAL-02,FT-798,2,v1.2,2023-02-27,False
BOM-006796,BAL-02,FT-1324,1,v3.1,2025-06-15,False
BOM-006797,BAL-02,CB-423,1,v1.1,2023-05-06,False
BOM-006798,BAL-02,CH-1081,2,v3.1,2024-06-22,False
BOM-006799,BAL-02,CH-839,1,v3.1,2024-07-19,True
BOM-006800,BAL-02,EN-688,8,v2.0,2023-04-13,False
BOM-006801,BAL-02,SC-768,1,v3.0,2023-04-21,False
BOM-006802,BAL-02,EN-773,1,v1.2,2023-06-19,False
BOM-006803,BAL-02,FT-926,1,v1.0,2024-10-26,False
BOM-006804,BAL-02,CH-739,3,v2.2,2024-10-11,False
BOM-006805,BAL-02,EL-409,4,v2.2,2024-06-07,False
BOM-006806,BAL-02,CH-833,2,v2.2,2023-05-09,False
BOM-006807,BAL-02,EL-686,3,v2.1,2024-03-20,False
BOM-006808,BAL-02,FT-1143,2,v3.0,2023-08-04,False
BOM-006809,BAL-03,CH-556,1,v2.0,2024-03-06,False
BOM-006810,BAL-03,TR-604,8,v1.0,2024-06-18,False
BOM-006811,BAL-03,SC-114,1,v2.1,2024-05-01,False
BOM-006812,BAL-03,SC-527,1,v3.1,2023-12-16,False
BOM-006813,BAL-03,CH-836,8,v1.0,2023-09-24,True
BOM-006814,BAL-03,TR-333,1,v3.0,2023-12-23,False
BOM-006815,BAL-03,EL-907,1,v1.0,2025-03-15,False
BOM-006816,BAL-03,SC-633,2,v3.0,2025-02-14,False
BOM-006817,BAL-03,HY-181,2,,2023-03-01,False
BOM-006818,BAL-03,SC-1088,1,v2.2,2024-05-13,False
BOM-006819,BAL-03,HY-421,1,v2.1,2023-10-12,False
BOM-006820,BAL-03,HY-139,12,v3.1,2023-03-13,False
BOM-006821,BAL-03,EN-888,1,v1.0,2023-09-13,False
BOM-006822,BAL-03,CB-828,3,v1.1,2023-01-24,False
BOM-006823,BAL-03,SC-1162,1,v2.0,2024-08-06,False
BOM-006824,BAL-03,EN-1349,1,v2.1,2024-02-04,False
BOM-006825,BAL-03,EN-1316,2,v1.2,2023-10-08,False
BOM-006826,BAL-03,SC-419,1,v1.0,2023-05-16,False
BOM-006827,BAL-03,BR-374,2,v3.2,2023-10-14,False
BOM-006828,BAL-03,EN-802,1,v1.1,2023-11-23,False
BOM-006829,BAL-03,CH-1034,2,v1.0,2025-06-03,False
BOM-006830,BAL-03,EL-816,1,v1.1,2025-04-04,False
BOM-006831,BAL-03,CB-1065,1,v1.0,2023-01-02,False
BOM-006832,BAL-03,CH-1092,1,v3.2,2025-04-11,False
BOM-006833,BAL-03,CB-1025,2,v1.2,2025-04-03,True
BOM-006834,BAL-03,HY-763,1,,2024-02-09,False
BOM-006835,BAL-03,EL-552,1,v3.2,2024-06-17,False
BOM-006836,BAL-03,ST-1061,1,v1.2,2023-12-01,False
BOM-006837,BAL-03,EC-1241,4,v2.1,2024-01-03,False
BOM-006838,BAL-03,SC-922,1,v2.1,2024-07-06,False
BOM-006839,BAL-03,HY-151,1,v3.1,2024-05-21,True
BOM-006840,BAL-03,FT-1282,1,v3.1,2023-04-07,False
BOM-006841,BAL-03,EC-1060,1,v3.1,2025-04-03,True
BOM-006842,BAL-03,EC-1141,1,v1.2,2024-07-15,False
BOM-006843,BAL-03,FL-762,1,v2.1,2024-09-06,False
BOM-006844,BAL-03,BR-908,1,v2.2,2023-08-13,False
BOM-006845,BAL-03,SC-1333,2,v3.1,2024-01-23,False
BOM-006846,BAL-03,TR-828,1,v2.2,2024-04-19,False
BOM-006847,BAL-03,BR-1263,1,v2.1,2025-04-07,False
BOM-006848,BAL-03,EN-745,12,v2.0,2024-05-18,False
BOM-006849,BAL-03,FL-634,1,v1.2,2023-04-09,False
BOM-006850,BAL-03,CB-791,1,v3.2,,False
BOM-006851,BAL-03,FT-307,8,v1.0,2025-01-15,False
BOM-006852,BAL-03,ST-127,2,v1.0,2023-03-03,False
BOM-006853,BAL-03,CB-1002,1,v2.1,,False
BOM-006854,BAL-03,FT-997,4,v1.2,2023-10-24,False
BOM-006855,BAL-03,EC-1211,4,v3.0,2023-03-02,False
BOM-006856,BAL-03,FT-293,2,v2.1,,False
BOM-006857,BAL-03,ST-334,1,v3.0,2023-12-24,False
BOM-006858,BAL-03,FL-866,1,v2.0,2023-11-07,False
BOM-006859,BAL-03,BR-1346,1,v3.0,2024-02-22,False
BOM-006860,BAL-03,FT-753,1,v3.2,2023-02-16,False
BOM-006861,BAL-03,BR-547,2,v3.0,2023-05-13,True
BOM-006862,BAL-03,FT-1166,1,v1.1,2023-06-09,False
BOM-006863,BAL-03,CH-1040,1,v2.0,2023-12-01,False
BOM-006864,BAL-03,EL-1158,2,v1.2,2025-06-17,False
BOM-006865,BAL-03,FL-1146,2,v2.2,2024-03-22,False
BOM-006866,BAL-03,EC-478,1,v3.0,2025-01-31,True
BOM-006867,BAL-03,SC-256,1,v3.0,2024-05-03,True
BOM-006868,BAL-03,FL-499,1,v1.1,2024-09-04,False
BOM-006869,BAL-03,BR-814,1,v3.1,2023-06-09,False
BOM-006870,BAL-03,ST-461,4,v3.2,2024-12-02,True
BOM-006871,BAL-03,EN-1272,2,v3.0,2023-05-19,False
BOM-006872,BAL-03,BR-1059,1,v2.1,2024-09-12,False
BOM-006873,BAL-03,FT-838,6,v3.0,2024-04-04,False
BOM-006874,BAL-03,BR-357,1,v1.0,2025-04-30,False
BOM-006875,BAL-03,SC-1219,3,v1.1,2023-04-16,False
BOM-006876,BAL-03,HY-909,1,v2.1,,False
BOM-006877,BAL-03,EC-1214,1,v2.2,2024-07-04,False
BOM-006878,BAL-03,CB-896,1,v2.2,2024-09-17,False
BOM-006879,BAL-03,EC-160,1,v2.2,2023-05-30,True
BOM-006880,BAL-03,EC-1041,1,v3.2,2023-04-30,False
BOM-006881,BAL-03,CB-553,2,v3.2,2023-05-29,False
BOM-006882,BAL-03,EN-953,2,,2023-09-07,False
BOM-006883,BAL-03,CH-1300,4,v2.2,2023-01-17,False
BOM-006884,BAL-03,TR-617,8,v3.2,2024-02-26,False
BOM-006885,BAL-03,EC-859,3,v1.0,2023-12-19,False
BOM-006886,BAL-03,EN-1203,1,v1.2,2023-08-14,False
BOM-006887,BAL-03,EN-1014,2,v3.1,2025-05-17,False
BOM-006888,BAL-03,FT-930,1,v2.2,2023-01-17,False
BOM-006889,BAL-03,EC-904,2,v2.1,2024-06-11,False
BOM-006890,BAL-03,EC-1347,1,v3.1,2024-11-21,False
BOM-006891,BAL-03,FT-859,2,v1.0,2023-03-23,False
BOM-006892,BAL-03,ST-188,1,v2.0,2025-06-10,False
BOM-006893,BAL-03,EL-553,1,v1.0,2023-11-25,False
BOM-006894,BAL-03,CH-309,1,v3.2,2025-03-06,False
BOM-006895,BAL-03,EC-374,12,v3.2,2023-09-01,True
BOM-006896,BAL-03,EL-657,1,v1.1,2024-05-01,False
BOM-006897,BAL-03,CB-994,1,v2.2,2023-10-23,False
BOM-006898,BAL-03,SC-1230,1,v1.2,,False
BOM-006899,BAL-03,FL-564,1,v3.2,2023-03-02,False
BOM-006900,BAL-03,SC-1345,1,v1.1,2025-05-18,False
BOM-006901,BAL-03,TR-817,2,v1.1,2025-04-11,False
BOM-006902,BAL-03,CH-879,1,v3.0,2024-04-01,False
BOM-006903,BAL-03,FL-1339,2,v2.0,2023-11-11,False
BOM-006904,BAL-03,BR-932,1,v2.0,2023-02-05,False
BOM-006905,BAL-03,EN-244,1,v2.1,2024-05-24,False
BOM-006906,BAL-03,EC-1032,3,v2.2,2023-03-29,False
BOM-006907,BAL-03,HY-1137,1,v1.0,2023-08-05,False
BOM-006908,BAL-03,HY-891,1,v3.1,2023-08-27,False
BOM-006909,BAL-03,HY-921,1,v3.0,2025-06-17,False
BOM-006910,BAL-03,FT-375,8,v2.1,2024-10-03,False
BOM-006911,BAL-03,EN-405,1,v2.2,2023-03-15,False
BOM-006912,BAL-03,BR-1058,2,v3.1,2025-03-11,False
BOM-006913,BAL-03,FT-1332,2,v1.0,2023-09-02,False
BOM-006914,BAL-03,CH-647,4,v2.0,2024-05-06,False
BOM-006915,BAL-03,TR-1228,6,v2.0,2025-02-20,False
BOM-006916,BAL-03,TR-743,4,v2.2,2023-04-10,False
BOM-006917,BAL-03,ST-1014,2,v1.2,2025-03-14,False
BOM-006918,BAL-03,TR-833,1,v3.2,,False
BOM-006919,BAL-03,FT-1219,2,v2.0,,False
BOM-006920,BAL-03,TR-166,1,v1.2,2024-09-01,False
BOM-006921,BAL-03,EC-445,1,v1.0,2023-12-04,False
BOM-006922,BAL-03,BR-416,1,,2024-01-07,False
BOM-006923,BAL-03,ST-431,8,v2.2,2023-09-19,False
BOM-006924,BAL-03,SC-1061,2,v3.1,2025-01-26,False
BOM-006925,BAL-03,ST-831,2,v3.2,2025-05-25,False
BOM-006926,BAL-03,CB-1070,3,v1.2,2024-03-13,False
BOM-006927,BAL-03,BR-122,1,v1.0,2024-01-28,False
BOM-006928,BAL-03,HY-1060,1,v2.1,2023-07-24,False
BOM-006929,BAL-03,FT-230,3,v2.1,2023-12-21,False
BOM-006930,BAL-03,HY-806,4,v3.0,2024-10-02,False
BOM-006931,BAL-03,CB-473,1,v2.2,2024-05-21,False
BOM-006932,BAL-03,BR-516,1,v2.2,2024-01-06,False
BOM-006933,BAL-03,EC-1038,1,v1.2,2025-02-15,False
BOM-006934,BAL-03,FT-959,1,v2.2,2024-11-14,False
BOM-006935,BAL-03,EC-732,1,v3.1,,False
BOM-006936,BAL-03,EL-543,1,v1.1,2023-02-26,False
BOM-006937,BAL-03,EC-1073,1,v2.1,2023-04-11,False
BOM-006938,BAL-03,TR-370,2,v3.1,2023-03-16,False
BOM-006939,BAL-03,FT-366,1,v2.2,2024-03-26,False
BOM-006940,BAL-03,EC-1265,12,v3.1,2025-02-28,False
BOM-006941,BAL-03,SC-383,3,v2.2,2025-02-11,False
BOM-006942,BAL-03,FL-164,1,v1.1,2023-08-07,False
BOM-006943,BAL-03,FL-1115,1,v3.1,2025-06-18,False
BOM-006944,BAL-03,ST-995,4,v1.2,2025-05-30,False
BOM-006945,BAL-03,TR-1091,2,v3.1,2024-07-21,True
BOM-006946,BAL-03,CB-410,3,v2.0,2023-06-02,False
BOM-006947,BAL-03,FL-1165,1,v2.0,2024-12-05,False
BOM-006948,BAL-03,EL-1325,2,,2023-08-14,False
BOM-006949,BAL-03,BR-192,1,v2.0,2023-05-20,False
BOM-006950,BAL-03,EN-714,1,v3.1,2024-04-08,False
BOM-006951,BAL-03,CH-100,1,v2.2,2023-09-24,False
BOM-006952,BAL-03,EN-1208,2,v3.2,2024-06-01,True
BOM-006953,BAL-03,TR-445,1,v2.2,2023-07-05,False
BOM-006954,BAL-03,EN-672,1,v3.1,2025-02-06,False
BOM-006955,BAL-03,CB-232,1,v1.1,2023-04-02,False
BOM-006956,BAL-03,ST-399,6,v2.0,,False
BOM-006957,BAL-03,EL-724,1,v2.0,2023-07-02,False
BOM-006958,BAL-03,SC-889,1,v2.1,2023-09-02,False
BOM-006959,BAL-03,SC-272,1,,2023-07-25,False
BOM-006960,BAL-03,BR-901,2,v1.2,2025-02-01,False
BOM-006961,BAL-03,SC-501,2,v1.1,2023-08-28,False
BOM-006962,BAL-03,CB-1144,2,v3.2,2025-06-08,False
BOM-006963,BAL-03,CH-880,2,v1.1,2024-12-07,False
BOM-006964,BAL-03,FL-1262,3,v1.1,2024-11-16,False
BOM-006965,BAL-03,EC-1057,12,v3.0,2025-05-20,False
BOM-006966,BAL-03,EC-990,3,v2.1,2023-09-20,False
BOM-006967,BAL-03,CH-1278,1,v1.1,2024-01-31,False
BOM-006968,BAL-03,FT-1048,1,v1.2,2024-11-21,True
BOM-006969,BAL-03,EL-435,2,v2.2,2024-07-11,False
BOM-006970,BAL-03,CB-919,4,v3.0,2023-09-02,False
BOM-006971,BAL-03,ST-266,2,v2.1,2024-03-19,False
BOM-006972,BAL-03,FT-327,1,v1.2,2024-05-18,False
BOM-006973,BAL-03,ST-218,1,,2023-03-31,False
BOM-006974,BAL-03,EN-722,2,v1.1,2024-07-17,False
BOM-006975,BAL-03,HY-308,1,v1.1,2025-03-29,False
BOM-006976,BAL-03,EN-618,1,v3.1,2023-03-04,False
BOM-006977,BAL-03,TR-380,1,v2.0,2023-09-08,False
BOM-006978,BAL-03,EL-778,1,v1.0,2024-04-07,False
BOM-006979,BAL-03,FT-712,1,v1.2,2024-12-08,False
BOM-006980,BAL-03,EN-1047,1,v2.0,2025-02-07,False
BOM-006981,BAL-03,EC-431,8,v1.0,,False
BOM-006982,BAL-03,FT-994,1,v1.1,2023-07-03,False
BOM-006983,BAL-03,EL-579,1,v1.2,2023-03-04,False
BOM-006984,BAL-03,FT-1231,3,v1.2,2024-02-28,False
BOM-006985,BAL-03,EN-1017,1,,2023-09-20,False
BOM-006986,BAL-03,FL-793,1,v1.2,2024-10-01,False
BOM-006987,BAL-03,FL-757,3,v2.2,2023-04-18,False
BOM-006988,BAL-03,EC-631,1,v1.0,2024-04-03,False
BOM-006989,BAL-03,CH-685,3,v2.1,2025-04-01,False
BOM-006990,BAL-03,EL-353,1,v1.2,2023-08-06,True
BOM-006991,BAL-03,FT-499,6,v1.0,2024-10-31,False
BOM-006992,BAL-03,EC-1218,8,v2.1,2024-03-22,False
BOM-006993,BAL-03,CB-901,2,v2.2,2024-04-27,False
BOM-006994,BAL-03,SC-644,2,,2024-12-21,False
BOM-006995,BAL-03,CB-430,8,v2.1,2025-04-18,False
BOM-006996,BAL-03,FT-1334,1,v2.0,2024-08-18,False
BOM-006997,BAL-03,EC-548,1,v1.0,2024-08-30,False
BOM-006998,BAL-03,HY-583,1,v3.2,2024-08-26,False
BOM-006999,BAL-03,EC-779,2,v1.2,2023-08-25,False
BOM-007000,BAL-03,HY-681,2,v2.2,2025-06-17,False
BOM-007001,BAL-03,FL-191,1,v2.0,2023-03-18,False
BOM-007002,BAL-03,EC-434,1,v2.1,2023-09-01,False
BOM-007003,BAL-03,ST-783,2,v1.2,2024-05-29,False
BOM-007004,BAL-03,EC-382,1,v2.2,2023-11-21,False
BOM-007005,BAL-03,HY-450,2,,2024-10-11,False
BOM-007006,BAL-03,CB-527,1,v1.1,2024-01-14,False
BOM-007007,BAL-03,SC-1250,1,v2.2,2023-10-14,False
BOM-007008,BAL-03,ST-553,1,v2.1,2024-08-04,False
BOM-007009,BAL-03,BR-216,1,v3.1,2023-05-25,False
BOM-007010,BAL-03,FT-801,1,v3.2,2023-02-07,False
BOM-007011,BAL-03,ST-854,2,v2.2,2023-11-12,False
BOM-007012,BAL-03,TR-874,2,v3.0,2025-05-11,False
BOM-007013,BAL-03,EL-1102,1,v1.1,2024-09-12,True
BOM-007014,BAL-03,CH-701,2,v3.0,2023-11-03,False
BOM-007015,BAL-03,CH-151,1,v2.0,2023-10-17,False
BOM-007016,BAL-03,SC-1208,12,v3.1,2025-05-07,False
BOM-007017,BAL-03,FL-1226,1,v2.0,2025-04-16,False
BOM-007018,BAL-03,CH-571,1,v3.2,2024-10-03,False
BOM-007019,BAL-03,FL-875,2,v2.0,2025-05-15,False
BOM-007020,BAL-03,EL-205,1,v1.1,2025-02-21,False
BOM-007021,BAL-03,TR-265,1,v1.0,2025-05-03,False
BOM-007022,BAL-03,FL-480,1,,2023-10-06,False
BOM-007023,BAL-03,EN-1062,2,v2.2,2023-09-25,False
BOM-007024,BAL-03,ST-753,2,v1.1,2024-09-22,False
BOM-007025,BAL-03,CB-260,1,v1.1,2023-12-05,False
BOM-007026,BAL-03,SC-1048,1,v3.2,2024-02-25,False
BOM-007027,BAL-03,EC-563,3,v3.0,2025-05-12,False
BOM-007028,BAL-03,CH-1055,1,v1.2,2024-10-10,False
BOM-007029,BAL-03,FT-1206,1,v2.1,,False
BOM-007030,BAL-03,EC-475,2,v2.2,2024-04-15,False
BOM-007031,BAL-03,BR-437,3,v1.0,,False
BOM-007032,BAL-03,CB-823,1,v2.2,,False
BOM-007033,BAL-03,TR-1097,1,v3.0,2024-03-24,False
BOM-007034,BAL-03,SC-447,2,v3.2,2025-05-11,False
BOM-007035,BAL-03,FL-172,1,v2.2,2023-11-05,False
BOM-007036,BAL-03,HY-307,1,v3.2,2024-06-26,False
BOM-007037,BAL-03,EL-682,2,v1.2,2023-01-24,False
BOM-007038,BAL-03,TR-731,1,v2.1,2023-06-14,False
BOM-007039,BAL-03,FL-1112,1,v1.1,2024-03-25,False
BOM-007040,BAL-03,FL-589,1,v2.2,2025-03-27,True
BOM-007041,BAL-03,ST-357,1,v3.1,2023-03-14,False
BOM-007042,BAL-03,ST-795,1,v1.1,2025-05-10,False
BOM-007043,BAL-03,CB-1209,1,v1.1,2025-02-15,False
BOM-007044,BAL-03,FT-1013,4,v3.2,2023-08-28,False
BOM-007045,BAL-03,HY-548,4,v3.1,2024-12-20,False
BOM-007046,BAL-03,SC-1111,2,v1.2,2024-01-08,False
BOM-007047,BAL-03,HY-507,2,v1.2,2024-11-04,False
BOM-007048,BAL-03,BR-564,1,v3.2,2023-08-10,False
BOM-007049,BAL-03,FL-1153,1,v3.2,2023-05-13,False
BOM-007050,BAL-03,BR-630,2,v1.1,2024-12-16,False
BOM-007051,BAL-03,FL-714,2,v3.0,2023-01-25,False
BOM-007052,BAL-03,CH-867,1,v1.2,2024-12-09,False
BOM-007053,BAL-03,CB-1191,2,v3.0,2024-07-21,False
BOM-007054,BAL-03,HY-783,12,v1.0,2023-09-08,False
BOM-007055,BAL-03,HY-348,1,v2.1,2023-01-29,False
BOM-007056,BAL-03,EN-1151,1,v2.2,2024-09-24,False
BOM-007057,BAL-03,EN-559,2,v3.0,2025-03-16,False
BOM-007058,BAL-03,HY-541,6,v1.2,2024-10-29,False
BOM-007059,BAL-03,TR-1073,1,v1.2,2024-04-23,False
BOM-007060,BAL-03,TR-483,1,v2.2,2024-01-21,False
BOM-007061,BAL-03,ST-781,4,v1.0,2023-11-08,False
BOM-007062,BAL-03,FT-1011,2,v2.1,2025-04-21,True
BOM-007063,BAL-03,FL-1337,12,v3.0,2023-01-02,False
BOM-007064,BAL-03,ST-370,2,v1.2,2024-04-25,False
BOM-007065,BAL-03,FL-301,2,v1.1,2023-04-24,False
BOM-007066,BAL-03,ST-915,1,v3.2,2024-09-14,False
BOM-007067,BAL-03,FT-872,1,v2.2,2023-09-10,False
BOM-007068,BAL-03,TR-1132,1,v2.2,2023-03-01,False
BOM-007069,BAL-03,FT-1346,2,v2.0,2023-09-05,False
BOM-007070,BAL-03,EC-648,2,v1.2,2025-02-02,False
BOM-007071,BAL-03,EN-477,1,v2.0,2024-02-01,False
BOM-007072,BAL-03,ST-875,1,v3.0,2024-01-14,False
BOM-007073,BAL-03,CB-1229,2,v2.1,2025-06-08,False
BOM-007074,BAL-03,BR-144,1,v1.2,2025-05-11,False
BOM-007075,BAL-03,CH-272,4,v3.2,2023-09-11,False
BOM-007076,BAL-03,ST-378,2,v1.2,2025-02-27,False
BOM-007077,BAL-03,FL-1349,1,v3.2,2025-03-04,True
BOM-007078,BAL-03,CH-1002,1,v2.2,2024-06-29,False
BOM-007079,BAL-03,SC-267,1,v1.0,2025-02-20,False
BOM-007080,BAL-03,TR-1224,4,v3.1,2025-03-14,False
BOM-007081,BAL-03,ST-1130,1,v3.0,2023-10-06,False
BOM-007082,BAL-03,SC-621,4,v2.1,2023-10-29,False
BOM-007083,BAL-03,FL-898,2,v1.0,2024-05-08,False
BOM-007084,BAL-03,EC-525,1,v2.1,2023-10-18,False
BOM-007085,BAL-03,TR-481,2,v1.2,2023-03-12,False
BOM-007086,BAL-03,EC-1163,1,v1.1,2024-08-17,False
BOM-007087,BAL-03,CH-225,1,v1.1,2024-11-05,False
BOM-007088,BAL-03,EN-437,1,v2.2,2023-05-19,False
BOM-007089,BAL-03,EN-1088,1,v2.2,2024-08-23,False
BOM-007090,BAL-03,CB-830,3,v1.0,2025-01-21,False
BOM-007091,BAL-03,CB-680,1,v3.0,2024-04-27,True
BOM-007092,BAL-03,CH-279,2,v1.0,2024-06-26,False
BOM-007093,BAL-03,ST-648,3,v3.2,2024-06-12,True
BOM-007094,BAL-03,CH-1007,1,v2.1,2023-11-22,False
BOM-007095,BAL-03,TR-573,1,v2.2,2025-05-22,False
BOM-007096,BAL-03,FL-342,3,v3.2,2025-01-18,False
BOM-007097,BAL-03,EL-938,1,v2.1,2024-04-20,False
BOM-007098,BAL-03,ST-195,3,v2.0,2024-01-16,True
BOM-007099,BAL-03,SC-1283,1,v3.0,2023-10-08,False
BOM-007100,BAL-03,HY-1328,3,v1.1,2024-08-16,False
BOM-007101,BAL-03,CH-567,2,v3.0,2024-10-21,False
BOM-007102,BAL-03,ST-549,1,v3.0,2023-01-16,False
BOM-007103,BAL-03,FL-226,2,v1.0,,False
BOM-007104,BAL-03,TR-629,1,v3.2,2023-04-19,False
BOM-007105,BAL-03,CB-819,3,v2.2,2025-05-03,False
BOM-007106,BAL-03,BR-467,2,,2024-12-05,False
BOM-007107,BAL-03,CH-480,2,v3.1,2025-03-20,False
BOM-007108,BAL-03,EC-611,1,v1.2,2023-09-19,False
BOM-007109,BAL-03,EN-130,1,v2.1,2023-02-25,False
BOM-007110,BAL-03,EL-937,1,v3.1,2024-09-14,False
BOM-007111,BAL-03,HY-589,2,v3.0,2024-10-31,False
BOM-007112,BAL-03,EL-167,1,v1.2,2024-03-12,False
BOM-007113,BAL-03,EL-176,1,v3.2,2025-04-14,False
BOM-007114,BAL-03,ST-835,1,v2.2,2025-04-17,False
BOM-007115,BAL-03,FL-1232,2,v2.1,2023-09-14,False
BOM-007116,BAL-03,FL-1029,3,v3.0,,False
BOM-007117,BAL-03,EC-494,12,v3.1,2024-02-27,False
BOM-007118,BAL-03,EN-752,1,v3.1,2023-02-18,True
BOM-007119,BAL-03,CH-730,3,v3.0,2025-02-09,False
BOM-007120,BAL-04,ST-850,3,v3.2,2024-11-10,False
BOM-007121,BAL-04,CH-1044,2,v3.2,2024-10-05,False
BOM-007122,BAL-04,FL-883,1,v3.0,2024-02-15,False
BOM-007123,BAL-04,TR-103,1,v1.0,2023-05-07,False
BOM-007124,BAL-04,HY-1264,1,v3.0,2024-04-17,False
BOM-007125,BAL-04,TR-389,1,v1.1,2025-02-17,False
BOM-007126,BAL-04,EL-1239,1,v1.1,2024-02-24,False
BOM-007127,BAL-04,EL-977,3,v2.2,2023-02-09,False
BOM-007128,BAL-04,CH-902,1,v3.0,2023-05-05,False
BOM-007129,BAL-04,ST-608,2,v1.2,2025-01-17,False
BOM-007130,BAL-04,EL-856,1,v3.1,2024-05-28,False
BOM-007131,BAL-04,EN-788,1,v2.0,2025-01-21,False
BOM-007132,BAL-04,SC-610,6,v2.2,2024-02-27,False
BOM-007133,BAL-04,EN-241,1,v3.2,2023-07-30,False
BOM-007134,BAL-04,CH-427,1,v3.0,2024-08-26,False
BOM-007135,BAL-04,SC-673,1,v2.1,2024-01-03,False
BOM-007136,BAL-04,TR-1084,1,v2.2,2023-05-23,False
BOM-007137,BAL-04,FT-948,3,v3.1,2025-02-13,False
BOM-007138,BAL-04,BR-1230,1,v3.0,2025-04-29,False
BOM-007139,BAL-04,CB-393,1,v1.1,2023-12-10,False
BOM-007140,BAL-04,EN-260,3,v2.1,2025-05-21,False
BOM-007141,BAL-04,EC-405,1,v2.2,2024-08-13,False
BOM-007142,BAL-04,EC-1045,6,v3.1,2023-06-12,False
BOM-007143,BAL-04,EC-142,1,v1.0,2025-06-14,False
BOM-007144,BAL-04,ST-683,2,v2.2,2023-05-25,False
BOM-007145,BAL-04,EL-934,2,v1.1,2023-04-12,False
BOM-007146,BAL-04,CH-915,1,v2.2,2024-10-17,False
BOM-007147,BAL-04,ST-323,2,v1.2,2025-06-05,False
BOM-007148,BAL-04,FT-1208,1,v2.2,2024-04-17,False
BOM-007149,BAL-04,FT-253,8,v1.2,2024-02-22,False
BOM-007150,BAL-04,CH-1192,1,v1.2,2025-05-03,False
BOM-007151,BAL-04,HY-868,4,v3.1,2024-11-28,False
BOM-007152,BAL-04,CH-658,4,v3.0,2023-06-05,False
BOM-007153,BAL-04,BR-390,2,v2.2,2023-09-03,False
BOM-007154,BAL-04,CH-1311,1,v1.2,2023-02-07,False
BOM-007155,BAL-04,FT-614,8,v1.2,2023-06-11,False
BOM-007156,BAL-04,HY-920,3,v3.1,2024-06-25,False
BOM-007157,BAL-04,EL-1283,1,v1.1,,False
BOM-007158,BAL-04,ST-869,1,v3.2,2024-02-25,False
BOM-007159,BAL-04,HY-162,4,v3.0,2024-01-03,True
BOM-007160,BAL-04,SC-193,1,v3.2,2025-01-18,False
BOM-007161,BAL-04,EL-114,1,v3.0,2024-08-19,False
BOM-007162,BAL-04,TR-348,12,v2.2,2024-06-04,False
BOM-007163,BAL-04,ST-713,1,v2.1,2025-05-31,True
BOM-007164,BAL-04,EC-1302,2,v2.2,2025-05-14,False
BOM-007165,BAL-04,HY-823,1,v3.2,2024-05-11,False
BOM-007166,BAL-04,CH-128,1,v1.0,2024-02-13,False
BOM-007167,BAL-04,HY-730,1,v1.0,2025-05-01,False
BOM-007168,BAL-04,ST-929,1,v2.2,2023-02-02,False
BOM-007169,BAL-04,FL-934,1,v2.0,2023-08-22,False
BOM-007170,BAL-04,BR-1339,3,v2.0,2023-03-24,False
BOM-007171,BAL-04,HY-1091,1,v1.1,2023-01-12,False
BOM-007172,BAL-04,CB-1288,3,v3.0,2024-08-20,False
BOM-007173,BAL-04,EC-803,1,,2023-12-22,False
BOM-007174,BAL-04,BR-886,2,v1.2,2024-08-14,False
BOM-007175,BAL-04,EC-1057,12,v1.1,2025-02-01,False
BOM-007176,BAL-04,EL-872,1,v2.2,2023-09-23,False
BOM-007177,BAL-04,CH-333,1,v1.0,2023-08-31,False
BOM-007178,BAL-04,EL-913,1,v3.2,2023-11-06,False
BOM-007179,BAL-04,TR-668,1,v1.1,2024-10-25,False
BOM-007180,BAL-04,FT-347,1,v3.1,2024-09-29,False
BOM-007181,BAL-04,HY-141,1,v3.0,2025-01-11,True
BOM-007182,BAL-04,HY-953,4,v1.2,2024-11-08,False
BOM-007183,BAL-04,CB-901,1,v2.0,2025-03-02,False
BOM-007184,BAL-04,FT-442,1,v3.2,2024-03-23,False
BOM-007185,BAL-04,EL-606,1,,2023-05-08,False
BOM-007186,BAL-04,HY-216,2,v2.1,,False
BOM-007187,BAL-04,CH-1230,1,v1.0,2023-02-03,False
BOM-007188,BAL-04,EL-574,1,v1.0,2023-11-15,False
BOM-007189,BAL-04,EC-827,2,v2.2,2023-05-23,False
BOM-007190,BAL-04,FT-588,1,v3.1,2024-09-07,False
BOM-007191,BAL-04,BR-547,1,v2.2,2024-06-23,True
BOM-007192,BAL-04,CB-903,2,v3.1,2024-09-02,False
BOM-007193,BAL-04,ST-652,2,v2.2,2023-12-06,False
BOM-007194,BAL-04,CB-943,2,v3.0,2024-06-12,False
BOM-007195,BAL-04,BR-338,1,v2.2,2023-02-10,True
BOM-007196,BAL-04,CH-942,1,v3.1,2023-09-05,False
BOM-007197,BAL-04,HY-206,1,v3.0,2024-01-28,False
BOM-007198,BAL-04,SC-507,3,v2.2,2024-02-27,False
BOM-007199,BAL-04,FT-602,1,v3.0,2024-12-05,False
