capacity_id,supplier_id,part_id,period,capacity_units,committed_units,utilization_pct,capacity_notes
CAP-006699,SUP-08345,CH-491,2024-07,1211,826.0,68.2,
CAP-006700,SUP-08345,CH-491,2024-08,1267,1318.0,100.0,
CAP-006701,SUP-08345,CH-491,2024-09,1126,890.0,79.0,
CAP-006702,SUP-08345,CH-491,2024-10,1186,,66.6,
CAP-006703,SUP-08345,CH-491,2024-11,1181,677.0,57.3,
CAP-006704,SUP-08345,CH-491,2024-12,1309,762.0,58.2,
CAP-006705,SUP-08345,CH-491,2025-01,1173,1198.0,100.0,
CAP-006706,SUP-08345,CH-491,2025-02,1201,845.0,70.4,
CAP-006707,SUP-08345,CH-491,2025-03,1178,,83.9,
CAP-006708,SUP-08345,CH-491,2025-04,1266,1091.0,86.2,
CAP-006709,SUP-08345,CH-491,2025-05,1266,754.0,59.6,
CAP-006710,SUP-08345,CH-491,2025-06,1223,1163.0,95.1,
CAP-006711,SUP-08345,CH-491,2025-07,1271,757.0,59.6,
CAP-006712,SUP-08345,CH-491,2025-08,1238,936.0,75.6,
CAP-006713,SUP-08345,CH-491,2025-09,1179,768.0,,
CAP-006714,SUP-08345,CH-491,2025-10,1272,1100.0,86.5,
CAP-006715,SUP-08345,CH-491,2025-11,1217,1087.0,89.3,
CAP-006716,SUP-08345,CH-491,2025-12,1295,1087.0,83.9,
CAP-006717,SUP-08345,CH-491,2026-01,1074,,59.6,
CAP-006718,SUP-08345,CH-491,2026-02,1170,727.0,62.1,
CAP-006719,SUP-08345,CH-491,2026-03,1212,1020.0,84.2,
CAP-006720,SUP-08345,CH-491,2026-04,1184,1233.0,100.0,
CAP-006721,SUP-03168,TR-581,2024-01,1887,1529.0,81.0,
CAP-006722,SUP-03168,TR-581,2024-02,2166,1555.0,71.8,
CAP-006723,SUP-03168,TR-581,2024-03,2018,1661.0,82.3,
CAP-006724,SUP-03168,TR-581,2024-04,2101,1706.0,81.2,
CAP-006725,SUP-03168,TR-581,2024-05,2070,1759.0,85.0,
CAP-006726,SUP-03168,TR-581,2024-06,2237,2291.0,100.0,
CAP-006727,SUP-03168,TR-581,2024-07,1994,1138.0,57.1,
CAP-006728,SUP-03168,TR-581,2024-08,2251,1409.0,,
CAP-006729,SUP-03168,TR-581,2024-09,2328,1668.0,71.6,
CAP-006730,SUP-03168,TR-581,2024-10,2356,2029.0,86.1,
CAP-006731,SUP-03168,TR-581,2024-11,2190,1872.0,85.5,
CAP-006732,SUP-03168,TR-581,2024-12,2113,1499.0,70.9,
CAP-006733,SUP-03168,TR-581,2025-01,2400,1834.0,76.4,
CAP-006734,SUP-03168,TR-581,2025-02,2222,1812.0,81.5,
CAP-006735,SUP-03168,TR-581,2025-03,2327,2032.0,87.3,
CAP-006736,SUP-03168,TR-581,2025-04,2244,2037.0,90.8,
CAP-006737,SUP-03168,TR-581,2025-05,2293,1869.0,81.5,
CAP-006738,SUP-03168,TR-581,2025-06,2361,1614.0,68.4,
CAP-006739,SUP-03168,TR-581,2025-07,2413,1800.0,74.6,
CAP-006740,SUP-03168,TR-581,2025-08,2346,2311.0,,
CAP-006741,SUP-03168,TR-581,2025-09,2253,1578.0,70.0,
CAP-006742,SUP-03168,TR-581,2025-10,2385,2351.0,98.6,
CAP-006743,SUP-03168,TR-581,2025-11,2465,1863.0,75.6,
CAP-006744,SUP-03168,TR-581,2025-12,2352,1499.0,63.7,
CAP-006745,SUP-03168,TR-581,2026-01,2362,2163.0,91.6,
CAP-006746,SUP-03168,TR-581,2026-02,2423,1681.0,69.4,
CAP-006747,SUP-03168,TR-581,2026-03,2374,1387.0,58.4,
CAP-006748,SUP-03168,TR-581,2026-04,2463,,90.5,
CAP-006749,SUP-10366,EC-703,2024-01,2188,1332.0,60.9,
CAP-006750,SUP-10366,EC-703,2024-02,2145,2006.0,93.5,
CAP-006751,SUP-10366,EC-703,2024-03,2029,1933.0,95.3,
CAP-006752,SUP-10366,EC-703,2024-04,2096,1404.0,67.0,
CAP-006753,SUP-10366,EC-703,2024-05,1856,1566.0,84.4,
CAP-006754,SUP-10366,EC-703,2024-06,2047,1343.0,65.6,
CAP-006755,SUP-10366,EC-703,2024-07,2038,1572.0,77.1,
CAP-006756,SUP-10366,EC-703,2024-08,1843,1607.0,87.2,
CAP-006757,SUP-10366,EC-703,2024-09,2187,1395.0,63.8,
CAP-006758,SUP-10366,EC-703,2024-10,2077,2156.0,100.0,
CAP-006759,SUP-10366,EC-703,2024-11,1938,1367.0,70.5,
CAP-006760,SUP-10366,EC-703,2024-12,2037,1665.0,81.7,
CAP-006761,SUP-10366,EC-703,2025-01,2158,1632.0,75.6,
CAP-006762,SUP-10366,EC-703,2025-02,2036,2005.0,98.5,
CAP-006763,SUP-10366,EC-703,2025-03,2066,1830.0,,
CAP-006764,SUP-10366,EC-703,2025-04,1913,1093.0,57.1,
CAP-006765,SUP-10366,EC-703,2025-05,1932,,69.0,
CAP-006766,SUP-10366,EC-703,2025-06,2039,1124.0,,
CAP-006767,SUP-10366,EC-703,2025-07,2019,1463.0,72.5,
CAP-006768,SUP-10366,EC-703,2025-08,2060,1674.0,81.3,
CAP-006769,SUP-10366,EC-703,2025-09,1966,1852.0,94.2,
CAP-006770,SUP-10366,EC-703,2025-10,1886,1470.0,77.9,
CAP-006771,SUP-10366,EC-703,2025-11,1931,1750.0,90.6,
CAP-006772,SUP-10366,EC-703,2025-12,1910,1309.0,68.5,
CAP-006773,SUP-10366,EC-703,2026-01,1887,1268.0,67.2,
CAP-006774,SUP-10366,EC-703,2026-02,2128,2037.0,95.7,
CAP-006775,SUP-10366,EC-703,2026-03,1951,1175.0,60.2,
CAP-006776,SUP-10366,EC-703,2026-04,1921,1115.0,58.0,
CAP-006777,SUP-14543,SC-112,2024-01,405,279.0,68.9,
CAP-006778,SUP-14543,SC-112,2024-02,380,362.0,95.3,
CAP-006779,SUP-14543,SC-112,2024-03,395,229.0,58.0,
CAP-006780,SUP-14543,SC-112,2024-04,387,369.0,95.3,
CAP-006781,SUP-14543,SC-112,2024-05,432,337.0,78.0,
CAP-006782,SUP-14543,SC-112,2024-06,378,208.0,55.0,
CAP-006783,SUP-14543,SC-112,2024-07,418,437.0,100.0,
CAP-006784,SUP-14543,SC-112,2024-08,400,285.0,,
CAP-006785,SUP-14543,SC-112,2024-09,415,,87.2,
CAP-006786,SUP-14543,SC-112,2024-10,441,322.0,73.0,
CAP-006787,SUP-14543,SC-112,2024-11,417,232.0,55.6,
CAP-006788,SUP-14543,SC-112,2024-12,393,218.0,55.5,
CAP-006789,SUP-14543,SC-112,2025-01,420,364.0,86.7,
CAP-006790,SUP-14543,SC-112,2025-02,384,324.0,84.4,
CAP-006791,SUP-14543,SC-112,2025-03,440,272.0,61.8,
CAP-006792,SUP-14543,SC-112,2025-04,373,253.0,67.8,
CAP-006793,SUP-14543,SC-112,2025-05,387,324.0,83.7,
CAP-006794,SUP-14543,SC-112,2025-06,412,232.0,56.3,
CAP-006795,SUP-14543,SC-112,2025-07,388,327.0,84.3,
CAP-006796,SUP-14543,SC-112,2025-08,380,228.0,60.0,
CAP-006797,SUP-14543,SC-112,2025-09,360,322.0,,
CAP-006798,SUP-14543,SC-112,2025-10,416,262.0,63.0,
CAP-006799,SUP-14543,SC-112,2025-11,418,288.0,68.9,
CAP-006800,SUP-14543,SC-112,2025-12,413,261.0,63.2,
CAP-006801,SUP-14543,SC-112,2026-01,408,226.0,55.4,
CAP-006802,SUP-14543,SC-112,2026-02,412,313.0,76.0,
CAP-006803,SUP-14543,SC-112,2026-03,377,301.0,79.8,
CAP-006804,SUP-14543,SC-112,2026-04,403,381.0,94.5,
CAP-006805,SUP-06917,TR-279,2024-01,1170,687.0,58.7,
CAP-006806,SUP-06917,TR-279,2024-02,1141,910.0,79.8,
CAP-006807,SUP-06917,TR-279,2024-03,1213,675.0,55.6,
CAP-006808,SUP-06917,TR-279,2024-04,1191,1194.0,100.0,
CAP-006809,SUP-06917,TR-279,2024-05,1208,895.0,74.1,
CAP-006810,SUP-06917,TR-279,2024-06,1179,1165.0,98.8,
CAP-006811,SUP-06917,TR-279,2024-07,1173,769.0,65.6,
CAP-006812,SUP-06917,TR-279,2024-08,1251,1123.0,89.8,
CAP-006813,SUP-06917,TR-279,2024-09,1070,804.0,75.1,
CAP-006814,SUP-06917,TR-279,2024-10,1094,682.0,62.3,
CAP-006815,SUP-06917,TR-279,2024-11,1258,,66.2,
CAP-006816,SUP-06917,TR-279,2024-12,1295,1053.0,,
CAP-006817,SUP-06917,TR-279,2025-01,1139,719.0,63.1,
CAP-006818,SUP-06917,TR-279,2025-02,1176,800.0,68.0,
CAP-006819,SUP-06917,TR-279,2025-03,1281,1087.0,84.9,
CAP-006820,SUP-06917,TR-279,2025-04,1232,1140.0,92.5,
CAP-006821,SUP-06917,TR-279,2025-05,1294,1215.0,93.9,
CAP-006822,SUP-06917,TR-279,2025-06,1160,784.0,67.6,
CAP-006823,SUP-06917,TR-279,2025-07,1106,1071.0,96.8,
CAP-006824,SUP-06917,TR-279,2025-08,1185,1029.0,86.8,
CAP-006825,SUP-06917,TR-279,2025-09,1227,802.0,65.4,
CAP-006826,SUP-06917,TR-279,2025-10,1205,968.0,80.3,
CAP-006827,SUP-06917,TR-279,2025-11,1265,702.0,55.5,
CAP-006828,SUP-06917,TR-279,2025-12,1174,1193.0,100.0,
CAP-006829,SUP-06917,TR-279,2026-01,1294,1025.0,79.2,
CAP-006830,SUP-06917,TR-279,2026-02,1173,894.0,76.2,
CAP-006831,SUP-06917,TR-279,2026-03,1199,872.0,72.7,
CAP-006832,SUP-06917,TR-279,2026-04,1160,,63.1,
CAP-006833,SUP-09648,CH-1234,2024-01,2010,1117.0,55.6,
CAP-006834,SUP-09648,CH-1234,2024-02,1959,1728.0,88.2,
CAP-006835,SUP-09648,CH-1234,2024-03,2154,2099.0,97.4,
CAP-006836,SUP-09648,CH-1234,2024-04,2078,2160.0,100.0,
CAP-006837,SUP-09648,CH-1234,2024-05,1992,1793.0,90.0,
CAP-006838,SUP-09648,CH-1234,2024-06,1936,1102.0,56.9,
CAP-006839,SUP-09648,CH-1234,2024-07,1946,1332.0,68.4,
CAP-006840,SUP-09648,CH-1234,2024-08,2148,1516.0,,
CAP-006841,SUP-09648,CH-1234,2024-09,2133,,66.3,
CAP-006842,SUP-09648,CH-1234,2024-10,1900,1970.0,100.0,
CAP-006843,SUP-09648,CH-1234,2024-11,2066,1190.0,57.6,
CAP-006844,SUP-09648,CH-1234,2024-12,1791,1833.0,100.0,
CAP-006845,SUP-09648,CH-1234,2025-01,1913,1475.0,77.1,
CAP-006846,SUP-09648,CH-1234,2025-02,1898,1698.0,89.5,
CAP-006847,SUP-09648,CH-1234,2025-03,2034,2021.0,99.4,
CAP-006848,SUP-09648,CH-1234,2025-04,2099,1638.0,78.0,
CAP-006849,SUP-09648,CH-1234,2025-05,1866,1693.0,90.7,
CAP-006850,SUP-09648,CH-1234,2025-06,2090,1274.0,61.0,
CAP-006851,SUP-09648,CH-1234,2025-07,1960,1354.0,,
CAP-006852,SUP-09648,CH-1234,2025-08,2033,1845.0,90.8,
CAP-006853,SUP-09648,CH-1234,2025-09,2153,2058.0,95.6,
CAP-006854,SUP-09648,CH-1234,2025-10,1937,1410.0,72.8,
CAP-006855,SUP-09648,CH-1234,2025-11,2050,2125.0,100.0,
CAP-006856,SUP-09648,CH-1234,2025-12,2025,1603.0,79.2,
CAP-006857,SUP-09648,CH-1234,2026-01,2050,1366.0,66.6,
CAP-006858,SUP-09648,CH-1234,2026-02,1932,1964.0,100.0,
CAP-006859,SUP-09648,CH-1234,2026-03,2137,1253.0,,
CAP-006860,SUP-09648,CH-1234,2026-04,2140,1570.0,73.4,
CAP-006861,SUP-00260,HY-140,2024-01,841,653.0,77.6,
CAP-006862,SUP-00260,HY-140,2024-02,751,545.0,72.6,
CAP-006863,SUP-00260,HY-140,2024-03,798,569.0,71.3,
CAP-006864,SUP-00260,HY-140,2024-04,811,643.0,79.3,
CAP-006865,SUP-00260,HY-140,2024-05,759,449.0,59.2,
CAP-006866,SUP-00260,HY-140,2024-06,820,712.0,86.8,
CAP-006867,SUP-00260,HY-140,2024-07,828,503.0,60.7,
CAP-006868,SUP-00260,HY-140,2024-08,789,645.0,81.7,
CAP-006869,SUP-00260,HY-140,2024-09,781,734.0,94.0,
CAP-006870,SUP-00260,HY-140,2024-10,809,676.0,83.6,
CAP-006871,SUP-00260,HY-140,2024-11,868,880.0,100.0,
CAP-006872,SUP-00260,HY-140,2024-12,854,617.0,72.2,
CAP-006873,SUP-00260,HY-140,2025-01,798,672.0,84.2,
CAP-006874,SUP-00260,HY-140,2025-02,758,705.0,93.0,
CAP-006875,SUP-00260,HY-140,2025-03,773,763.0,98.7,
CAP-006876,SUP-00260,HY-140,2025-04,860,785.0,,
CAP-006877,SUP-00260,HY-140,2025-05,789,601.0,,
CAP-006878,SUP-00260,HY-140,2025-06,808,472.0,58.4,
CAP-006879,SUP-00260,HY-140,2025-07,809,697.0,86.2,
CAP-006880,SUP-00260,HY-140,2025-08,836,710.0,84.9,
CAP-006881,SUP-00260,HY-140,2025-09,817,611.0,74.8,
CAP-006882,SUP-00260,HY-140,2025-10,885,598.0,67.6,
CAP-006883,SUP-00260,HY-140,2025-11,839,847.0,100.0,
CAP-006884,SUP-00260,HY-140,2025-12,749,519.0,69.3,
CAP-006885,SUP-00260,HY-140,2026-01,861,710.0,82.5,
CAP-006886,SUP-00260,HY-140,2026-02,757,488.0,64.5,
CAP-006887,SUP-00260,HY-140,2026-03,768,702.0,91.4,
CAP-006888,SUP-00260,HY-140,2026-04,808,502.0,62.1,
CAP-006889,SUP-13268,EL-312,2024-01,2135,2111.0,98.9,
CAP-006890,SUP-13268,EL-312,2024-02,1937,1070.0,55.2,
CAP-006891,SUP-13268,EL-312,2024-03,2156,1619.0,75.1,
CAP-006892,SUP-13268,EL-312,2024-04,2074,1522.0,73.4,
CAP-006893,SUP-13268,EL-312,2024-05,2033,1160.0,57.1,
CAP-006894,SUP-13268,EL-312,2024-06,2080,1285.0,61.8,
CAP-006895,SUP-13268,EL-312,2024-07,1943,1803.0,92.8,
CAP-006896,SUP-13268,EL-312,2024-08,2048,1925.0,94.0,
CAP-006897,SUP-13268,EL-312,2024-09,1880,,71.2,
CAP-006898,SUP-13268,EL-312,2024-10,2001,1358.0,67.9,
CAP-006899,SUP-13268,EL-312,2024-11,1966,1222.0,62.2,
CAP-006900,SUP-13268,EL-312,2024-12,2090,1836.0,87.8,
CAP-006901,SUP-13268,EL-312,2025-01,2009,1699.0,84.6,
CAP-006902,SUP-13268,EL-312,2025-02,1810,1160.0,64.1,
CAP-006903,SUP-13268,EL-312,2025-03,2018,1914.0,94.8,
CAP-006904,SUP-13268,EL-312,2025-04,1912,1739.0,91.0,
CAP-006905,SUP-13268,EL-312,2025-05,2229,1322.0,59.3,
CAP-006906,SUP-13268,EL-312,2025-06,1984,1503.0,75.8,
CAP-006907,SUP-13268,EL-312,2025-07,1865,1238.0,66.4,
CAP-006908,SUP-13268,EL-312,2025-08,2079,1606.0,77.2,
CAP-006909,SUP-13268,EL-312,2025-09,2004,1365.0,68.1,
CAP-006910,SUP-13268,EL-312,2025-10,1954,1733.0,88.7,
CAP-006911,SUP-13268,EL-312,2025-11,1839,1506.0,81.9,
CAP-006912,SUP-13268,EL-312,2025-12,1979,1466.0,74.1,
CAP-006913,SUP-13268,EL-312,2026-01,2003,1272.0,63.5,
CAP-006914,SUP-13268,EL-312,2026-02,2087,1642.0,78.7,
CAP-006915,SUP-13268,EL-312,2026-03,1999,2072.0,100.0,
CAP-006916,SUP-13268,EL-312,2026-04,2007,1978.0,98.6,
CAP-006917,SUP-10119,FT-118,2024-01,592,450.0,76.0,
CAP-006918,SUP-10119,FT-118,2024-02,656,485.0,73.9,
CAP-006919,SUP-10119,FT-118,2024-03,604,496.0,82.1,
CAP-006920,SUP-10119,FT-118,2024-04,598,369.0,61.7,
CAP-006921,SUP-10119,FT-118,2024-05,576,457.0,79.3,
CAP-006922,SUP-10119,FT-118,2024-06,602,587.0,97.5,
CAP-006923,SUP-10119,FT-118,2024-07,565,492.0,87.1,
CAP-006924,SUP-10119,FT-118,2024-08,591,346.0,58.5,
CAP-006925,SUP-10119,FT-118,2024-09,616,561.0,91.1,
CAP-006926,SUP-10119,FT-118,2024-10,561,443.0,79.0,
CAP-006927,SUP-10119,FT-118,2024-11,567,523.0,92.2,
CAP-006928,SUP-10119,FT-118,2024-12,564,319.0,,
CAP-006929,SUP-10119,FT-118,2025-01,578,340.0,58.8,
CAP-006930,SUP-10119,FT-118,2025-02,599,526.0,87.8,
CAP-006931,SUP-10119,FT-118,2025-03,581,602.0,100.0,
CAP-006932,SUP-10119,FT-118,2025-04,547,456.0,83.4,
CAP-006933,SUP-10119,FT-118,2025-05,559,365.0,65.3,
CAP-006934,SUP-10119,FT-118,2025-06,604,484.0,80.1,
CAP-006935,SUP-10119,FT-118,2025-07,539,473.0,87.8,
CAP-006936,SUP-10119,FT-118,2025-08,610,635.0,100.0,
CAP-006937,SUP-10119,FT-118,2025-09,582,,70.8,
CAP-006938,SUP-10119,FT-118,2025-10,611,525.0,85.9,
CAP-006939,SUP-10119,FT-118,2025-11,602,547.0,90.9,
CAP-006940,SUP-10119,FT-118,2025-12,648,362.0,55.9,
CAP-006941,SUP-10119,FT-118,2026-01,623,363.0,58.3,
CAP-006942,SUP-10119,FT-118,2026-02,542,523.0,96.5,
CAP-006943,SUP-10119,FT-118,2026-03,585,613.0,100.0,
CAP-006944,SUP-10119,FT-118,2026-04,603,348.0,57.7,
CAP-006945,SUP-04143,ST-101,2024-01,591,461.0,78.0,
CAP-006946,SUP-04143,ST-101,2024-02,599,413.0,68.9,
CAP-006947,SUP-04143,ST-101,2024-03,625,640.0,100.0,
CAP-006948,SUP-04143,ST-101,2024-04,501,339.0,67.7,
CAP-006949,SUP-04143,ST-101,2024-05,574,429.0,74.7,
CAP-006950,SUP-04143,ST-101,2024-06,577,447.0,77.5,
CAP-006951,SUP-04143,ST-101,2024-07,546,334.0,61.2,
CAP-006952,SUP-04143,ST-101,2024-08,545,333.0,61.1,
CAP-006953,SUP-04143,ST-101,2024-09,554,449.0,81.0,
CAP-006954,SUP-04143,ST-101,2024-10,554,541.0,97.7,
CAP-006955,SUP-04143,ST-101,2024-11,540,305.0,56.5,
CAP-006956,SUP-04143,ST-101,2024-12,529,349.0,66.0,
CAP-006957,SUP-04143,ST-101,2025-01,540,465.0,86.1,
CAP-006958,SUP-04143,ST-101,2025-02,486,310.0,63.8,
CAP-006959,SUP-04143,ST-101,2025-03,532,313.0,58.8,
CAP-006960,SUP-04143,ST-101,2025-04,492,,55.3,
CAP-006961,SUP-04143,ST-101,2025-05,516,468.0,90.7,
CAP-006962,SUP-04143,ST-101,2025-06,537,517.0,96.3,
CAP-006963,SUP-04143,ST-101,2025-07,491,288.0,58.7,
CAP-006964,SUP-04143,ST-101,2025-08,499,387.0,77.6,
CAP-006965,SUP-04143,ST-101,2025-09,463,407.0,87.9,
CAP-006966,SUP-04143,ST-101,2025-10,520,433.0,83.3,
CAP-006967,SUP-04143,ST-101,2025-11,448,395.0,88.2,
CAP-006968,SUP-04143,ST-101,2025-12,472,406.0,86.0,
CAP-006969,SUP-04143,ST-101,2026-01,429,435.0,100.0,
CAP-006970,SUP-04143,ST-101,2026-02,441,403.0,91.4,
CAP-006971,SUP-04143,ST-101,2026-03,474,399.0,84.2,
CAP-006972,SUP-04143,ST-101,2026-04,483,497.0,100.0,
CAP-006973,SUP-13561,FT-1220,2024-01,405,272.0,67.2,
CAP-006974,SUP-13561,FT-1220,2024-02,402,330.0,82.1,
CAP-006975,SUP-13561,FT-1220,2024-03,407,388.0,95.3,
CAP-006976,SUP-13561,FT-1220,2024-04,375,242.0,64.5,
CAP-006977,SUP-13561,FT-1220,2024-05,427,316.0,74.0,
CAP-006978,SUP-13561,FT-1220,2024-06,392,319.0,81.4,
CAP-006979,SUP-13561,FT-1220,2024-07,382,292.0,76.4,
CAP-006980,SUP-13561,FT-1220,2024-08,402,225.0,56.0,
CAP-006981,SUP-13561,FT-1220,2024-09,361,213.0,59.0,
CAP-006982,SUP-13561,FT-1220,2024-10,424,393.0,92.7,
CAP-006983,SUP-13561,FT-1220,2024-11,402,336.0,83.6,
CAP-006984,SUP-13561,FT-1220,2024-12,414,407.0,98.3,
CAP-006985,SUP-13561,FT-1220,2025-01,401,398.0,99.3,
CAP-006986,SUP-13561,FT-1220,2025-02,384,277.0,72.1,
CAP-006987,SUP-13561,FT-1220,2025-03,403,419.0,100.0,
CAP-006988,SUP-13561,FT-1220,2025-04,364,294.0,80.8,
CAP-006989,SUP-13561,FT-1220,2025-05,373,262.0,70.2,
CAP-006990,SUP-13561,FT-1220,2025-06,361,313.0,86.7,
CAP-006991,SUP-13561,FT-1220,2025-07,391,234.0,59.8,
CAP-006992,SUP-13561,FT-1220,2025-08,403,243.0,60.3,
CAP-006993,SUP-13561,FT-1220,2025-09,404,299.0,74.0,
CAP-006994,SUP-13561,FT-1220,2025-10,387,239.0,61.8,
CAP-006995,SUP-13561,FT-1220,2025-11,397,353.0,88.9,
CAP-006996,SUP-13561,FT-1220,2025-12,385,317.0,82.3,
CAP-006997,SUP-13561,FT-1220,2026-01,387,,99.5,
CAP-006998,SUP-13561,FT-1220,2026-02,364,371.0,100.0,
CAP-006999,SUP-13561,FT-1220,2026-03,399,224.0,56.1,
CAP-007000,SUP-13561,FT-1220,2026-04,413,232.0,56.2,
CAP-007001,SUP-05368,EN-1047,2024-01,1972,1435.0,72.8,
CAP-007002,SUP-05368,EN-1047,2024-02,1857,1672.0,90.0,
CAP-007003,SUP-05368,EN-1047,2024-03,2031,1243.0,61.2,
CAP-007004,SUP-05368,EN-1047,2024-04,1807,1405.0,77.8,
CAP-007005,SUP-05368,EN-1047,2024-05,2057,,84.1,
CAP-007006,SUP-05368,EN-1047,2024-06,1928,1261.0,65.4,
CAP-007007,SUP-05368,EN-1047,2024-07,1974,1895.0,96.0,
CAP-007008,SUP-05368,EN-1047,2024-08,2024,1799.0,88.9,
CAP-007009,SUP-05368,EN-1047,2024-09,1947,1442.0,74.1,
CAP-007010,SUP-05368,EN-1047,2024-10,1998,1794.0,89.8,
CAP-007011,SUP-05368,EN-1047,2024-11,2029,1698.0,,
CAP-007012,SUP-05368,EN-1047,2024-12,2006,1738.0,86.6,
CAP-007013,SUP-05368,EN-1047,2025-01,1914,1603.0,83.8,
CAP-007014,SUP-05368,EN-1047,2025-02,1929,1294.0,67.1,
CAP-007015,SUP-05368,EN-1047,2025-03,2200,1545.0,70.2,
CAP-007016,SUP-05368,EN-1047,2025-04,2062,1840.0,89.2,
CAP-007017,SUP-05368,EN-1047,2025-05,2056,1689.0,82.1,
CAP-007018,SUP-05368,EN-1047,2025-06,2087,1417.0,67.9,
CAP-007019,SUP-05368,EN-1047,2025-07,2273,2178.0,95.8,
CAP-007020,SUP-05368,EN-1047,2025-08,1862,1917.0,100.0,
CAP-007021,SUP-05368,EN-1047,2025-09,2001,1380.0,69.0,
CAP-007022,SUP-05368,EN-1047,2025-10,1992,1186.0,,
CAP-007023,SUP-05368,EN-1047,2025-11,1871,1789.0,95.6,
CAP-007024,SUP-05368,EN-1047,2025-12,1977,1236.0,62.5,
CAP-007025,SUP-05368,EN-1047,2026-01,2076,1590.0,76.6,
CAP-007026,SUP-05368,EN-1047,2026-02,1878,1890.0,100.0,
CAP-007027,SUP-05368,EN-1047,2026-03,1880,1513.0,80.5,
CAP-007028,SUP-05368,EN-1047,2026-04,2080,1197.0,57.5,
CAP-007029,SUP-02894,FT-1225,2024-01,196,190.0,96.9,
CAP-007030,SUP-02894,FT-1225,2024-02,203,207.0,100.0,
CAP-007031,SUP-02894,FT-1225,2024-03,193,154.0,79.8,
CAP-007032,SUP-02894,FT-1225,2024-04,194,164.0,84.5,
CAP-007033,SUP-02894,FT-1225,2024-05,186,123.0,66.1,
CAP-007034,SUP-02894,FT-1225,2024-06,185,115.0,62.2,
CAP-007035,SUP-02894,FT-1225,2024-07,220,194.0,88.2,
CAP-007036,SUP-02894,FT-1225,2024-08,204,133.0,65.2,
CAP-007037,SUP-02894,FT-1225,2024-09,207,187.0,90.3,
CAP-007038,SUP-02894,FT-1225,2024-10,196,164.0,83.7,
CAP-007039,SUP-02894,FT-1225,2024-11,202,208.0,,
CAP-007040,SUP-02894,FT-1225,2024-12,189,184.0,97.4,
CAP-007041,SUP-02894,FT-1225,2025-01,192,132.0,68.8,
CAP-007042,SUP-02894,FT-1225,2025-02,202,151.0,74.8,
CAP-007043,SUP-02894,FT-1225,2025-03,208,144.0,69.2,
CAP-007044,SUP-02894,FT-1225,2025-04,204,,97.5,
CAP-007045,SUP-02894,FT-1225,2025-05,195,154.0,,
CAP-007046,SUP-02894,FT-1225,2025-06,214,212.0,99.1,
CAP-007047,SUP-02894,FT-1225,2025-07,190,149.0,78.4,
CAP-007048,SUP-02894,FT-1225,2025-08,201,122.0,60.7,
CAP-007049,SUP-02894,FT-1225,2025-09,194,146.0,75.3,
CAP-007050,SUP-02894,FT-1225,2025-10,196,131.0,66.8,
CAP-007051,SUP-02894,FT-1225,2025-11,186,128.0,,
CAP-007052,SUP-02894,FT-1225,2025-12,194,187.0,96.4,
CAP-007053,SUP-02894,FT-1225,2026-01,166,137.0,82.5,
CAP-007054,SUP-02894,FT-1225,2026-02,200,175.0,87.5,
CAP-007055,SUP-02894,FT-1225,2026-03,214,136.0,63.6,
CAP-007056,SUP-02894,FT-1225,2026-04,198,155.0,78.3,
CAP-007057,SUP-04389,BR-948,2024-01,1232,1193.0,96.8,
CAP-007058,SUP-04389,BR-948,2024-02,1088,895.0,82.3,
CAP-007059,SUP-04389,BR-948,2024-03,1071,1058.0,98.8,
CAP-007060,SUP-04389,BR-948,2024-04,1198,1254.0,100.0,
CAP-007061,SUP-04389,BR-948,2024-05,1336,759.0,56.8,
CAP-007062,SUP-04389,BR-948,2024-06,1255,1032.0,82.2,
CAP-007063,SUP-04389,BR-948,2024-07,1194,1248.0,100.0,
CAP-007064,SUP-04389,BR-948,2024-08,1203,746.0,62.0,
CAP-007065,SUP-04389,BR-948,2024-09,1166,805.0,69.0,
CAP-007066,SUP-04389,BR-948,2024-10,1202,852.0,70.9,
CAP-007067,SUP-04389,BR-948,2024-11,1230,1207.0,98.1,
CAP-007068,SUP-04389,BR-948,2024-12,1089,983.0,90.3,
CAP-007069,SUP-04389,BR-948,2025-01,1139,839.0,73.7,
CAP-007070,SUP-04389,BR-948,2025-02,1073,809.0,75.4,
CAP-007071,SUP-04389,BR-948,2025-03,1155,1183.0,100.0,
CAP-007072,SUP-04389,BR-948,2025-04,1121,853.0,76.1,
CAP-007073,SUP-04389,BR-948,2025-05,1083,958.0,88.5,
CAP-007074,SUP-04389,BR-948,2025-06,1224,1055.0,86.2,
CAP-007075,SUP-04389,BR-948,2025-07,1176,1143.0,97.2,
CAP-007076,SUP-04389,BR-948,2025-08,1270,1203.0,,
CAP-007077,SUP-04389,BR-948,2025-09,1266,1244.0,98.3,
CAP-007078,SUP-04389,BR-948,2025-10,1212,809.0,66.7,
CAP-007079,SUP-04389,BR-948,2025-11,1297,1263.0,97.4,
CAP-007080,SUP-04389,BR-948,2025-12,1130,,80.0,
CAP-007081,SUP-04389,BR-948,2026-01,1135,1036.0,91.3,
CAP-007082,SUP-04389,BR-948,2026-02,1321,1249.0,94.5,
CAP-007083,SUP-04389,BR-948,2026-03,1254,,,
CAP-007084,SUP-04389,BR-948,2026-04,1187,1073.0,90.4,
CAP-007085,SUP-05711,SC-310,2024-01,2014,1534.0,76.2,
