quality_event_id,part_id,supplier_id,batch_id,event_date,event_type,severity,disposition_status,affected_qty
QE-0001700,TR-999,SUP-05979,BATCH-TR-999-20250710-4,2025-07-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001701,BR-280,SUP-00352,BATCH-BR-280-20250321-4,2025-03-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001702,HY-964,SUP-13766,BATCH-HY-964-20240109-3,2024-01-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001703,EL-664,SUP-14077,BATCH-EL-664-20241101-8,2024-11-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001704,SC-404,SUP-04106,BATCH-SC-404-20250108-1,2025-01-08,Defect,High,Approved for Use,0
QE-0001705,EL-775,SUP-05949,BATCH-EL-775-20240225-5,2024-02-25,Hold,Low,Closed,100
QE-0001706,CB-1269,SUP-08934,BATCH-CB-1269-20250622-7,2025-06-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001707,ST-158,SUP-13041,BATCH-ST-158-20250808-8,2025-08-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001708,EN-680,SUP-08696,BATCH-EN-680-20240531-5,2024-05-31,Hold,High,,10
QE-0001709,CB-1188,SUP-10088,BATCH-CB-1188-20260701-7,2026-07-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001710,ST-1152,SUP-01187,BATCH-ST-1152-20251016-7,2025-10-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001711,EN-822,SUP-14503,BATCH-EN-822-20250815-1,2025-08-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001712,EC-160,SUP-05493,BATCH-EC-160-20241027-2,2024-10-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001713,HY-902,SUP-06566,BATCH-HY-902-20260421-3,2026-04-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001714,FT-475,SUP-11089,BATCH-FT-475-20250322-7,2025-03-22,Incoming Inspection Pass,Not Applicable,,0
QE-0001715,TR-929,SUP-01664,BATCH-TR-929-20260611-5,2026-06-11,Incoming Inspection Pass,Not Applicable,,0
QE-0001716,FT-1173,SUP-03664,BATCH-FT-1173-20251108-4,2025-11-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001717,SC-738,SUP-00890,BATCH-SC-738-20250407-5,2025-04-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001718,FT-1278,SUP-07472,BATCH-FT-1278-20241127-1,2024-11-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001719,BR-967,SUP-14266,BATCH-BR-967-20260418-2,2026-04-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001720,CH-619,SUP-00174,BATCH-CH-619-20251104-7,2025-11-04,Hold,Low,Closed,10
QE-0001721,FL-349,SUP-05345,BATCH-FL-349-20240508-8,2024-05-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001722,CH-460,SUP-14273,BATCH-CH-460-20250421-2,2025-04-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001723,CH-134,SUP-09284,BATCH-CH-134-20250424-7,2025-04-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001724,TR-396,SUP-02710,BATCH-TR-396-20240803-2,2024-08-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001725,TR-1247,SUP-12791,BATCH-TR-1247-20250918-4,2025-09-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001726,EL-478,SUP-00152,BATCH-EL-478-20240614-8,2024-06-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001727,CH-620,SUP-04000,BATCH-CH-620-20260518-5,2026-05-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001728,HY-337,SUP-03986,BATCH-HY-337-20260305-1,2026-03-05,Defect,Medium,Closed,100
QE-0001729,FT-1017,SUP-01641,BATCH-FT-1017-20240918-4,2024-09-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001730,SC-380,SUP-00534,BATCH-SC-380-20240714-3,2024-07-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001731,FL-408,SUP-05069,BATCH-FL-408-20250403-6,2025-04-03,Hold,High,,250
QE-0001732,HY-436,SUP-02299,BATCH-HY-436-20260113-8,2026-01-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001733,BR-1116,SUP-03277,BATCH-BR-1116-20260526-2,2026-05-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001734,FL-1156,SUP-06680,BATCH-FL-1156-20260218-2,2026-02-18,Hold,High,Approved for Use,0
QE-0001735,HY-987,SUP-08987,BATCH-HY-987-20260311-1,2026-03-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001736,BR-1023,SUP-02490,BATCH-BR-1023-20251020-1,2025-10-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001737,EC-1188,SUP-00288,BATCH-EC-1188-20241129-3,2024-11-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001738,BR-1328,SUP-10329,BATCH-BR-1328-20260430-7,2026-04-30,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001739,BR-160,SUP-11683,BATCH-BR-160-20250704-1,2025-07-04,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001740,TR-295,SUP-03264,BATCH-TR-295-20251207-7,2025-12-07,Hold,Critical,Scrapped,500
QE-0001741,CH-794,SUP-06507,BATCH-CH-794-20240822-4,2024-08-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001742,EL-151,SUP-10061,BATCH-EL-151-20260323-1,2026-03-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001743,EL-168,SUP-11807,BATCH-EL-168-20250103-7,2025-01-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001744,EL-731,SUP-14849,BATCH-EL-731-20250321-2,2025-03-21,Hold,Low,Under Investigation,0
QE-0001745,SC-226,SUP-13978,BATCH-SC-226-20240125-7,2024-01-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001746,HY-514,SUP-00613,BATCH-HY-514-20260412-7,2026-04-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001747,HY-315,SUP-06905,BATCH-HY-315-20240922-5,2024-09-22,Incoming Inspection Pass,Not Applicable,,0
QE-0001748,FL-311,SUP-02209,BATCH-FL-311-20251102-7,2025-11-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001749,EL-569,SUP-02854,BATCH-EL-569-20251024-6,2025-10-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001750,CB-685,SUP-07877,BATCH-CB-685-20260111-3,2026-01-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001751,EN-848,SUP-08579,BATCH-EN-848-20240104-6,2024-01-04,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001752,CB-725,SUP-00058,BATCH-CB-725-20241216-3,2024-12-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001753,FT-313,SUP-07246,BATCH-FT-313-20240519-3,2024-05-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001754,TR-361,SUP-08686,BATCH-TR-361-20240416-2,2024-04-16,Deviation Approved,Low,Under Investigation,25
QE-0001755,ST-1144,SUP-06162,BATCH-ST-1144-20260526-3,2026-05-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001756,ST-468,SUP-01224,BATCH-ST-468-20240119-6,2024-01-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001757,CH-377,SUP-10912,BATCH-CH-377-20260117-1,2026-01-17,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001758,CB-987,SUP-10075,BATCH-CB-987-20260622-1,2026-06-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001759,FT-807,SUP-03426,BATCH-FT-807-20241205-6,2024-12-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001760,FT-868,SUP-05021,BATCH-FT-868-20260625-8,2026-06-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001761,BR-900,SUP-06005,BATCH-BR-900-20240806-5,2024-08-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001762,EC-1090,SUP-14817,BATCH-EC-1090-20260301-2,2026-03-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001763,CB-621,SUP-07629,BATCH-CB-621-20250826-4,2025-08-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001764,FT-376,SUP-09994,BATCH-FT-376-20250913-8,2025-09-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001765,EN-335,SUP-13394,BATCH-EN-335-20250928-4,2025-09-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001766,BR-634,SUP-05325,BATCH-BR-634-20250829-2,2025-08-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001767,EC-349,SUP-10342,BATCH-EC-349-20260711-1,2026-07-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001768,CB-325,SUP-02034,BATCH-CB-325-20240531-4,2024-05-31,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001769,EN-932,SUP-14713,BATCH-EN-932-20260615-6,2026-06-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001770,TR-517,SUP-12343,BATCH-TR-517-20260122-3,2026-01-22,Incoming Inspection Pass,Not Applicable,,0
QE-0001771,CB-1196,SUP-12313,BATCH-CB-1196-20250911-5,2025-09-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001772,CB-1006,SUP-04327,BATCH-CB-1006-20250302-2,2025-03-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001773,EN-413,SUP-03918,BATCH-EN-413-20260610-2,2026-06-10,Deviation Approved,Medium,Scrapped,10
QE-0001774,FL-1222,SUP-10958,BATCH-FL-1222-20250227-1,2025-02-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001775,EN-1050,SUP-03165,BATCH-EN-1050-20240324-1,2024-03-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001776,EC-1261,SUP-04536,BATCH-EC-1261-20241220-3,2024-12-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001777,FL-1003,SUP-00955,BATCH-FL-1003-20251001-5,2025-10-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001778,FL-297,SUP-02831,BATCH-FL-297-20241218-7,2024-12-18,Hold,Low,,500
QE-0001779,CB-718,SUP-14218,BATCH-CB-718-20260511-2,2026-05-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001780,EL-713,SUP-06037,BATCH-EL-713-20250517-2,2025-05-17,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001781,FT-774,SUP-02990,BATCH-FT-774-20240901-1,2024-09-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001782,EL-198,SUP-09252,BATCH-EL-198-20260120-5,2026-01-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001783,SC-362,SUP-06049,BATCH-SC-362-20240607-4,2024-06-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001784,EL-827,SUP-06626,BATCH-EL-827-20240301-1,2024-03-01,Deviation Approved,Medium,Closed,250
QE-0001785,HY-1262,SUP-00524,BATCH-HY-1262-20260609-6,2026-06-09,Incoming Inspection Pass,Not Applicable,,0
QE-0001786,TR-1158,SUP-08307,BATCH-TR-1158-20260227-7,2026-02-27,Deviation Approved,Critical,Scrapped,10
QE-0001787,CB-838,SUP-09401,BATCH-CB-838-20250212-7,2025-02-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001788,CB-661,SUP-05554,BATCH-CB-661-20250327-8,2025-03-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001789,SC-130,SUP-09734,BATCH-SC-130-20240315-6,2024-03-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001790,FT-926,SUP-02667,BATCH-FT-926-20240929-4,2024-09-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001791,BR-1083,SUP-13651,BATCH-BR-1083-20260807-4,2026-08-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001792,TR-380,SUP-06250,BATCH-TR-380-20240912-3,2024-09-12,Hold,Medium,Approved for Use,0
QE-0001793,EC-465,SUP-03503,BATCH-EC-465-20251219-3,2025-12-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001794,FL-1240,SUP-06444,BATCH-FL-1240-20260414-6,2026-04-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001795,BR-764,SUP-05573,BATCH-BR-764-20251127-7,2025-11-27,Hold,High,Closed,10
QE-0001796,TR-1187,SUP-04529,BATCH-TR-1187-20260518-5,2026-05-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001797,EC-521,SUP-02203,BATCH-EC-521-20250725-7,2025-07-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001798,HY-1180,SUP-00632,BATCH-HY-1180-20251115-6,2025-11-15,Deviation Approved,Critical,Scrapped,10
QE-0001799,HY-1177,SUP-11906,BATCH-HY-1177-20250104-2,2025-01-04,Deviation Approved,Low,,50
QE-0001800,HY-1336,SUP-00987,BATCH-HY-1336-20260609-1,2026-06-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001801,FT-334,SUP-02874,BATCH-FT-334-20241222-5,2024-12-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001802,TR-1006,SUP-03222,BATCH-TR-1006-20250918-2,2025-09-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001803,TR-885,SUP-03292,BATCH-TR-885-20260310-5,2026-03-10,Deviation Approved,Medium,Closed,10
QE-0001804,EN-323,SUP-06951,BATCH-EN-323-20260310-8,2026-03-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001805,EL-1306,SUP-12935,BATCH-EL-1306-20260615-7,2026-06-15,Defect,High,Closed,100
QE-0001806,EL-982,SUP-11207,BATCH-EL-982-20250707-2,2025-07-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001807,EC-1098,SUP-01530,BATCH-EC-1098-20260811-8,2026-08-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001808,CH-121,SUP-03315,BATCH-CH-121-20240410-2,2024-04-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001809,TR-1029,SUP-04164,BATCH-TR-1029-20250610-2,2025-06-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001810,TR-1142,SUP-08938,BATCH-TR-1142-20250614-8,2025-06-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001811,CB-392,SUP-11758,BATCH-CB-392-20251214-2,2025-12-14,Defect,Critical,Scrapped,25
QE-0001812,BR-967,SUP-14266,BATCH-BR-967-20250319-3,2025-03-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001813,CB-954,SUP-02643,BATCH-CB-954-20240902-1,2024-09-02,Hold,Medium,Closed,100
QE-0001814,CH-145,SUP-04536,BATCH-CH-145-20240722-1,2024-07-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001815,EL-607,SUP-07027,BATCH-EL-607-20241213-1,2024-12-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001816,ST-1342,SUP-02965,BATCH-ST-1342-20250522-5,2025-05-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001817,TR-1147,SUP-13379,BATCH-TR-1147-20240204-8,2024-02-04,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001818,TR-176,SUP-06731,BATCH-TR-176-20250404-8,2025-04-04,Hold,High,Closed,250
QE-0001819,BR-564,SUP-01207,BATCH-BR-564-20240114-3,2024-01-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001820,EL-1297,SUP-11395,BATCH-EL-1297-20260418-3,2026-04-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001821,CH-935,SUP-07610,BATCH-CH-935-20260719-5,2026-07-19,Defect,Medium,Closed,25
QE-0001822,TR-825,SUP-14228,BATCH-TR-825-20260602-6,2026-06-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001823,EN-607,SUP-00519,BATCH-EN-607-20250623-5,2025-06-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001824,EN-771,SUP-07329,BATCH-EN-771-20241017-5,2024-10-17,Hold,High,Closed,25
QE-0001825,BR-260,SUP-04795,BATCH-BR-260-20250502-3,2025-05-02,Deviation Approved,Low,Approved for Use,100
QE-0001826,CH-468,SUP-10561,BATCH-CH-468-20250624-8,2025-06-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001827,CH-843,SUP-04341,BATCH-CH-843-20251107-3,2025-11-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001828,TR-755,SUP-11826,BATCH-TR-755-20260603-7,2026-06-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001829,FL-428,SUP-01596,BATCH-FL-428-20250101-7,2025-01-01,Hold,Medium,,10
QE-0001830,EC-1302,SUP-12674,BATCH-EC-1302-20251025-5,2025-10-25,Hold,High,Approved for Use,100
QE-0001831,EC-935,SUP-02352,BATCH-EC-935-20250123-8,2025-01-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001832,CH-1177,SUP-06814,BATCH-CH-1177-20260408-2,2026-04-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001833,FT-303,SUP-13255,BATCH-FT-303-20250424-7,2025-04-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001834,CB-1175,SUP-06386,BATCH-CB-1175-20250623-3,2025-06-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001835,CH-1323,SUP-10833,BATCH-CH-1323-20250609-2,2025-06-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001836,FT-712,SUP-12003,BATCH-FT-712-20240716-5,2024-07-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001837,EC-1339,SUP-12456,BATCH-EC-1339-20240906-3,2024-09-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001838,BR-725,SUP-08576,BATCH-BR-725-20250913-1,2025-09-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001839,EC-176,SUP-11169,BATCH-EC-176-20240911-5,2024-09-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001840,EL-1215,SUP-03188,BATCH-EL-1215-20250111-6,2025-01-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001841,BR-1269,SUP-10255,BATCH-BR-1269-20240907-5,2024-09-07,Deviation Approved,High,Closed,50
QE-0001842,EN-439,SUP-03365,BATCH-EN-439-20250221-5,2025-02-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001843,ST-413,SUP-08529,BATCH-ST-413-20240422-5,2024-04-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001844,TR-445,SUP-01231,BATCH-TR-445-20250323-8,2025-03-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001845,EL-769,SUP-08242,BATCH-EL-769-20240720-1,2024-07-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001846,CB-829,SUP-01564,BATCH-CB-829-20240612-4,2024-06-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001847,CH-749,SUP-12144,BATCH-CH-749-20250501-3,2025-05-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001848,CB-166,SUP-13653,BATCH-CB-166-20250703-4,2025-07-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001849,ST-1112,SUP-10312,BATCH-ST-1112-20251101-3,2025-11-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001850,BR-261,SUP-09758,BATCH-BR-261-20250103-7,2025-01-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001851,HY-143,SUP-02550,BATCH-HY-143-20240914-8,2024-09-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001852,BR-120,SUP-02605,BATCH-BR-120-20240920-2,2024-09-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001853,EC-862,SUP-07994,BATCH-EC-862-20250305-4,2025-03-05,Defect,High,Closed,25
QE-0001854,CH-721,SUP-14139,BATCH-CH-721-20240315-5,2024-03-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001855,FL-1349,SUP-13890,BATCH-FL-1349-20251115-5,2025-11-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001856,SC-110,SUP-08458,BATCH-SC-110-20260727-5,2026-07-27,Defect,Low,Scrapped,100
QE-0001857,ST-733,SUP-02591,BATCH-ST-733-20240723-2,2024-07-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001858,EL-744,SUP-04603,BATCH-EL-744-20251108-7,2025-11-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001859,CB-969,SUP-06886,BATCH-CB-969-20260701-3,2026-07-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001860,ST-763,SUP-03653,BATCH-ST-763-20251208-6,2025-12-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001861,EC-561,SUP-10625,BATCH-EC-561-20241120-8,2024-11-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001862,FT-596,SUP-09181,BATCH-FT-596-20240214-6,2024-02-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001863,HY-832,SUP-12854,BATCH-HY-832-20260730-3,2026-07-30,Deviation Approved,High,Under Investigation,100
QE-0001864,BR-270,SUP-14202,BATCH-BR-270-20260724-8,2026-07-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001865,FL-665,SUP-05371,BATCH-FL-665-20240919-3,2024-09-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001866,FT-1144,SUP-10799,BATCH-FT-1144-20240706-4,2024-07-06,Incoming Inspection Pass,Not Applicable,,0
QE-0001867,SC-1229,SUP-10794,BATCH-SC-1229-20260213-6,2026-02-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001868,HY-1185,SUP-14263,BATCH-HY-1185-20250723-2,2025-07-23,Defect,Low,Scrapped,250
QE-0001869,EC-467,SUP-05868,BATCH-EC-467-20251207-1,2025-12-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001870,CH-795,SUP-07077,BATCH-CH-795-20260310-4,2026-03-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001871,CH-579,SUP-03705,BATCH-CH-579-20260507-4,2026-05-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001872,EN-909,SUP-11621,BATCH-EN-909-20260214-5,2026-02-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001873,EC-549,SUP-02980,BATCH-EC-549-20260214-8,2026-02-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001874,BR-1271,SUP-05745,BATCH-BR-1271-20240101-2,2024-01-01,Incoming Inspection Pass,Not Applicable,,0
QE-0001875,EC-987,SUP-01185,BATCH-EC-987-20260118-7,2026-01-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001876,EC-1239,SUP-11291,BATCH-EC-1239-20260707-8,2026-07-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001877,ST-1005,SUP-09105,BATCH-ST-1005-20260126-2,2026-01-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001878,CB-1284,SUP-05727,BATCH-CB-1284-20251021-1,2025-10-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001879,HY-916,SUP-10556,BATCH-HY-916-20250908-6,2025-09-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001880,HY-263,SUP-02426,BATCH-HY-263-20251214-1,2025-12-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001881,FT-908,SUP-03991,BATCH-FT-908-20241111-2,2024-11-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001882,HY-556,SUP-04469,BATCH-HY-556-20240119-5,2024-01-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001883,BR-1258,SUP-14879,BATCH-BR-1258-20250720-5,2025-07-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001884,FT-706,SUP-13073,BATCH-FT-706-20241231-7,2024-12-31,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001885,CB-1218,SUP-08379,BATCH-CB-1218-20260511-6,2026-05-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001886,TR-640,SUP-13685,BATCH-TR-640-20240430-2,2024-04-30,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001887,FL-156,SUP-09057,BATCH-FL-156-20260503-7,2026-05-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001888,SC-236,SUP-07633,BATCH-SC-236-20251006-4,2025-10-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001889,CH-809,SUP-08681,BATCH-CH-809-20241109-5,2024-11-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001890,FT-1238,SUP-13494,BATCH-FT-1238-20240719-7,2024-07-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001891,EL-101,SUP-14799,BATCH-EL-101-20250411-7,2025-04-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001892,TR-1086,SUP-05056,BATCH-TR-1086-20251004-4,2025-10-04,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001893,TR-314,SUP-00394,BATCH-TR-314-20241223-7,2024-12-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001894,CH-1203,SUP-00826,BATCH-CH-1203-20260728-7,2026-07-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001895,EC-1296,SUP-08973,BATCH-EC-1296-20260211-1,2026-02-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001896,CB-1201,SUP-01604,BATCH-CB-1201-20250927-8,2025-09-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001897,BR-438,SUP-05619,BATCH-BR-438-20260825-3,2026-08-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001898,ST-389,SUP-13050,BATCH-ST-389-20251026-2,2025-10-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001899,EC-880,SUP-09057,BATCH-EC-880-20240816-3,2024-08-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001900,BR-318,SUP-14048,BATCH-BR-318-20251204-7,2025-12-04,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001901,FT-934,SUP-04791,BATCH-FT-934-20260307-1,2026-03-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001902,CH-738,SUP-11244,BATCH-CH-738-20250226-1,2025-02-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001903,TR-886,SUP-10967,BATCH-TR-886-20240710-2,2024-07-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001904,EN-976,SUP-02991,BATCH-EN-976-20250513-1,2025-05-13,Hold,Low,Closed,250
QE-0001905,SC-1245,SUP-14407,BATCH-SC-1245-20260313-6,2026-03-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001906,HY-680,SUP-02704,BATCH-HY-680-20250724-5,2025-07-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001907,ST-709,SUP-01911,BATCH-ST-709-20260418-2,2026-04-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001908,TR-228,SUP-05744,BATCH-TR-228-20241003-1,2024-10-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001909,FT-692,SUP-14013,BATCH-FT-692-20250103-2,2025-01-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0001910,EN-495,SUP-11414,BATCH-EN-495-20250415-3,2025-04-15,Incoming Inspection Pass,Not Applicable,,0
QE-0001911,ST-464,SUP-07266,BATCH-ST-464-20240320-7,2024-03-20,Incoming Inspection Pass,Not Applicable,Closed,0
