shipment_id,po_id,lane_id,carrier,ship_date,eta_date,actual_arrival_date,shipment_qty,shipment_status
SHP-0001000,PO-0023484,LANE-010199,EuroFreight Express,2025-02-23,2025-03-05,2025-03-06,100,Delivered
SHP-0001001,PO-0017724,LANE-005123,BlueLine Transport,2024-12-27,2024-12-30,2025-01-02,500,Delivered
SHP-0001002,PO-0007433,LANE-005093,Meridian Logistics,2025-01-25,2025-02-26,2025-03-02,1200,Partial
SHP-0001003,PO-0019837,LANE-006804,TransGlobal Freight,2025-10-08,2025-10-11,,1200,In Transit
SHP-0001004,PO-0011210,LANE-014676,Pacific Rim Shipping,2024-09-28,2024-10-23,,200,Delayed
SHP-0001005,PO-0016160,LANE-004527,BlueLine Transport,2024-09-27,2024-10-23,2024-10-25,500,Delivered
SHP-0001006,PO-0008269,LANE-004504,Continental Cargo,2026-04-23,2026-05-05,2026-05-08,50,Delivered
SHP-0001007,PO-0008612,LANE-008810,Meridian Logistics,2025-03-13,2025-03-25,2025-03-28,1200,Delivered
SHP-0001008,PO-0005732,LANE-005950,Continental Cargo,2025-07-05,2025-07-15,,800,Delayed
SHP-0001009,PO-0001947,LANE-013035,BlueLine Transport,2026-05-08,2026-05-18,2026-05-18,800,Delivered
SHP-0001010,PO-0016513,LANE-002799,Meridian Logistics,2025-09-18,2025-10-02,,800,In Transit
SHP-0001011,PO-0024536,LANE-012905,Atlas Intermodal,2024-04-15,2024-05-16,,200,Delayed
SHP-0001012,PO-0007888,LANE-007149,EuroFreight Express,2024-10-28,2024-11-27,,100,Delayed
SHP-0001013,PO-0006155,LANE-000484,BlueLine Transport,2025-10-12,2025-10-21,2025-10-24,800,Delivered
SHP-0001014,PO-0024281,LANE-015627,Atlas Intermodal,2025-05-26,2025-06-23,,100,In Transit
SHP-0001015,PO-0025244,LANE-012427,EuroFreight Express,2026-06-27,2026-07-07,2026-07-07,200,Delivered
SHP-0001016,PO-0014551,LANE-007517,Pacific Rim Shipping,2026-07-25,2026-08-02,,800,In Transit
SHP-0001017,PO-0026950,LANE-010639,Meridian Logistics,2024-05-21,2024-05-24,2024-05-25,300,Partial
SHP-0001018,PO-0019551,LANE-016886,Pacific Rim Shipping,2025-11-27,2025-12-23,2025-12-24,500,Delivered
SHP-0001019,PO-0017775,LANE-011145,Pacific Rim Shipping,2024-04-12,2024-05-03,2024-04-30,100,Delivered
SHP-0001020,PO-0008725,LANE-006649,Atlas Intermodal,2024-03-20,,,100,Delayed
SHP-0001021,PO-0002991,LANE-012497,Atlas Intermodal,2024-12-06,2024-12-14,,100,Delayed
SHP-0001022,PO-0018646,LANE-014729,EuroFreight Express,2024-03-14,2024-03-17,,100,Delayed
SHP-0001023,PO-0008593,LANE-001044,Pacific Rim Shipping,2024-02-18,2024-02-23,2024-02-21,800,Delivered
SHP-0001024,PO-0004432,LANE-005201,EuroFreight Express,2026-02-19,2026-02-21,,300,In Transit
SHP-0001025,PO-0003184,LANE-016593,TransGlobal Freight,2024-06-29,2024-07-09,,100,In Transit
SHP-0001026,PO-0017451,LANE-010405,EuroFreight Express,2025-03-04,2025-03-07,,1200,Delayed
SHP-0001027,PO-0006598,LANE-005139,BlueLine Transport,2025-12-13,2025-12-17,2025-12-17,1200,Delivered
SHP-0001028,PO-0018493,LANE-005445,Atlas Intermodal,2024-04-30,2024-05-11,2024-05-12,1200,Delivered
SHP-0001029,PO-0022403,LANE-010382,EuroFreight Express,2024-06-05,2024-07-05,2024-07-06,200,Delivered
SHP-0001030,PO-0007122,LANE-005950,EuroFreight Express,2024-01-12,2024-01-22,2024-01-25,1200,Delivered
SHP-0001031,PO-9999002,LANE-007568,BlueLine Transport,2026-04-05,2026-04-10,,500,In Transit
SHP-0001032,PO-0026879,LANE-011645,TransGlobal Freight,2024-09-12,2024-09-17,,50,Delayed
SHP-0001033,PO-0015277,LANE-011553,TransGlobal Freight,2024-07-09,2024-07-12,,100,In Transit
SHP-0001034,PO-0011176,LANE-013025,Atlas Intermodal,2025-04-11,2025-04-22,,300,In Transit
SHP-0001035,PO-0016223,LANE-016377,Meridian Logistics,2024-10-25,2024-11-23,2024-11-25,300,Delivered
SHP-0001036,PO-0024144,LANE-001796,Pacific Rim Shipping,2025-08-17,2025-08-28,,100,In Transit
SHP-0001037,PO-0019841,LANE-010109,Continental Cargo,2025-01-06,2025-01-18,2025-01-20,200,Delivered
SHP-0001038,PO-0000720,LANE-009704,Pacific Rim Shipping,2026-08-01,2026-08-05,2026-08-07,100,Delivered
SHP-0001039,PO-0015149,LANE-007381,Meridian Logistics,2025-10-26,2025-11-23,2025-11-23,1200,Delivered
SHP-0001040,PO-0022125,LANE-007830,EuroFreight Express,2026-03-03,,,100,In Transit
SHP-0001041,PO-0022528,LANE-011242,Atlas Intermodal,2025-12-18,2026-01-19,2026-01-17,1200,Delivered
SHP-0001042,PO-0026352,LANE-006425,Pacific Rim Shipping,2025-03-14,2025-03-27,2025-03-24,50,Delivered
SHP-0001043,PO-0009917,LANE-008813,TransGlobal Freight,2024-01-16,2024-01-27,2024-01-25,100,Delivered
SHP-0001044,PO-0015781,LANE-001741,Continental Cargo,2025-09-29,2025-10-02,2025-10-04,100,Delivered
SHP-0001045,PO-0023962,LANE-015738,Pacific Rim Shipping,2024-02-10,2024-02-12,2024-02-09,200,Delivered
SHP-0001046,PO-0017115,LANE-004731,Continental Cargo,2024-10-25,,2024-11-03,1200,Delivered
SHP-0001047,PO-0021000,LANE-006477,TransGlobal Freight,2024-12-12,2024-12-14,2024-12-12,500,Delivered
SHP-0001048,PO-0005491,LANE-011263,Atlas Intermodal,2026-07-08,2026-07-13,2026-07-14,800,Delivered
SHP-0001049,PO-0024216,LANE-009266,TransGlobal Freight,2025-02-16,2025-03-01,2025-03-02,50,Delivered
SHP-0001050,PO-0013458,LANE-009398,Ironhide Trucking,2024-01-27,,2024-02-07,300,Delivered
SHP-0001051,PO-0012489,LANE-007289,Atlas Intermodal,2025-11-06,,2025-12-10,500,Delivered
SHP-0001052,PO-0004064,LANE-012369,TransGlobal Freight,2026-07-27,2026-08-23,2026-08-20,800,Delivered
SHP-0001053,PO-0022644,LANE-008222,Meridian Logistics,2024-06-23,,2024-06-26,100,Delivered
SHP-0001054,PO-0010146,LANE-008692,Atlas Intermodal,2024-09-17,2024-09-20,2024-09-19,200,Delivered
SHP-0001055,PO-0008255,LANE-011188,EuroFreight Express,2025-10-25,2025-10-29,2025-10-28,200,Delivered
SHP-0001056,PO-0006642,LANE-006714,TransGlobal Freight,2024-02-05,2024-02-07,2024-02-07,100,Delivered
SHP-0001057,PO-0022529,LANE-010988,TransGlobal Freight,2025-08-09,,2025-09-10,50,Delivered
SHP-0001058,PO-0004238,LANE-006875,TransGlobal Freight,2025-04-07,2025-05-01,2025-05-05,1200,Partial
SHP-0001059,PO-0013636,LANE-001941,TransGlobal Freight,2024-01-22,2024-01-31,2024-02-03,300,Delivered
SHP-0001060,PO-0024047,LANE-008761,Atlas Intermodal,2025-06-03,2025-07-04,2025-07-01,800,Delivered
SHP-0001061,PO-0022743,LANE-016230,EuroFreight Express,2025-06-21,2025-06-24,,800,In Transit
SHP-0001062,PO-0000293,LANE-012608,Atlas Intermodal,2025-01-19,2025-01-24,2025-01-23,200,Delivered
SHP-0001063,PO-0015495,LANE-005667,Continental Cargo,2025-10-26,2025-10-29,2025-10-31,300,Delivered
SHP-0001064,PO-0023443,LANE-015395,Ironhide Trucking,2026-07-17,2026-08-15,,500,In Transit
SHP-0001065,PO-0021595,LANE-001889,EuroFreight Express,2025-01-09,2025-02-10,2025-02-08,1200,Delivered
SHP-0001066,PO-0020201,LANE-009314,Pacific Rim Shipping,2025-04-24,2025-04-28,2025-04-28,200,Delivered
SHP-0001067,PO-0002692,LANE-012614,EuroFreight Express,2024-07-23,2024-07-27,2024-07-30,200,Partial
SHP-0001068,PO-0004278,LANE-004283,Meridian Logistics,2025-09-12,2025-09-18,2025-09-18,100,Partial
SHP-0001069,PO-0020920,LANE-010929,EuroFreight Express,2026-05-14,2026-06-08,,800,In Transit
SHP-0001070,PO-0023516,LANE-009459,TransGlobal Freight,2025-06-14,2025-06-17,2025-06-14,300,Delivered
SHP-0001071,PO-0014670,LANE-016128,Meridian Logistics,2026-07-03,2026-07-28,2026-07-26,800,Delivered
SHP-0001072,PO-0018888,LANE-010955,TransGlobal Freight,2024-12-17,2024-12-21,2024-12-21,500,Delivered
SHP-0001073,PO-0011098,LANE-006128,Atlas Intermodal,2024-04-13,2024-05-15,2024-05-16,1200,Delivered
SHP-0001074,PO-0003756,LANE-006121,Atlas Intermodal,2024-07-11,2024-08-07,2024-08-08,200,Delivered
SHP-0001075,PO-0004511,LANE-000402,Meridian Logistics,2024-11-02,2024-12-07,2024-12-08,800,Delivered
SHP-0001076,PO-0021962,LANE-008226,Pacific Rim Shipping,2025-02-25,2025-02-28,,50,Delayed
SHP-0001077,PO-0025144,LANE-003872,TransGlobal Freight,2025-04-01,2025-04-05,2025-04-07,300,Delivered
SHP-0001078,PO-0017767,LANE-014670,,2025-08-20,2025-09-03,2025-09-05,200,Delivered
SHP-0001079,PO-0022933,LANE-000101,BlueLine Transport,2025-03-14,2025-03-15,2025-03-13,500,Delivered
SHP-0001080,PO-0021833,LANE-007134,TransGlobal Freight,2025-02-01,2025-02-22,2025-02-25,200,Delivered
SHP-0001081,PO-0021880,LANE-002044,Continental Cargo,2024-07-20,2024-08-19,,100,In Transit
SHP-0001082,PO-0009968,LANE-015857,TransGlobal Freight,2024-09-30,2024-10-14,,500,Delayed
SHP-0001083,PO-0025642,LANE-009968,TransGlobal Freight,2025-08-23,2025-09-02,,100,Delayed
SHP-0001084,PO-0001194,LANE-007971,Atlas Intermodal,2025-09-16,2025-09-21,2025-09-21,50,Delivered
SHP-0001085,PO-0011446,LANE-008292,Pacific Rim Shipping,2026-07-08,2026-07-11,,800,In Transit
SHP-0001086,PO-0016143,LANE-000626,Atlas Intermodal,2024-03-10,2024-03-18,2024-03-17,100,Delivered
SHP-0001087,PO-0007593,LANE-006711,Meridian Logistics,2026-08-10,2026-08-13,2026-08-12,1200,Delivered
SHP-0001088,PO-0013496,LANE-015893,Atlas Intermodal,2026-04-14,2026-04-16,,300,Delayed
SHP-0001089,PO-0026527,LANE-014715,Ironhide Trucking,2026-04-03,2026-04-05,2026-04-02,300,Delivered
SHP-0001090,PO-0025036,LANE-004357,TransGlobal Freight,2026-07-09,2026-08-12,2026-08-14,800,Delivered
SHP-0001091,PO-0023463,LANE-012335,Ironhide Trucking,2025-04-24,2025-04-28,2025-05-01,200,Delivered
SHP-0001092,PO-0012601,LANE-005411,Pacific Rim Shipping,2026-06-22,2026-06-24,,100,Delayed
SHP-0001093,PO-0024992,LANE-002581,,2024-10-03,2024-11-01,2024-11-01,1200,Delivered
SHP-0001094,PO-0012203,LANE-011397,EuroFreight Express,2025-06-19,2025-06-21,2025-06-21,200,Delivered
SHP-0001095,PO-0006690,LANE-004299,Pacific Rim Shipping,2025-05-23,2025-05-24,,100,In Transit
SHP-0001096,PO-0019454,LANE-009689,TransGlobal Freight,2025-03-03,2025-03-29,2025-03-30,200,Delivered
SHP-0001097,PO-0009227,LANE-013794,Atlas Intermodal,2024-05-22,2024-05-27,2024-05-29,500,Delivered
SHP-0001098,PO-0013087,LANE-004143,Meridian Logistics,2026-08-31,2026-10-02,2026-10-05,100,Delivered
SHP-0001099,PO-0011824,LANE-014367,Pacific Rim Shipping,2026-07-12,,2026-08-08,50,Delivered
SHP-0001100,PO-0020545,LANE-009111,BlueLine Transport,2024-09-08,2024-09-12,2024-09-11,200,Delivered
SHP-0001101,PO-0017078,LANE-010780,EuroFreight Express,2026-06-21,2026-07-20,2026-07-23,50,Delivered
SHP-0001102,PO-0003945,LANE-003879,Ironhide Trucking,2026-03-26,2026-04-06,2026-04-09,200,Delivered
SHP-0001103,PO-0022254,LANE-000394,Ironhide Trucking,2025-03-01,2025-03-12,2025-03-13,300,Delivered
SHP-0001104,PO-0026374,LANE-000569,TransGlobal Freight,2025-05-05,2025-05-13,2025-05-13,200,Delivered
SHP-0001105,PO-0019977,LANE-013094,TransGlobal Freight,2024-12-11,2024-12-23,2024-12-20,1200,Delivered
SHP-0001106,PO-0007651,LANE-012534,Ironhide Trucking,2025-08-04,2025-08-05,,1200,In Transit
SHP-0001107,PO-0013538,LANE-007144,Pacific Rim Shipping,2026-03-17,2026-04-12,2026-04-14,300,Delivered
SHP-0001108,PO-0009883,LANE-014311,EuroFreight Express,2025-11-27,2025-12-24,2025-12-27,100,Delivered
SHP-0001109,PO-0007827,LANE-013759,Ironhide Trucking,2025-03-28,2025-03-31,2025-03-28,100,Delivered
SHP-0001110,PO-0015464,LANE-001214,TransGlobal Freight,2025-04-30,2025-05-29,2025-05-27,200,Delivered
SHP-0001111,PO-0004915,LANE-006109,TransGlobal Freight,2026-06-29,2026-07-09,2026-07-12,1200,Delivered
SHP-0001112,PO-0016624,LANE-006337,EuroFreight Express,2024-02-10,2024-02-14,2024-02-13,500,Delivered
SHP-0001113,PO-0022072,LANE-006063,BlueLine Transport,2026-07-25,2026-07-26,2026-07-24,1200,Delivered
SHP-0001114,PO-0011454,LANE-013282,Atlas Intermodal,2025-01-05,2025-01-08,2025-01-10,1200,Delivered
SHP-0001115,PO-0008980,LANE-012219,Meridian Logistics,2024-09-05,2024-09-07,2024-09-10,300,Delivered
SHP-0001116,PO-0016529,LANE-012348,Pacific Rim Shipping,2025-12-12,2025-12-22,,100,Delayed
SHP-0001117,PO-0008366,LANE-005755,Pacific Rim Shipping,2024-09-26,2024-09-29,2024-09-26,1200,Delivered
SHP-0001118,PO-0018602,LANE-001402,TransGlobal Freight,2025-10-05,2025-10-29,2025-10-29,50,Delivered
SHP-0001119,PO-0025619,LANE-015245,Continental Cargo,2024-08-11,2024-09-12,,200,Delayed
SHP-0001120,PO-0020713,LANE-007872,Pacific Rim Shipping,2024-05-11,2024-05-13,2024-05-11,800,Delivered
SHP-0001121,PO-0009510,LANE-014461,BlueLine Transport,2024-06-11,2024-06-13,,500,In Transit
SHP-0001122,PO-0018807,LANE-015005,BlueLine Transport,2026-07-30,2026-08-23,,800,In Transit
SHP-0001123,PO-0009147,LANE-004856,Pacific Rim Shipping,2025-08-08,2025-09-01,2025-08-29,1200,Delivered
SHP-0001124,PO-0004903,LANE-001730,Meridian Logistics,2025-09-14,2025-10-08,2025-10-06,100,Delivered
SHP-0001125,PO-0025289,LANE-000694,Continental Cargo,2026-03-02,2026-03-06,2026-03-09,300,Delivered
SHP-0001126,PO-0019580,LANE-000043,Atlas Intermodal,2026-07-26,2026-08-03,,200,Delayed
SHP-0001127,PO-0014950,LANE-000531,Ironhide Trucking,2025-01-08,2025-01-13,2025-01-10,800,Delivered
SHP-0001128,PO-0010711,LANE-011431,Ironhide Trucking,2024-05-09,2024-05-20,,1200,In Transit
SHP-0001129,PO-0012638,LANE-001230,BlueLine Transport,2025-01-08,2025-02-02,2025-01-30,1200,Delivered
SHP-0001130,PO-0007089,LANE-014428,Atlas Intermodal,2026-07-20,2026-08-04,2026-08-09,50,Partial
SHP-0001131,PO-0017920,LANE-000639,Continental Cargo,2024-11-12,2024-12-17,,300,Delayed
SHP-0001132,PO-0020264,LANE-012023,Ironhide Trucking,2025-08-21,2025-09-22,,500,In Transit
SHP-0001133,PO-0000904,LANE-011529,Continental Cargo,2025-02-15,2025-02-16,2025-02-17,500,Delivered
SHP-0001134,PO-0010481,LANE-005010,TransGlobal Freight,2024-08-08,2024-08-20,2024-08-18,50,Delivered
SHP-0001135,PO-0022435,LANE-007495,Atlas Intermodal,2025-09-18,2025-09-23,2025-09-20,1200,Delivered
SHP-0001136,PO-0023814,LANE-008295,BlueLine Transport,2025-06-16,2025-06-20,2025-06-21,100,Delivered
SHP-0001137,PO-0025432,LANE-011238,Meridian Logistics,2025-09-13,2025-10-09,2025-10-07,800,Delivered
SHP-0001138,PO-0011456,LANE-002434,EuroFreight Express,2026-08-02,2026-08-13,2026-08-14,300,Delivered
SHP-0001139,PO-0006926,LANE-002535,TransGlobal Freight,2026-03-02,2026-03-07,,500,In Transit
SHP-0001140,PO-0016887,LANE-003439,Ironhide Trucking,2025-05-01,2025-05-06,2025-05-03,300,Delivered
SHP-0001141,PO-0013516,LANE-008767,EuroFreight Express,2025-10-05,2025-10-31,2025-10-31,200,Delivered
SHP-0001142,PO-0019958,LANE-009111,Continental Cargo,2024-03-14,2024-03-18,2024-03-16,1200,Delivered
SHP-0001143,PO-0019645,LANE-013963,EuroFreight Express,2025-09-14,2025-09-27,2025-09-28,300,Delivered
SHP-0001144,PO-0006230,LANE-008631,Meridian Logistics,2024-11-12,2024-11-17,,300,In Transit
SHP-0001145,PO-0001128,LANE-005159,Continental Cargo,2024-01-20,2024-01-30,2024-01-30,1200,Delivered
SHP-0001146,PO-0007134,LANE-002675,Pacific Rim Shipping,2024-02-15,2024-03-12,,300,In Transit
SHP-0001147,PO-0018233,LANE-014236,Continental Cargo,2024-01-31,2024-02-03,2024-02-04,1200,Delivered
SHP-0001148,PO-0009851,LANE-009212,TransGlobal Freight,2024-05-02,2024-05-14,2024-05-17,200,Delivered
SHP-0001149,PO-0001969,LANE-016780,BlueLine Transport,2024-02-10,2024-02-21,2024-02-23,1200,Delivered
SHP-0001150,PO-0017726,LANE-001251,EuroFreight Express,2025-06-13,2025-06-15,2025-06-16,500,Delivered
SHP-0001151,PO-0002212,LANE-010957,Continental Cargo,2026-02-04,2026-02-14,,800,Delayed
SHP-0001152,PO-0020560,LANE-004044,,2025-02-24,,2025-03-07,300,Delivered
SHP-0001153,PO-0020737,LANE-005537,TransGlobal Freight,2024-01-19,2024-01-30,2024-02-02,200,Delivered
SHP-0001154,PO-0014245,LANE-000044,Atlas Intermodal,2025-03-10,2025-03-18,2025-03-19,200,Delivered
SHP-0001155,PO-0026257,LANE-009987,TransGlobal Freight,2024-11-25,2024-12-10,2024-12-13,100,Delivered
SHP-0001156,PO-0021184,LANE-002230,TransGlobal Freight,2025-07-18,2025-08-16,2025-08-19,300,Delivered
SHP-0001157,PO-0022719,LANE-004669,EuroFreight Express,2024-03-19,2024-04-21,2024-04-26,50,Partial
SHP-0001158,PO-0002219,LANE-008734,BlueLine Transport,2024-12-11,2024-12-15,2024-12-16,200,Delivered
SHP-0001159,PO-0019695,LANE-005407,Continental Cargo,2026-07-04,2026-07-07,2026-07-06,300,Delivered
SHP-0001160,PO-0001428,LANE-000837,Meridian Logistics,2025-09-30,2025-10-29,,200,In Transit
SHP-0001161,PO-0023851,LANE-014929,TransGlobal Freight,2024-09-01,2024-09-13,2024-09-11,500,Delivered
SHP-0001162,PO-0019689,LANE-005343,EuroFreight Express,2025-11-11,2025-11-15,2025-11-18,800,Delivered
SHP-0001163,PO-0013404,LANE-010954,Atlas Intermodal,2026-03-20,2026-03-25,2026-03-28,100,Delivered
SHP-0001164,PO-0000849,LANE-005103,Continental Cargo,2025-12-22,2026-01-20,2026-01-17,500,Delivered
SHP-0001165,PO-0026452,LANE-004254,Continental Cargo,2024-01-21,2024-01-22,2024-01-22,200,Delivered
SHP-0001166,PO-0016298,LANE-006455,Pacific Rim Shipping,2026-03-02,2026-03-23,2026-03-27,100,Partial
SHP-0001167,PO-0024917,LANE-009981,Meridian Logistics,2024-02-20,2024-03-02,2024-02-28,100,Delivered
SHP-0001168,PO-0011154,LANE-003982,BlueLine Transport,2024-07-19,,2024-08-03,1200,Delivered
SHP-0001169,PO-0007782,LANE-016195,TransGlobal Freight,2025-03-14,2025-04-06,2025-04-09,100,Delivered
SHP-0001170,PO-0000968,LANE-011128,TransGlobal Freight,2024-10-20,2024-11-02,2024-11-05,300,Delivered
SHP-0001171,PO-0019609,LANE-001878,EuroFreight Express,2025-05-26,2025-06-26,2025-06-25,300,Delivered
SHP-0001172,PO-0014824,LANE-015424,Continental Cargo,2025-10-31,2025-11-13,2025-11-11,50,Delivered
SHP-0001173,PO-0001830,LANE-004322,EuroFreight Express,2026-02-13,2026-02-17,2026-02-18,1200,Delivered
SHP-0001174,PO-0025154,LANE-007773,Pacific Rim Shipping,2024-01-09,2024-01-12,2024-01-11,1200,Delivered
SHP-0001175,PO-0006767,LANE-011835,BlueLine Transport,2024-07-24,2024-08-04,2024-08-06,100,Delivered
SHP-0001176,PO-0018301,LANE-016556,TransGlobal Freight,2024-07-12,2024-07-14,,300,In Transit
SHP-0001177,PO-0002842,LANE-015192,BlueLine Transport,2026-03-09,2026-03-12,2026-03-14,1200,Delivered
SHP-0001178,PO-0000609,LANE-016890,Atlas Intermodal,2025-05-17,2025-06-17,2025-06-16,100,Delivered
SHP-0001179,PO-0020568,LANE-009308,Pacific Rim Shipping,2024-02-25,2024-02-29,,50,Delayed
SHP-0001180,PO-0004138,LANE-006011,EuroFreight Express,2026-08-16,2026-08-18,2026-08-18,1200,Partial
SHP-0001181,PO-0010746,LANE-014370,Pacific Rim Shipping,2025-08-22,2025-09-13,2025-09-12,500,Delivered
SHP-0001182,PO-0009269,LANE-004933,Atlas Intermodal,2026-06-25,2026-07-27,,100,Delayed
SHP-0001183,PO-0012568,LANE-007231,Atlas Intermodal,2024-07-06,2024-08-09,,1200,Delayed
SHP-0001184,PO-0019898,LANE-015743,BlueLine Transport,2026-04-30,2026-05-03,2026-05-03,200,Delivered
SHP-0001185,PO-0024569,LANE-004411,TransGlobal Freight,2026-02-28,2026-03-03,2026-02-28,50,Delivered
SHP-0001186,PO-0026400,LANE-003462,Meridian Logistics,2026-06-14,2026-06-25,2026-06-27,500,Delivered
SHP-0001187,PO-0026027,LANE-012542,EuroFreight Express,2025-10-05,2025-10-10,,500,In Transit
SHP-0001188,PO-0009245,LANE-012663,Atlas Intermodal,2026-07-23,2026-08-24,2026-08-27,300,Delivered
SHP-0001189,PO-0023753,LANE-003927,Continental Cargo,2024-06-13,2024-06-18,2024-06-15,1200,Delivered
SHP-0001190,PO-0015159,LANE-014596,Pacific Rim Shipping,2025-04-23,2025-05-20,2025-05-17,50,Delivered
SHP-0001191,PO-0026232,LANE-016683,TransGlobal Freight,2024-10-04,2024-10-16,,1200,In Transit
SHP-0001192,PO-0006054,LANE-014746,BlueLine Transport,2026-01-13,2026-01-22,2026-01-25,1200,Delivered
SHP-0001193,PO-0024854,LANE-004998,BlueLine Transport,2025-12-16,2025-12-26,2025-12-24,50,Delivered
SHP-0001194,PO-0003048,LANE-013443,EuroFreight Express,2025-05-01,2025-05-04,2025-05-05,300,Delivered
SHP-0001195,PO-0026990,LANE-003764,Meridian Logistics,2024-07-27,2024-08-25,,50,In Transit
SHP-0001196,PO-0015703,LANE-004147,BlueLine Transport,2024-07-25,2024-08-16,2024-08-14,100,Delivered
SHP-0001197,PO-0013892,LANE-005118,Pacific Rim Shipping,2026-07-14,2026-07-16,2026-07-14,100,Delivered
SHP-0001198,PO-0010974,LANE-009435,TransGlobal Freight,2024-10-15,2024-11-15,,100,In Transit
SHP-0001199,PO-0004590,LANE-005660,Ironhide Trucking,2024-03-21,,2024-03-24,800,Delivered
SHP-0001200,PO-0005545,LANE-005808,Ironhide Trucking,2024-10-24,2024-11-06,,1200,In Transit
SHP-0001201,PO-0004066,LANE-008342,Atlas Intermodal,2026-01-15,2026-02-15,2026-02-14,500,Delivered
SHP-0001202,PO-0011999,LANE-002294,Meridian Logistics,2025-02-09,2025-03-08,2025-03-07,200,Delivered
SHP-0001203,PO-0019512,LANE-009645,Atlas Intermodal,2025-07-01,2025-07-05,,300,In Transit
SHP-0001204,PO-0004798,LANE-016773,Meridian Logistics,2024-10-12,2024-10-24,2024-10-26,500,Delivered
SHP-0001205,PO-0020798,LANE-001471,,2026-07-25,2026-08-16,2026-08-15,800,Delivered
SHP-0001206,PO-0018542,LANE-012024,Ironhide Trucking,2024-06-15,2024-07-19,2024-07-22,200,Delivered
SHP-0001207,PO-0009760,LANE-009883,BlueLine Transport,2024-04-01,2024-04-06,2024-04-09,300,Delivered
SHP-0001208,PO-0001416,LANE-012449,EuroFreight Express,2026-01-19,2026-02-15,,1200,In Transit
SHP-0001209,PO-0014616,LANE-010457,BlueLine Transport,2025-01-24,2025-02-23,2025-02-22,300,Delivered
SHP-0001210,PO-0021649,LANE-009757,EuroFreight Express,2024-02-08,2024-03-01,,800,Delayed
SHP-0001211,PO-0019518,LANE-008941,Pacific Rim Shipping,2025-08-16,2025-08-19,2025-08-20,800,Delivered
SHP-0001212,PO-0007475,LANE-012941,BlueLine Transport,2025-03-28,2025-04-03,,300,In Transit
SHP-0001213,PO-0005801,LANE-000260,Atlas Intermodal,2024-09-22,2024-10-19,2024-10-21,200,Delivered
SHP-0001214,PO-0016195,LANE-015760,Continental Cargo,2024-03-12,2024-03-16,2024-03-19,1200,Delivered
SHP-0001215,PO-0024951,LANE-004857,Meridian Logistics,2025-03-09,2025-04-07,2025-04-08,200,Delivered
SHP-0001216,PO-0017466,LANE-007315,Continental Cargo,2026-07-16,2026-07-18,2026-07-16,200,Delivered
SHP-0001217,PO-0019552,LANE-016125,Meridian Logistics,2024-08-21,2024-09-02,2024-09-02,100,Delivered
SHP-0001218,PO-0011647,LANE-000780,,2024-10-16,2024-10-24,2024-10-24,200,Delivered
SHP-0001219,PO-0014544,LANE-013505,BlueLine Transport,2026-03-14,2026-03-24,2026-03-26,200,Delivered
SHP-0001220,PO-0003932,LANE-004676,Ironhide Trucking,2026-06-07,2026-07-05,2026-07-05,300,Delivered
SHP-0001221,PO-0014008,LANE-009168,Meridian Logistics,2025-01-13,2025-02-04,2025-02-05,50,Delivered
SHP-0001222,PO-0024891,LANE-012145,Ironhide Trucking,2024-05-06,2024-05-11,2024-05-09,100,Delivered
SHP-0001223,PO-0003760,LANE-008491,TransGlobal Freight,2026-06-12,2026-06-15,,500,In Transit
SHP-0001224,PO-0004814,LANE-001743,Continental Cargo,2025-04-03,2025-04-05,2025-04-03,800,Delivered
SHP-0001225,PO-0002106,LANE-013297,BlueLine Transport,2025-11-11,2025-11-16,,50,In Transit
SHP-0001226,PO-0004474,LANE-014903,Ironhide Trucking,2025-11-05,2025-11-10,2025-11-12,1200,Delivered
SHP-0001227,PO-0000065,LANE-010876,Pacific Rim Shipping,2024-02-23,2024-02-28,2024-02-25,300,Delivered
SHP-0001228,PO-0023208,LANE-015072,Continental Cargo,2024-08-31,2024-09-12,2024-09-12,50,Delivered
SHP-0001229,PO-0022305,LANE-011200,BlueLine Transport,2024-02-01,2024-02-12,2024-02-14,1200,Delivered
SHP-0001230,PO-0019139,LANE-015584,EuroFreight Express,2024-01-16,2024-01-20,2024-01-25,100,Partial
SHP-0001231,PO-0023618,LANE-016653,Pacific Rim Shipping,2024-06-20,2024-06-23,2024-06-25,100,Delivered
SHP-0001232,PO-0014291,LANE-007974,Pacific Rim Shipping,2026-03-08,2026-03-13,2026-03-14,50,Delivered
SHP-0001233,PO-0016332,LANE-011534,EuroFreight Express,2025-07-21,2025-07-24,2025-07-25,1200,Delivered
SHP-0001234,PO-0016916,LANE-010569,Pacific Rim Shipping,2024-01-19,2024-01-30,,200,Delayed
SHP-0001235,PO-0008386,LANE-001756,BlueLine Transport,2024-04-03,2024-04-06,2024-04-08,200,Delivered
SHP-0001236,PO-0013891,LANE-002805,Continental Cargo,2025-12-30,2026-01-14,,800,Delayed
SHP-0001237,PO-0024140,LANE-001263,EuroFreight Express,2025-03-02,2025-03-06,2025-03-07,1200,Delivered
SHP-0001238,PO-0002777,LANE-012896,Continental Cargo,2025-10-15,,2025-11-10,100,Delivered
SHP-0001239,PO-0016231,LANE-008127,Ironhide Trucking,2026-08-09,2026-08-14,2026-08-14,100,Delivered
SHP-0001240,PO-0007329,LANE-006021,EuroFreight Express,2025-03-10,2025-03-12,2025-03-12,300,Delivered
