order_id,product_id,dealer_id,order_date,requested_qty,region,customer_segment,order_status
ORD-0004988,CMB-09,DLR-0523,2026-03-14,4,Europe,Export,Committed
ORD-0004989,HRV-02,DLR-0459,2024-05-27,3,South America,Commercial Farm,Shipped
ORD-0004990,HRV-01,DLR-0202,2025-02-16,2,South America,Commercial Farm,Committed
ORD-0004991,SPR-05,DLR-0311,2024-08-02,5,North America,Commercial Farm,Open
ORD-0004992,SPR-07,DLR-0701,2024-06-24,3,Europe,Commercial Farm,Shipped
ORD-0004993,TRC-08,DLR-0802,2025-10-10,1,North America,Government,Shipped
ORD-0004994,BAL-05,DLR-0068,2025-10-18,20,Europe,Dealer Stock,Shipped
ORD-0004995,SPR-09,DLR-0772,2026-05-06,1,North America,Government,Open
ORD-0004996,HRV-08,DLR-0052,2024-10-01,4,Asia-Pacific,Commercial Farm,Shipped
ORD-0004997,PLN-04,DLR-0603,2026-03-09,3,North America,Commercial Farm,Shipped
ORD-0004998,TIL-05,DLR-0225,2025-07-15,2,South America,,Cancelled
ORD-0004999,TRC-04,DLR-0044,2025-04-29,4,Asia-Pacific,Commercial Farm,Shipped
ORD-0005000,TIL-05,DLR-0376,2024-08-22,3,North America,Dealer Stock,Shipped
ORD-0005001,SPR-03,DLR-0244,2025-02-16,1,South America,Commercial Farm,Shipped
ORD-0005002,SPR-05,DLR-0554,2026-04-20,5,Asia-Pacific,Export,Shipped
ORD-0005003,CMB-09,DLR-0707,2026-08-13,2,Europe,Commercial Farm,Shipped
ORD-0005004,CMB-01,DLR-0102,2025-05-31,4,North America,Dealer Stock,Committed
ORD-0005005,PLN-04,DLR-0315,2026-07-17,2,Asia-Pacific,Dealer Stock,Shipped
ORD-0005006,BAL-01,DLR-0688,2024-04-17,8,Europe,Export,Shipped
ORD-0005007,PLN-04,DLR-0353,2025-08-06,3,South America,Commercial Farm,Committed
ORD-0005008,HRV-10,DLR-0226,2026-05-27,2,Europe,Dealer Stock,Shipped
ORD-0005009,SPR-03,DLR-0082,2024-07-20,2,South America,Export,Shipped
ORD-0005010,PLN-02,DLR-0817,2026-03-19,10,North America,Commercial Farm,Shipped
ORD-0005011,SPR-02,DLR-0653,2025-06-15,2,South America,Export,Shipped
ORD-0005012,CMB-03,DLR-0866,2024-12-02,1,North America,,Open
ORD-0005013,HRV-03,DLR-0216,2026-04-20,3,South America,Dealer Stock,Shipped
ORD-0005014,TIL-02,DLR-0654,2025-01-22,1,Asia-Pacific,Commercial Farm,Open
ORD-0005015,CMB-01,DLR-0260,2024-08-23,3,Africa/Middle East,Commercial Farm,Shipped
ORD-0005016,BAL-04,DLR-0103,2025-11-06,15,Europe,Government,Open
ORD-0005017,BAL-09,DLR-0176,2025-04-26,2,Europe,Commercial Farm,Shipped
ORD-0005018,TRC-02,DLR-0618,2025-11-13,3,Europe,Government,Committed
ORD-0005019,BAL-08,DLR-0347,2024-09-02,3,North America,Dealer Stock,Committed
ORD-0005020,BAL-09,DLR-0108,2024-01-03,3,Europe,Export,Committed
ORD-0005021,HRV-10,DLR-0687,2026-05-21,1,Asia-Pacific,Dealer Stock,Shipped
ORD-0005022,TIL-09,DLR-0612,2026-04-26,4,Europe,Commercial Farm,Open
ORD-0005023,CMB-09,DLR-0552,2025-11-26,2,Europe,Commercial Farm,Shipped
ORD-0005024,TIL-02,DLR-0245,2024-10-06,4,North America,Commercial Farm,Committed
ORD-0005025,CMB-07,DLR-0385,2024-05-08,3,South America,Dealer Stock,Shipped
ORD-0005026,CMB-04,DLR-0506,2024-01-04,1,North America,Commercial Farm,Cancelled
ORD-0005027,TRC-02,DLR-0676,2024-12-31,1,North America,Commercial Farm,Shipped
ORD-0005028,HRV-02,DLR-0615,2024-06-15,2,North America,Export,Open
ORD-0005029,HRV-01,DLR-0449,2025-02-08,2,Europe,Dealer Stock,Shipped
ORD-0005030,TRC-03,DLR-0729,2026-06-09,2,Europe,,Open
ORD-0005031,BAL-06,DLR-0566,2024-12-11,1,South America,Commercial Farm,Shipped
ORD-0005032,SPR-09,DLR-0223,2024-12-01,4,South America,Commercial Farm,Open
ORD-0005033,BAL-01,DLR-0615,2025-03-12,3,Europe,Commercial Farm,Open
ORD-0005034,TIL-08,DLR-0608,2025-02-25,1,South America,Commercial Farm,Open
ORD-0005035,TIL-10,DLR-0260,2024-12-16,2,South America,Commercial Farm,Committed
ORD-0005036,TIL-01,DLR-0600,2026-08-22,3,Europe,Dealer Stock,Committed
ORD-0005037,HRV-05,DLR-0467,2024-04-26,20,Asia-Pacific,Commercial Farm,Shipped
ORD-0005038,TIL-07,DLR-0003,2026-06-14,10,Europe,Dealer Stock,Open
ORD-0005039,CMB-03,DLR-0518,2025-05-23,2,Europe,Dealer Stock,Shipped
ORD-0005040,CMB-08,DLR-0879,2024-10-20,2,South America,Dealer Stock,Committed
ORD-0005041,TIL-04,DLR-0150,2025-11-18,10,North America,Dealer Stock,Committed
ORD-0005042,HRV-09,DLR-0136,2024-07-20,5,Europe,Dealer Stock,Open
ORD-0005043,BAL-08,DLR-0583,2024-06-13,4,North America,Commercial Farm,Committed
ORD-0005044,SPR-10,DLR-0324,2026-03-01,4,Europe,Dealer Stock,Committed
ORD-0005045,TRC-01,DLR-0260,2024-10-01,4,South America,,Shipped
ORD-0005046,SPR-09,DLR-0116,2025-10-23,1,Asia-Pacific,Dealer Stock,Open
ORD-0005047,HRV-04,DLR-0819,2024-08-02,1,Europe,,Shipped
ORD-0005048,BAL-03,DLR-0587,2025-11-15,5,Asia-Pacific,Dealer Stock,Committed
ORD-0005049,HRV-01,DLR-0832,2025-08-06,8,Asia-Pacific,Dealer Stock,Shipped
ORD-0005050,CMB-02,DLR-0860,2025-01-06,2,Asia-Pacific,Commercial Farm,Open
ORD-0005051,PLN-01,DLR-0559,2024-07-18,8,South America,Dealer Stock,Shipped
ORD-0005052,BAL-06,DLR-0695,2026-08-02,5,Asia-Pacific,Commercial Farm,Committed
ORD-0005053,HRV-08,DLR-0163,2025-06-04,1,North America,Export,Committed
ORD-0005054,TIL-02,DLR-0436,2024-12-09,2,North America,Commercial Farm,Committed
ORD-0005055,TIL-01,DLR-0360,2026-01-02,2,North America,Commercial Farm,Committed
ORD-0005056,CMB-05,DLR-0827,2024-04-27,2,Africa/Middle East,Dealer Stock,Shipped
ORD-0005057,CMB-02,,2026-03-23,4,Europe,Commercial Farm,Shipped
ORD-0005058,SPR-07,DLR-0509,2025-03-10,1,Europe,Commercial Farm,Committed
ORD-0005059,SPR-10,DLR-0552,2024-04-23,2,Africa/Middle East,Commercial Farm,Committed
ORD-0005060,CMB-01,DLR-0332,2025-11-04,5,North America,Commercial Farm,Committed
ORD-0005061,TIL-10,DLR-0244,2026-04-02,2,Europe,Dealer Stock,Committed
ORD-0005062,TIL-03,DLR-0183,2025-11-28,5,Europe,Export,Shipped
ORD-0005063,PLN-10,DLR-0207,2025-10-22,4,North America,Commercial Farm,Shipped
ORD-0005064,SPR-08,DLR-0278,2025-06-14,1,Africa/Middle East,Dealer Stock,Shipped
ORD-0005065,CMB-02,DLR-0279,2025-12-05,1,Africa/Middle East,,Open
ORD-0005066,CMB-09,DLR-0479,2026-03-28,3,North America,Commercial Farm,Cancelled
ORD-0005067,CMB-03,DLR-0536,2025-01-17,3,South America,Commercial Farm,Cancelled
ORD-0005068,HRV-03,DLR-0809,2026-06-23,5,North America,Commercial Farm,Open
ORD-0005069,PLN-01,DLR-0758,2024-02-09,5,North America,Commercial Farm,Open
ORD-0005070,PLN-02,DLR-0311,2025-08-26,1,North America,Commercial Farm,Shipped
ORD-0005071,PLN-04,,2026-07-13,15,North America,Commercial Farm,Committed
ORD-0005072,CMB-01,DLR-0164,2025-05-24,8,Europe,Commercial Farm,Shipped
ORD-0005073,HRV-06,DLR-0391,2026-06-03,5,Europe,Government,Shipped
ORD-0005074,TRC-02,DLR-0576,2025-08-05,1,North America,Commercial Farm,Committed
ORD-0005075,SPR-04,DLR-0728,2025-05-07,8,North America,Export,Committed
ORD-0005076,PLN-07,DLR-0022,2024-09-17,10,South America,Commercial Farm,Open
ORD-0005077,HRV-02,DLR-0638,2025-05-17,4,Europe,Dealer Stock,Shipped
ORD-0005078,TRC-09,DLR-0769,2025-07-05,10,Africa/Middle East,Dealer Stock,Committed
ORD-0005079,CMB-08,DLR-0119,2024-12-23,1,Europe,Dealer Stock,Shipped
ORD-0005080,BAL-04,DLR-0089,2025-09-21,2,Europe,Dealer Stock,Shipped
ORD-0005081,CMB-03,DLR-0833,2026-06-21,3,Europe,Commercial Farm,Open
ORD-0005082,TRC-03,DLR-0898,2024-07-19,1,Europe,Commercial Farm,Shipped
ORD-0005083,TRC-03,DLR-0789,2025-07-13,2,South America,Dealer Stock,Committed
ORD-0005084,HRV-03,DLR-0106,2025-12-28,2,South America,Commercial Farm,Shipped
ORD-0005085,HRV-02,DLR-0740,2026-01-20,1,South America,Commercial Farm,Shipped
ORD-0005086,TRC-01,DLR-0132,2024-08-07,3,Asia-Pacific,Commercial Farm,Committed
ORD-0005087,CMB-05,DLR-0767,2026-07-01,5,Asia-Pacific,Commercial Farm,Committed
ORD-0005088,TIL-01,DLR-0866,2024-05-12,2,North America,Export,Cancelled
ORD-0005089,TIL-10,DLR-0895,2025-11-16,3,Asia-Pacific,Export,Committed
ORD-0005090,SPR-01,DLR-0805,2024-12-09,5,Europe,Export,Cancelled
ORD-0005091,CMB-04,DLR-0511,2026-02-19,1,North America,,Open
ORD-0005092,BAL-04,DLR-0544,2026-07-11,5,North America,Dealer Stock,Committed
ORD-0005093,BAL-06,DLR-0551,2026-05-20,2,North America,Export,Shipped
ORD-0005094,PLN-06,,2025-10-29,10,North America,Commercial Farm,Open
ORD-0005095,SPR-08,DLR-0868,2026-02-02,8,South America,Commercial Farm,Open
ORD-0005096,PLN-03,DLR-0071,2025-11-04,5,Asia-Pacific,Commercial Farm,Shipped
ORD-0005097,BAL-03,DLR-0459,2026-04-27,2,Europe,Commercial Farm,Shipped
ORD-0005098,TIL-07,DLR-0781,2025-11-08,10,Asia-Pacific,Commercial Farm,Committed
ORD-0005099,BAL-07,DLR-0366,2024-06-24,5,Africa/Middle East,Dealer Stock,Shipped
ORD-0005100,TRC-10,DLR-0217,2024-10-12,1,Europe,Commercial Farm,Cancelled
ORD-0005101,PLN-03,DLR-0874,2026-06-07,1,North America,Dealer Stock,Committed
ORD-0005102,HRV-09,DLR-0394,2024-11-08,5,Europe,Commercial Farm,Shipped
ORD-0005103,BAL-05,DLR-0297,2024-04-29,15,South America,Commercial Farm,Committed
ORD-0005104,CMB-07,DLR-0365,2026-01-14,1,Europe,Export,Shipped
ORD-0005105,HRV-03,DLR-0828,2024-11-16,1,Europe,Government,Committed
ORD-0005106,TRC-01,DLR-0687,2025-06-17,3,North America,Commercial Farm,Cancelled
ORD-0005107,PLN-04,DLR-0593,2025-05-03,2,Europe,Commercial Farm,Open
ORD-0005108,TRC-08,,2025-06-05,2,Asia-Pacific,Commercial Farm,Shipped
ORD-0005109,PLN-07,DLR-0079,2024-09-21,5,South America,Dealer Stock,Committed
ORD-0005110,PLN-09,DLR-0868,2025-10-27,5,Asia-Pacific,Dealer Stock,Open
ORD-0005111,BAL-01,DLR-0618,2025-11-08,2,Africa/Middle East,Commercial Farm,Committed
ORD-0005112,HRV-09,DLR-0356,2024-04-12,4,North America,Commercial Farm,Shipped
ORD-0005113,BAL-03,DLR-0603,2025-03-18,1,Asia-Pacific,Commercial Farm,Open
ORD-0005114,TRC-05,DLR-0170,2024-09-03,2,Asia-Pacific,Dealer Stock,Cancelled
ORD-0005115,TRC-07,DLR-0734,2024-03-12,2,North America,Export,Cancelled
ORD-0005116,HRV-04,DLR-0434,2025-07-20,2,South America,Government,Committed
ORD-0005117,TIL-04,DLR-0094,2024-12-18,1,South America,Commercial Farm,Committed
ORD-0005118,HRV-06,DLR-0432,2025-09-26,8,South America,,Shipped
ORD-0005119,CMB-07,DLR-0390,2025-01-03,1,North America,Commercial Farm,Open
ORD-0005120,HRV-06,DLR-0069,2026-01-23,1,South America,Commercial Farm,Committed
ORD-0005121,BAL-07,DLR-0895,2026-05-28,4,Africa/Middle East,Commercial Farm,Shipped
ORD-0005122,SPR-06,,2026-06-09,3,South America,Government,Shipped
ORD-0005123,HRV-02,DLR-0200,2026-01-02,10,Europe,Government,Shipped
ORD-0005124,TIL-05,DLR-0474,2024-10-24,4,North America,Commercial Farm,Committed
ORD-0005125,TIL-07,DLR-0125,2026-02-02,4,North America,Commercial Farm,Shipped
ORD-0005126,BAL-08,DLR-0885,2025-04-30,8,Europe,Dealer Stock,Shipped
ORD-0005127,CMB-01,DLR-0683,2025-10-29,2,Asia-Pacific,Dealer Stock,Committed
ORD-0005128,CMB-09,DLR-0684,2026-06-23,1,North America,Dealer Stock,Committed
ORD-0005129,PLN-02,DLR-0504,2026-01-20,10,Asia-Pacific,Commercial Farm,Open
ORD-0005130,HRV-05,DLR-0257,2025-11-21,2,Europe,Commercial Farm,Cancelled
ORD-0005131,PLN-02,DLR-0235,2026-07-23,4,Europe,Commercial Farm,Open
ORD-0005132,PLN-10,DLR-0267,2026-05-08,3,North America,Commercial Farm,Committed
ORD-0005133,HRV-06,DLR-0285,2025-01-25,3,North America,Commercial Farm,Committed
ORD-0005134,BAL-10,DLR-0120,2026-07-30,3,North America,Commercial Farm,Open
ORD-0005135,PLN-07,,2026-02-08,1,Asia-Pacific,Commercial Farm,Shipped
ORD-0005136,TRC-07,DLR-0074,2026-06-10,1,South America,Dealer Stock,Committed
ORD-0005137,SPR-09,DLR-0084,2026-07-29,2,North America,Commercial Farm,Shipped
ORD-0005138,TRC-01,DLR-0653,2026-01-10,2,Europe,Commercial Farm,Shipped
ORD-0005139,TRC-04,,2025-08-11,1,South America,Commercial Farm,Shipped
ORD-0005140,TRC-10,DLR-0184,2025-10-24,1,Europe,Dealer Stock,Shipped
ORD-0005141,BAL-09,DLR-0483,2025-12-28,1,Europe,Commercial Farm,Cancelled
ORD-0005142,HRV-05,,2024-01-27,15,Asia-Pacific,Commercial Farm,Shipped
ORD-0005143,PLN-09,DLR-0158,2026-03-28,8,North America,Export,Shipped
ORD-0005144,TRC-04,DLR-0786,2026-02-17,5,North America,Commercial Farm,Committed
ORD-0005145,HRV-09,DLR-0861,2024-04-08,4,South America,Commercial Farm,Open
ORD-0005146,TRC-08,DLR-0656,2026-08-27,1,Africa/Middle East,Commercial Farm,Shipped
ORD-0005147,PLN-06,DLR-0219,2025-02-05,1,Asia-Pacific,Commercial Farm,Committed
ORD-0005148,TRC-04,DLR-0533,2025-10-27,5,Europe,Commercial Farm,Shipped
ORD-0005149,TIL-10,DLR-0746,2024-05-24,2,Europe,Dealer Stock,Open
ORD-0005150,TRC-04,DLR-0608,2025-11-30,2,Europe,Commercial Farm,Shipped
ORD-0005151,TRC-09,DLR-0520,2024-12-10,1,Europe,Commercial Farm,Committed
ORD-0005152,TRC-05,DLR-0707,2025-08-25,1,Asia-Pacific,Export,Shipped
ORD-0005153,TRC-10,DLR-0142,2025-08-01,5,North America,Commercial Farm,Committed
ORD-0005154,TIL-05,DLR-0153,2025-10-19,4,North America,Dealer Stock,Open
ORD-0005155,PLN-08,DLR-0462,2024-03-25,4,Africa/Middle East,Dealer Stock,Shipped
ORD-0005156,TIL-05,,2024-01-05,1,North America,Commercial Farm,Shipped
ORD-0005157,TIL-07,DLR-0847,2026-06-21,2,Europe,,Shipped
ORD-0005158,CMB-03,,2025-09-18,4,North America,,Cancelled
ORD-0005159,CMB-09,DLR-0240,2025-08-26,10,North America,Commercial Farm,Shipped
ORD-0005160,HRV-09,DLR-0328,2024-12-28,1,North America,Export,Committed
ORD-0005161,TIL-04,DLR-0897,2024-08-30,1,North America,Dealer Stock,Committed
ORD-0005162,HRV-08,DLR-0785,2026-08-24,2,North America,Dealer Stock,Shipped
ORD-0005163,CMB-07,DLR-0698,2025-04-09,8,Europe,,Shipped
ORD-0005164,CMB-04,DLR-0117,2025-12-04,1,North America,Government,Committed
ORD-0005165,BAL-09,DLR-0502,2024-04-08,8,Asia-Pacific,Government,Shipped
ORD-0005166,TRC-03,DLR-0893,2026-04-07,3,North America,Dealer Stock,Committed
ORD-0005167,TIL-10,DLR-0478,2026-06-14,1,North America,Commercial Farm,Open
ORD-0005168,BAL-09,DLR-0745,2026-01-23,15,Asia-Pacific,Dealer Stock,Committed
ORD-0005169,BAL-10,DLR-0471,2024-02-11,2,Asia-Pacific,Commercial Farm,Shipped
ORD-0005170,BAL-02,DLR-0165,2025-10-05,4,Asia-Pacific,Dealer Stock,Shipped
ORD-0005171,SPR-09,DLR-0441,2024-06-12,1,Europe,Commercial Farm,Committed
ORD-0005172,HRV-01,DLR-0724,2024-10-28,1,North America,Commercial Farm,Open
ORD-0005173,TRC-05,DLR-0356,2025-07-01,3,Africa/Middle East,Dealer Stock,Committed
ORD-0005174,BAL-03,DLR-0882,2026-06-29,4,Europe,Commercial Farm,Cancelled
ORD-0005175,HRV-06,DLR-0692,2024-11-11,20,South America,Commercial Farm,Shipped
ORD-0005176,TIL-05,DLR-0137,2024-07-22,2,Africa/Middle East,Dealer Stock,Open
ORD-0005177,CMB-06,,2024-03-28,1,South America,Export,Committed
ORD-0005178,TRC-06,DLR-0179,2024-08-09,2,Europe,Export,Committed
ORD-0005179,SPR-04,DLR-0741,2025-08-26,4,Europe,Dealer Stock,Shipped
ORD-0005180,HRV-02,DLR-0301,2024-06-12,5,Europe,Dealer Stock,Committed
ORD-0005181,PLN-08,DLR-0049,2025-11-24,10,Europe,Commercial Farm,Committed
ORD-0005182,BAL-09,DLR-0884,2026-03-22,8,Europe,,Shipped
ORD-0005183,BAL-04,DLR-0668,2025-05-07,10,Asia-Pacific,Dealer Stock,Open
ORD-0005184,BAL-04,DLR-0567,2024-06-06,3,North America,Commercial Farm,Committed
ORD-0005185,CMB-03,DLR-0726,2024-01-09,8,North America,Export,Open
ORD-0005186,PLN-07,,2026-07-31,1,Asia-Pacific,Dealer Stock,Cancelled
ORD-0005187,HRV-08,DLR-0859,2024-02-04,2,South America,Commercial Farm,Open
ORD-0005188,PLN-08,DLR-0695,2024-02-28,5,Asia-Pacific,Dealer Stock,Shipped
ORD-0005189,HRV-02,DLR-0149,2024-05-05,10,North America,Dealer Stock,Shipped
ORD-0005190,TRC-06,DLR-0484,2025-02-06,1,North America,Commercial Farm,Committed
ORD-0005191,CMB-05,DLR-0543,2025-10-06,5,Europe,Commercial Farm,Open
ORD-0005192,TIL-03,DLR-0034,2024-09-18,2,Europe,Export,Open
ORD-0005193,TIL-10,DLR-0720,2026-03-25,1,North America,Dealer Stock,Shipped
ORD-0005194,SPR-05,DLR-0810,2025-10-27,1,Asia-Pacific,Dealer Stock,Committed
ORD-0005195,SPR-10,DLR-0258,2026-08-02,1,Europe,Dealer Stock,Committed
ORD-0005196,HRV-07,DLR-0728,2025-09-02,2,North America,Commercial Farm,Open
ORD-0005197,TIL-10,DLR-0607,2026-04-26,2,Asia-Pacific,Commercial Farm,Open
ORD-0005198,CMB-01,DLR-0703,2026-03-19,1,South America,Dealer Stock,Committed
ORD-0005199,PLN-06,DLR-0816,2024-01-29,4,South America,Commercial Farm,Committed
ORD-0005200,TIL-01,DLR-0275,2024-06-25,1,South America,Dealer Stock,Shipped
ORD-0005201,TIL-04,DLR-0747,2024-12-05,5,Europe,Export,Open
ORD-0005202,TIL-08,DLR-0467,2025-08-05,3,South America,Commercial Farm,Committed
ORD-0005203,TIL-09,,2025-08-07,5,North America,Dealer Stock,Open
ORD-0005204,BAL-06,DLR-0286,2025-06-18,15,South America,Commercial Farm,Shipped
ORD-0005205,SPR-10,DLR-0750,2025-09-13,3,Europe,,Open
ORD-0005206,SPR-09,DLR-0852,2025-04-18,3,North America,Dealer Stock,Committed
ORD-0005207,HRV-07,DLR-0854,2026-03-21,8,South America,Commercial Farm,Shipped
ORD-0005208,BAL-04,DLR-0525,2024-05-04,4,Asia-Pacific,Dealer Stock,Shipped
ORD-0005209,CMB-07,DLR-0345,2026-03-20,1,Europe,Commercial Farm,Committed
ORD-0005210,HRV-02,DLR-0433,2025-01-29,3,North America,Commercial Farm,Shipped
ORD-0005211,HRV-08,DLR-0251,2025-12-31,5,South America,Commercial Farm,Committed
ORD-0005212,TIL-05,DLR-0837,2025-12-31,2,Africa/Middle East,Dealer Stock,Shipped
ORD-0005213,CMB-04,DLR-0155,2026-08-09,2,North America,Commercial Farm,Committed
ORD-0005214,SPR-08,DLR-0668,2024-02-04,1,North America,Commercial Farm,Committed
ORD-0005215,BAL-10,DLR-0668,2026-01-29,1,North America,Dealer Stock,Shipped
ORD-0005216,TIL-03,DLR-0643,2024-11-05,1,Europe,Dealer Stock,Cancelled
ORD-0005217,SPR-06,DLR-0631,2026-02-04,1,North America,Dealer Stock,Open
ORD-0005218,BAL-06,DLR-0701,2025-01-12,1,Europe,Commercial Farm,Shipped
ORD-0005219,SPR-09,DLR-0282,2024-03-17,5,North America,Commercial Farm,Shipped
ORD-0005220,TRC-03,DLR-0237,2024-12-15,5,North America,Commercial Farm,Shipped
ORD-0005221,PLN-10,DLR-0438,2026-04-21,3,Europe,Commercial Farm,Open
ORD-0005222,TRC-09,DLR-0227,2025-12-25,1,North America,Commercial Farm,Shipped
ORD-0005223,PLN-08,DLR-0078,2024-07-27,20,Asia-Pacific,Commercial Farm,Cancelled
ORD-0005224,TRC-09,DLR-0690,2026-04-05,1,South America,Commercial Farm,Shipped
ORD-0005225,PLN-06,DLR-0643,2026-05-08,2,North America,Dealer Stock,Committed
ORD-0005226,PLN-10,DLR-0306,2025-08-28,1,North America,Dealer Stock,Committed
ORD-0005227,BAL-02,DLR-0226,2024-01-09,1,North America,Dealer Stock,Shipped
ORD-0005228,TRC-01,DLR-0322,2025-03-23,3,North America,Dealer Stock,Committed
ORD-0005229,HRV-09,DLR-0042,2025-07-29,1,Europe,Dealer Stock,Committed
ORD-0005230,CMB-07,DLR-0342,2024-03-30,2,Europe,,Committed
ORD-0005231,CMB-07,DLR-0672,2025-03-27,2,South America,Dealer Stock,Shipped
ORD-0005232,PLN-05,DLR-0047,2024-10-29,2,Europe,Export,Shipped
ORD-0005233,BAL-05,DLR-0547,2024-07-04,1,Asia-Pacific,Dealer Stock,Committed
ORD-0005234,SPR-03,DLR-0060,2026-08-04,3,North America,Dealer Stock,Open
ORD-0005235,HRV-07,DLR-0565,2025-01-07,1,North America,Commercial Farm,Open
ORD-0005236,BAL-02,DLR-0632,2025-11-14,1,Europe,Commercial Farm,Committed
ORD-0005237,BAL-04,DLR-0130,2024-04-06,4,Asia-Pacific,Commercial Farm,Shipped
ORD-0005238,TIL-07,DLR-0751,2024-11-26,1,North America,Commercial Farm,Shipped
ORD-0005239,PLN-10,DLR-0671,2025-12-13,1,Asia-Pacific,Commercial Farm,Open
ORD-0005240,HRV-09,DLR-0677,2024-06-06,10,Asia-Pacific,Dealer Stock,Committed
ORD-0005241,SPR-02,DLR-0590,2024-05-24,4,Europe,Commercial Farm,Committed
ORD-0005242,SPR-02,DLR-0510,2024-06-04,4,North America,Commercial Farm,Open
ORD-0005243,CMB-06,DLR-0089,2025-12-25,8,North America,Commercial Farm,Shipped
ORD-0005244,TIL-06,DLR-0807,2025-08-14,3,South America,Commercial Farm,Open
ORD-0005245,TRC-04,DLR-0323,2026-06-29,4,Asia-Pacific,Commercial Farm,Cancelled
ORD-0005246,BAL-10,DLR-0296,2026-02-18,1,Asia-Pacific,Commercial Farm,Shipped
ORD-0005247,HRV-04,DLR-0820,2024-05-30,1,Asia-Pacific,Dealer Stock,Shipped
ORD-0005248,TIL-05,DLR-0397,2026-02-25,1,North America,Commercial Farm,Committed
ORD-0005249,HRV-05,DLR-0637,2025-12-09,4,South America,Commercial Farm,Committed
ORD-0005250,SPR-05,DLR-0491,2025-04-25,1,Europe,Export,Committed
ORD-0005251,PLN-07,DLR-0818,2024-06-04,1,South America,Export,Shipped
ORD-0005252,CMB-05,DLR-0699,2024-07-30,3,South America,Commercial Farm,Shipped
ORD-0005253,HRV-02,DLR-0148,2024-02-12,3,South America,Dealer Stock,Shipped
ORD-0005254,TRC-06,DLR-0845,2026-01-01,3,North America,,Shipped
ORD-0005255,PLN-08,DLR-0867,2024-05-17,4,South America,Commercial Farm,Shipped
ORD-0005256,TIL-05,DLR-0365,2025-03-27,1,Europe,Commercial Farm,Committed
ORD-0005257,TRC-05,DLR-0786,2024-12-18,8,Asia-Pacific,Export,Shipped
ORD-0005258,HRV-04,DLR-0494,2025-07-20,3,North America,Dealer Stock,Shipped
ORD-0005259,SPR-06,DLR-0123,2026-06-06,3,Asia-Pacific,Commercial Farm,Committed
ORD-0005260,CMB-02,DLR-0855,2024-01-28,1,Asia-Pacific,Commercial Farm,Open
ORD-0005261,BAL-06,DLR-0671,2025-05-21,1,North America,Commercial Farm,Open
ORD-0005262,CMB-08,DLR-0786,2025-12-12,3,Europe,Government,Committed
ORD-0005263,HRV-10,DLR-0372,2026-04-23,1,South America,Export,Committed
ORD-0005264,PLN-05,DLR-0175,2025-11-29,1,South America,Commercial Farm,Shipped
ORD-0005265,HRV-10,DLR-0566,2025-03-09,8,North America,Dealer Stock,Committed
ORD-0005266,TIL-06,DLR-0396,2025-10-14,3,South America,Dealer Stock,Shipped
ORD-0005267,CMB-05,DLR-0128,2025-04-11,3,Europe,Commercial Farm,Committed
ORD-0005268,HRV-10,DLR-0641,2025-01-31,10,Asia-Pacific,Commercial Farm,Open
ORD-0005269,SPR-02,DLR-0408,2025-08-12,1,Asia-Pacific,Dealer Stock,Committed
ORD-0005270,PLN-09,DLR-0695,2024-08-31,1,Europe,Commercial Farm,Shipped
ORD-0005271,BAL-02,DLR-0054,2026-07-18,1,North America,,Open
ORD-0005272,BAL-10,DLR-0668,2024-07-13,3,North America,Commercial Farm,Open
ORD-0005273,CMB-07,DLR-0565,2024-11-28,1,Africa/Middle East,Commercial Farm,Shipped
ORD-0005274,BAL-06,DLR-0600,2025-01-17,1,North America,Commercial Farm,Shipped
ORD-0005275,HRV-09,DLR-0350,2025-05-31,1,North America,Commercial Farm,Shipped
ORD-0005276,PLN-08,DLR-0359,2025-01-23,5,North America,Commercial Farm,Open
ORD-0005277,HRV-03,DLR-0687,2026-02-01,1,North America,Dealer Stock,Shipped
ORD-0005278,SPR-01,DLR-0252,2024-01-12,15,Europe,Commercial Farm,Cancelled
ORD-0005279,TIL-02,DLR-0639,2025-07-10,1,North America,Commercial Farm,Committed
ORD-0005280,PLN-07,DLR-0794,2024-03-22,4,South America,Commercial Farm,Cancelled
ORD-0005281,CMB-03,DLR-0603,2026-05-08,1,Europe,Commercial Farm,Shipped
ORD-0005282,TRC-01,DLR-0188,2026-01-19,3,Asia-Pacific,Commercial Farm,Committed
ORD-0005283,BAL-10,DLR-0625,2025-03-23,3,Europe,Export,Shipped
ORD-0005284,BAL-08,DLR-0519,2025-11-30,4,Europe,Dealer Stock,Committed
ORD-0005285,CMB-02,DLR-0764,2025-09-14,2,Asia-Pacific,Commercial Farm,Shipped
ORD-0005286,SPR-06,DLR-0692,2026-07-09,3,North America,Commercial Farm,Committed
ORD-0005287,PLN-09,DLR-0638,2025-08-01,1,North America,,Shipped
ORD-0005288,TIL-09,DLR-0339,2024-04-11,1,South America,Commercial Farm,Committed
ORD-0005289,BAL-07,DLR-0274,2025-10-19,1,Europe,Commercial Farm,Open
ORD-0005290,HRV-01,DLR-0433,2025-04-14,2,South America,Commercial Farm,Shipped
ORD-0005291,TRC-03,DLR-0460,2025-01-04,3,North America,Commercial Farm,Open
ORD-0005292,TRC-08,DLR-0588,2025-04-13,5,Europe,Dealer Stock,Committed
ORD-0005293,BAL-06,DLR-0114,2026-07-27,3,Africa/Middle East,Commercial Farm,Committed
