forecast_id,product_id,period,region,forecast_qty,forecast_type,forecast_version,created_date,planner_id
FC-0006487,BAL-02,2024-09,North America,45,Baseline,v3,2024-07-27,PLN-048
FC-0006488,BAL-02,2024-10,North America,45,Baseline,,2024-08-23,PLN-047
FC-0006489,BAL-02,2024-10,North America,50,Uplift,v3,2024-09-08,PLN-043
FC-0006490,BAL-02,2024-11,North America,40,Baseline,v2,2024-10-03,PLN-002
FC-0006491,BAL-02,2024-12,North America,36,Baseline,v3,2024-10-15,PLN-038
FC-0006492,BAL-02,2024-12,North America,49,Uplift,v3,2024-11-13,PLN-027
FC-0006493,BAL-02,2025-01,North America,44,Baseline,v1,2024-12-07,PLN-051
FC-0006494,BAL-02,2025-01,North America,59,Uplift,v2,2024-12-19,PLN-042
FC-0006495,BAL-02,2025-01,North America,32,Downside,v3,2024-12-01,PLN-042
FC-0006496,BAL-02,2025-02,North America,36,Baseline,v3,2024-12-15,PLN-019
FC-0006497,BAL-02,2025-02,North America,22,Downside,v1,2025-01-11,PLN-034
FC-0006498,BAL-02,2025-03,North America,35,Baseline,v3,2025-02-07,PLN-024
FC-0006499,BAL-02,2025-03,North America,40,Uplift,v2,2025-01-22,PLN-056
FC-0006500,BAL-02,2025-04,North America,39,Baseline,v1,2025-02-23,PLN-043
FC-0006501,BAL-02,2025-05,North America,46,Baseline,v2,2025-03-12,PLN-047
FC-0006502,BAL-02,2025-05,North America,53,Uplift,v2,2025-04-16,PLN-022
FC-0006503,BAL-02,2025-06,North America,39,Baseline,v1,2025-04-12,PLN-014
FC-0006504,BAL-02,2025-06,North America,27,Downside,v1,2025-04-26,PLN-049
FC-0006505,BAL-02,2025-07,North America,38,Baseline,v3,2025-06-03,PLN-033
FC-0006506,BAL-02,2025-07,North America,32,Downside,v3,2025-06-11,PLN-029
FC-0006507,BAL-02,2025-08,North America,45,Baseline,v2,2025-07-08,PLN-006
FC-0006508,BAL-02,2025-08,North America,58,Uplift,v1,2025-07-20,PLN-050
FC-0006509,BAL-02,2025-09,North America,46,Baseline,v2,2025-07-31,PLN-021
FC-0006510,BAL-02,2025-09,North America,63,Uplift,v1,2025-08-21,PLN-025
FC-0006511,BAL-02,2025-09,North America,35,Downside,v2,2025-08-06,PLN-049
FC-0006512,BAL-02,2025-10,North America,42,Baseline,v3,2025-09-08,PLN-026
FC-0006513,BAL-02,2025-11,North America,44,Baseline,v2,2025-10-07,PLN-009
FC-0006514,BAL-02,2025-12,North America,37,Baseline,v1,2025-10-25,PLN-014
FC-0006515,BAL-02,2026-01,North America,42,Baseline,v2,2025-11-23,PLN-007
FC-0006516,BAL-02,2026-01,North America,48,Uplift,v3,2025-12-17,PLN-033
FC-0006517,BAL-02,2026-02,North America,35,Baseline,v3,2025-12-27,PLN-003
FC-0006518,BAL-02,2026-02,North America,43,Uplift,v2,2026-01-22,PLN-010
FC-0006519,BAL-02,2026-02,North America,25,Downside,v2,2026-01-03,PLN-008
FC-0006520,BAL-02,2026-03,North America,47,Baseline,v3,2026-01-24,PLN-008
FC-0006521,BAL-02,2026-03,North America,55,Uplift,v3,2026-02-03,PLN-059
FC-0006522,BAL-02,2026-04,North America,43,Baseline,v1,2026-02-11,PLN-008
FC-0006523,BAL-02,2026-04,North America,47,Uplift,v1,2026-03-08,PLN-003
FC-0006524,BAL-02,2026-05,North America,42,Baseline,v2,2026-03-11,PLN-052
FC-0006525,BAL-02,2026-05,North America,57,Uplift,v1,2026-04-10,PLN-042
FC-0006526,BAL-02,2026-06,North America,41,Baseline,v1,2026-05-07,PLN-054
FC-0006527,BAL-02,2026-06,North America,56,Uplift,v3,2026-05-04,PLN-039
FC-0006528,BAL-02,2026-07,North America,43,Baseline,v3,2026-06-04,PLN-013
FC-0006529,BAL-02,2026-07,North America,38,Downside,v3,2026-05-31,PLN-037
FC-0006530,BAL-02,2026-08,North America,38,Baseline,v1,2026-07-12,PLN-006
FC-0006531,BAL-02,2026-08,North America,53,Uplift,v3,2026-06-27,PLN-035
FC-0006532,BAL-02,2026-08,North America,23,Downside,v1,2026-06-29,PLN-051
FC-0006533,BAL-02,2026-09,North America,41,Baseline,,2026-07-30,PLN-008
FC-0006534,BAL-02,2026-09,North America,56,Uplift,v2,2026-08-10,PLN-050
FC-0006535,BAL-02,2026-10,North America,45,Baseline,v2,2026-08-30,PLN-003
FC-0006536,BAL-02,2026-10,North America,36,Downside,v3,2026-09-05,PLN-056
FC-0006537,BAL-02,2026-11,North America,46,Baseline,v3,2026-09-08,PLN-020
FC-0006538,BAL-02,2026-11,North America,36,Downside,v2,2026-10-11,PLN-059
FC-0006539,BAL-02,2026-12,North America,38,Baseline,v2,2026-10-13,PLN-031
FC-0006540,BAL-02,2026-12,North America,44,Uplift,v3,2026-11-10,PLN-005
FC-0006541,BAL-02,2026-12,North America,33,Downside,v2,2026-10-28,PLN-044
FC-0006542,BAL-02,2024-01,South America,82,Baseline,v3,2023-11-06,PLN-023
FC-0006543,BAL-02,2024-02,South America,92,Baseline,v3,2023-12-22,PLN-010
FC-0006544,BAL-02,2024-03,South America,90,Baseline,v1,2024-01-11,PLN-001
FC-0006545,BAL-02,2024-03,South America,108,Uplift,v1,2024-02-09,PLN-049
FC-0006546,BAL-02,2024-04,South America,85,Baseline,v3,2024-02-21,PLN-037
FC-0006547,BAL-02,2024-05,South America,99,Baseline,v1,2024-03-04,PLN-009
FC-0006548,BAL-02,2024-05,South America,86,Downside,v2,2024-04-07,PLN-042
FC-0006549,BAL-02,2024-06,South America,93,Baseline,,2024-04-26,PLN-016
FC-0006550,BAL-02,2024-06,South America,120,Uplift,v2,2024-05-18,PLN-050
FC-0006551,BAL-02,2024-07,South America,82,Baseline,v3,2024-05-28,PLN-040
FC-0006552,BAL-02,2024-07,South America,99,Uplift,v1,2024-05-24,PLN-040
FC-0006553,BAL-02,2024-08,South America,78,Baseline,v3,2024-06-04,PLN-048
FC-0006554,BAL-02,2024-09,South America,103,Baseline,v1,2024-07-19,PLN-044
FC-0006555,BAL-02,2024-09,South America,114,Uplift,v3,2024-08-20,PLN-055
FC-0006556,BAL-02,2024-10,South America,84,Baseline,v1,2024-09-01,PLN-032
FC-0006557,BAL-02,2024-10,South America,75,Downside,v1,2024-09-04,PLN-041
FC-0006558,BAL-02,2024-11,South America,103,Baseline,v1,2024-09-19,PLN-007
FC-0006559,BAL-02,2024-12,South America,87,Baseline,v2,2024-10-13,PLN-027
FC-0006560,BAL-02,2024-12,South America,121,Uplift,v1,2024-11-13,PLN-040
FC-0006561,BAL-02,2024-12,South America,52,Downside,v1,2024-11-10,PLN-056
FC-0006562,BAL-02,2025-01,South America,89,Baseline,v1,2024-11-28,PLN-030
FC-0006563,BAL-02,2025-01,South America,59,Downside,v1,2024-12-11,PLN-054
FC-0006564,BAL-02,2025-02,South America,97,Baseline,v3,2024-12-07,PLN-020
FC-0006565,BAL-02,2025-03,South America,102,Baseline,v1,2025-01-04,PLN-055
FC-0006566,BAL-02,2025-04,South America,91,Baseline,v1,2025-02-27,PLN-009
FC-0006567,BAL-02,2025-05,South America,89,Baseline,v2,2025-03-11,PLN-013
FC-0006568,BAL-02,2025-05,South America,105,Uplift,v2,2025-04-09,PLN-013
FC-0006569,BAL-02,2025-05,South America,77,Downside,v2,2025-03-24,PLN-010
FC-0006570,BAL-02,2025-06,South America,103,Baseline,v2,2025-04-23,PLN-012
FC-0006571,BAL-02,2025-06,South America,143,Uplift,v1,2025-05-07,PLN-006
FC-0006572,BAL-02,2025-06,South America,87,Downside,v1,2025-05-10,PLN-023
FC-0006573,BAL-02,2025-07,South America,85,Baseline,v1,2025-06-04,PLN-046
FC-0006574,BAL-02,2025-07,South America,111,Uplift,v2,2025-05-26,PLN-011
FC-0006575,BAL-02,2025-08,South America,80,Baseline,,2025-06-13,PLN-011
FC-0006576,BAL-02,2025-09,South America,82,Baseline,v2,2025-07-29,PLN-043
FC-0006577,BAL-02,2025-09,South America,90,Uplift,v2,2025-08-20,PLN-035
FC-0006578,BAL-02,2025-10,South America,78,Baseline,,2025-08-08,PLN-032
FC-0006579,BAL-02,2025-10,South America,105,Uplift,v2,2025-09-08,PLN-023
FC-0006580,BAL-02,2025-11,South America,81,Baseline,v2,2025-09-18,PLN-048
FC-0006581,BAL-02,2025-11,South America,100,Uplift,v3,2025-10-18,PLN-017
FC-0006582,BAL-02,2025-12,South America,82,Baseline,v3,2025-10-09,PLN-037
FC-0006583,BAL-02,2025-12,South America,58,Downside,v1,2025-11-02,PLN-003
FC-0006584,BAL-02,2026-01,South America,95,Baseline,v2,2025-11-09,PLN-051
FC-0006585,BAL-02,2026-02,South America,101,Baseline,v1,2026-01-03,PLN-023
FC-0006586,BAL-02,2026-03,South America,86,Baseline,v3,2026-02-06,PLN-053
FC-0006587,BAL-02,2026-04,South America,104,Baseline,v2,2026-03-06,PLN-028
FC-0006588,BAL-02,2026-04,South America,117,Uplift,v1,2026-02-25,PLN-016
FC-0006589,BAL-02,2026-05,South America,99,Baseline,v1,2026-03-13,
FC-0006590,BAL-02,2026-05,South America,114,Uplift,v1,2026-04-05,PLN-012
FC-0006591,BAL-02,2026-05,South America,64,Downside,v2,2026-04-11,PLN-044
FC-0006592,BAL-02,2026-06,South America,101,Baseline,v2,2026-05-01,PLN-019
FC-0006593,BAL-02,2026-07,South America,81,Baseline,v3,2026-05-07,PLN-003
FC-0006594,BAL-02,2026-07,South America,98,Uplift,v3,2026-06-01,PLN-050
FC-0006595,BAL-02,2026-07,South America,68,Downside,v1,2026-06-20,
FC-0006596,BAL-02,2026-08,South America,82,Baseline,v1,2026-06-10,PLN-013
FC-0006597,BAL-02,2026-09,South America,99,Baseline,v1,2026-07-18,PLN-009
FC-0006598,BAL-02,2026-09,South America,66,Downside,v2,2026-08-15,PLN-043
FC-0006599,BAL-02,2026-10,South America,81,Baseline,v3,2026-08-17,PLN-013
FC-0006600,BAL-02,2026-10,South America,112,Uplift,v2,2026-09-14,PLN-020
FC-0006601,BAL-02,2026-11,South America,80,Baseline,v2,2026-09-29,PLN-030
FC-0006602,BAL-02,2026-11,South America,103,Uplift,v3,2026-10-20,PLN-034
FC-0006603,BAL-02,2026-11,South America,52,Downside,,2026-10-20,PLN-024
FC-0006604,BAL-02,2026-12,South America,88,Baseline,,2026-10-15,PLN-003
FC-0006605,BAL-02,2026-12,South America,109,Uplift,,2026-11-12,PLN-001
FC-0006606,BAL-02,2026-12,South America,72,Downside,v2,2026-11-12,PLN-005
FC-0006607,BAL-02,2024-01,Europe,131,Baseline,v1,2023-12-07,PLN-017
FC-0006608,BAL-02,2024-02,Europe,119,Baseline,,2023-12-13,PLN-029
FC-0006609,BAL-02,2024-02,Europe,145,Uplift,v2,2024-01-09,PLN-033
FC-0006610,BAL-02,2024-03,Europe,141,Baseline,v2,2024-01-19,PLN-003
FC-0006611,BAL-02,2024-03,Europe,112,Downside,v2,2024-02-13,PLN-048
FC-0006612,BAL-02,2024-04,Europe,126,Baseline,v2,2024-02-22,PLN-012
FC-0006613,BAL-02,2024-05,Europe,107,Baseline,,2024-03-11,PLN-028
FC-0006614,BAL-02,2024-05,Europe,122,Uplift,v1,2024-04-04,PLN-037
FC-0006615,BAL-02,2024-05,Europe,68,Downside,v1,2024-03-25,PLN-033
FC-0006616,BAL-02,2024-06,Europe,111,Baseline,v3,2024-05-09,PLN-042
FC-0006617,BAL-02,2024-07,Europe,133,Baseline,v1,2024-05-21,PLN-058
FC-0006618,BAL-02,2024-07,Europe,148,Uplift,v1,2024-06-21,PLN-035
FC-0006619,BAL-02,2024-08,Europe,118,Baseline,v3,2024-07-12,PLN-029
FC-0006620,BAL-02,2024-08,Europe,151,Uplift,v3,2024-07-02,PLN-006
FC-0006621,BAL-02,2024-09,Europe,137,Baseline,v2,2024-07-13,PLN-035
FC-0006622,BAL-02,2024-09,Europe,97,Downside,v2,2024-07-30,PLN-054
FC-0006623,BAL-02,2024-10,Europe,132,Baseline,v2,2024-08-23,PLN-024
FC-0006624,BAL-02,2024-10,Europe,167,Uplift,v1,2024-09-04,PLN-048
FC-0006625,BAL-02,2024-11,Europe,137,Baseline,v1,2024-10-04,PLN-040
FC-0006626,BAL-02,2024-11,Europe,104,Downside,v1,2024-10-10,PLN-027
FC-0006627,BAL-02,2024-12,Europe,135,Baseline,,2024-11-04,PLN-032
FC-0006628,BAL-02,2025-01,Europe,130,Baseline,v2,2024-12-01,PLN-006
FC-0006629,BAL-02,2025-02,Europe,122,Baseline,v2,2024-12-24,PLN-039
FC-0006630,BAL-02,2025-02,Europe,158,Uplift,v3,2025-01-13,PLN-023
FC-0006631,BAL-02,2025-03,Europe,138,Baseline,v2,2025-01-15,PLN-027
FC-0006632,BAL-02,2025-04,Europe,138,Baseline,v3,2025-03-05,PLN-015
FC-0006633,BAL-02,2025-04,Europe,92,Downside,,2025-03-14,PLN-021
FC-0006634,BAL-02,2025-05,Europe,106,Baseline,v3,2025-04-10,PLN-056
FC-0006635,BAL-02,2025-05,Europe,64,Downside,v3,2025-03-28,PLN-011
FC-0006636,BAL-02,2025-06,Europe,118,Baseline,v1,2025-04-03,PLN-008
FC-0006637,BAL-02,2025-07,Europe,109,Baseline,v3,2025-06-03,PLN-042
FC-0006638,BAL-02,2025-08,Europe,116,Baseline,v3,2025-06-18,PLN-038
FC-0006639,BAL-02,2025-09,Europe,126,Baseline,v2,2025-07-18,PLN-026
FC-0006640,BAL-02,2025-09,Europe,86,Downside,v2,2025-07-30,PLN-028
FC-0006641,BAL-02,2025-10,Europe,107,Baseline,v3,2025-09-11,PLN-021
FC-0006642,BAL-02,2025-10,Europe,94,Downside,v1,2025-09-09,
FC-0006643,BAL-02,2025-11,Europe,131,Baseline,v2,2025-10-02,PLN-001
FC-0006644,BAL-02,2025-11,Europe,106,Downside,,2025-10-18,PLN-049
FC-0006645,BAL-02,2025-12,Europe,126,Baseline,v2,2025-10-15,PLN-049
FC-0006646,BAL-02,2025-12,Europe,144,Uplift,v1,2025-10-27,PLN-050
FC-0006647,BAL-02,2026-01,Europe,128,Baseline,v3,2025-11-06,PLN-027
FC-0006648,BAL-02,2026-01,Europe,172,Uplift,v3,2025-12-22,PLN-056
FC-0006649,BAL-02,2026-02,Europe,109,Baseline,v3,2025-12-22,PLN-042
FC-0006650,BAL-02,2026-02,Europe,138,Uplift,,2026-01-06,PLN-024
FC-0006651,BAL-02,2026-03,Europe,119,Baseline,,2026-01-26,PLN-006
FC-0006652,BAL-02,2026-03,Europe,141,Uplift,v1,2026-02-08,PLN-051
FC-0006653,BAL-02,2026-04,Europe,112,Baseline,v1,2026-02-20,PLN-001
FC-0006654,BAL-02,2026-04,Europe,139,Uplift,v2,2026-03-06,PLN-040
FC-0006655,BAL-02,2026-05,Europe,126,Baseline,v2,2026-03-19,PLN-056
FC-0006656,BAL-02,2026-06,Europe,114,Baseline,v2,2026-05-12,PLN-010
FC-0006657,BAL-02,2026-06,Europe,131,Uplift,v3,2026-04-27,PLN-023
FC-0006658,BAL-02,2026-06,Europe,92,Downside,v2,2026-04-26,PLN-004
FC-0006659,BAL-02,2026-07,Europe,121,Baseline,v3,2026-05-05,
FC-0006660,BAL-02,2026-07,Europe,138,Uplift,v1,2026-06-11,PLN-031
FC-0006661,BAL-02,2026-08,Europe,139,Baseline,v3,2026-06-03,PLN-052
FC-0006662,BAL-02,2026-09,Europe,127,Baseline,v1,2026-08-02,PLN-037
FC-0006663,BAL-02,2026-10,Europe,131,Baseline,v3,2026-08-27,PLN-046
FC-0006664,BAL-02,2026-10,Europe,90,Downside,v3,2026-09-20,PLN-031
FC-0006665,BAL-02,2026-11,Europe,122,Baseline,v2,2026-10-11,PLN-017
FC-0006666,BAL-02,2026-11,Europe,141,Uplift,v1,2026-10-22,PLN-034
FC-0006667,BAL-02,2026-12,Europe,142,Baseline,v3,2026-10-27,PLN-041
FC-0006668,BAL-02,2024-01,Asia-Pacific,70,Baseline,v1,2023-11-18,PLN-036
FC-0006669,BAL-02,2024-01,Asia-Pacific,51,Downside,v3,2023-12-11,PLN-027
FC-0006670,BAL-02,2024-02,Asia-Pacific,71,Baseline,v3,2023-12-25,PLN-012
FC-0006671,BAL-02,2024-03,Asia-Pacific,70,Baseline,v2,2024-01-10,PLN-053
FC-0006672,BAL-02,2024-04,Asia-Pacific,58,Baseline,v1,2024-02-13,PLN-054
FC-0006673,BAL-02,2024-05,Asia-Pacific,70,Baseline,v3,2024-04-07,PLN-019
FC-0006674,BAL-02,2024-06,Asia-Pacific,70,Baseline,v1,2024-04-24,PLN-007
FC-0006675,BAL-02,2024-07,Asia-Pacific,63,Baseline,v1,2024-06-04,PLN-056
FC-0006676,BAL-02,2024-08,Asia-Pacific,68,Baseline,v2,2024-06-13,PLN-022
FC-0006677,BAL-02,2024-08,Asia-Pacific,88,Uplift,v3,2024-06-26,PLN-055
FC-0006678,BAL-02,2024-09,Asia-Pacific,71,Baseline,v1,2024-07-10,PLN-054
FC-0006679,BAL-02,2024-10,Asia-Pacific,69,Baseline,v2,2024-08-19,PLN-002
FC-0006680,BAL-02,2024-10,Asia-Pacific,89,Uplift,v3,2024-09-19,PLN-040
FC-0006681,BAL-02,2024-11,Asia-Pacific,62,Baseline,v2,2024-09-22,PLN-045
FC-0006682,BAL-02,2024-12,Asia-Pacific,63,Baseline,v1,2024-11-10,PLN-028
FC-0006683,BAL-02,2024-12,Asia-Pacific,83,Uplift,v3,2024-11-10,PLN-049
FC-0006684,BAL-02,2025-01,Asia-Pacific,63,Baseline,v1,2024-11-20,PLN-022
FC-0006685,BAL-02,2025-02,Asia-Pacific,62,Baseline,v2,2025-01-08,PLN-032
FC-0006686,BAL-02,2025-02,Asia-Pacific,86,Uplift,v1,2024-12-25,PLN-021
FC-0006687,BAL-02,2025-03,Asia-Pacific,69,Baseline,v3,2025-01-17,PLN-002
FC-0006688,BAL-02,2025-03,Asia-Pacific,87,Uplift,v3,2025-02-18,PLN-012
FC-0006689,BAL-02,2025-04,Asia-Pacific,63,Baseline,v2,2025-02-23,PLN-021
FC-0006690,BAL-02,2025-04,Asia-Pacific,54,Downside,v3,2025-03-03,PLN-001
FC-0006691,BAL-02,2025-05,Asia-Pacific,77,Baseline,v1,2025-03-23,PLN-028
FC-0006692,BAL-02,2025-05,Asia-Pacific,100,Uplift,v2,2025-04-01,PLN-059
FC-0006693,BAL-02,2025-06,Asia-Pacific,70,Baseline,v1,2025-04-22,PLN-007
FC-0006694,BAL-02,2025-06,Asia-Pacific,83,Uplift,v3,2025-05-08,PLN-021
FC-0006695,BAL-02,2025-07,Asia-Pacific,68,Baseline,v2,2025-06-02,PLN-048
FC-0006696,BAL-02,2025-07,Asia-Pacific,91,Uplift,v2,2025-05-30,PLN-043
FC-0006697,BAL-02,2025-07,Asia-Pacific,54,Downside,v1,2025-06-02,PLN-012
FC-0006698,BAL-02,2025-08,Asia-Pacific,63,Baseline,v1,2025-06-11,PLN-004
FC-0006699,BAL-02,2025-09,Asia-Pacific,73,Baseline,v3,2025-07-27,PLN-009
FC-0006700,BAL-02,2025-09,Asia-Pacific,51,Downside,v2,2025-08-06,PLN-057
FC-0006701,BAL-02,2025-10,Asia-Pacific,76,Baseline,v1,2025-08-17,PLN-012
FC-0006702,BAL-02,2025-11,Asia-Pacific,71,Baseline,v3,2025-10-12,PLN-010
FC-0006703,BAL-02,2025-11,Asia-Pacific,92,Uplift,v2,2025-10-03,PLN-041
FC-0006704,BAL-02,2025-12,Asia-Pacific,65,Baseline,v2,2025-11-03,PLN-013
FC-0006705,BAL-02,2025-12,Asia-Pacific,80,Uplift,v1,2025-11-10,PLN-055
FC-0006706,BAL-02,2026-01,Asia-Pacific,72,Baseline,v1,2025-11-19,PLN-033
FC-0006707,BAL-02,2026-01,Asia-Pacific,57,Downside,v2,2025-12-04,PLN-002
FC-0006708,BAL-02,2026-02,Asia-Pacific,62,Baseline,v1,2026-01-06,PLN-029
FC-0006709,BAL-02,2026-02,Asia-Pacific,86,Uplift,v3,2025-12-27,PLN-007
FC-0006710,BAL-02,2026-02,Asia-Pacific,41,Downside,v1,2026-01-08,PLN-020
FC-0006711,BAL-02,2026-03,Asia-Pacific,75,Baseline,v2,2026-01-14,PLN-045
FC-0006712,BAL-02,2026-03,Asia-Pacific,58,Downside,v3,2026-02-18,PLN-008
FC-0006713,BAL-02,2026-04,Asia-Pacific,72,Baseline,v2,2026-02-19,PLN-019
FC-0006714,BAL-02,2026-05,Asia-Pacific,71,Baseline,v1,2026-04-03,PLN-057
FC-0006715,BAL-02,2026-05,Asia-Pacific,47,Downside,,2026-03-29,PLN-032
FC-0006716,BAL-02,2026-06,Asia-Pacific,58,Baseline,v3,2026-05-04,PLN-015
FC-0006717,BAL-02,2026-06,Asia-Pacific,47,Downside,v1,2026-05-17,PLN-043
FC-0006718,BAL-02,2026-07,Asia-Pacific,73,Baseline,v1,2026-05-06,PLN-039
FC-0006719,BAL-02,2026-07,Asia-Pacific,92,Uplift,v3,2026-06-02,PLN-042
FC-0006720,BAL-02,2026-08,Asia-Pacific,68,Baseline,v3,2026-06-04,PLN-024
FC-0006721,BAL-02,2026-08,Asia-Pacific,76,Uplift,v1,2026-07-20,PLN-032
FC-0006722,BAL-02,2026-09,Asia-Pacific,64,Baseline,v2,2026-07-08,PLN-026
FC-0006723,BAL-02,2026-09,Asia-Pacific,48,Downside,v1,2026-07-27,PLN-058
FC-0006724,BAL-02,2026-10,Asia-Pacific,72,Baseline,v1,2026-09-07,PLN-015
FC-0006725,BAL-02,2026-10,Asia-Pacific,93,Uplift,v2,2026-08-24,PLN-025
FC-0006726,BAL-02,2026-11,Asia-Pacific,68,Baseline,v3,2026-09-10,PLN-004
FC-0006727,BAL-02,2026-12,Asia-Pacific,75,Baseline,v3,2026-10-07,PLN-016
FC-0006728,BAL-02,2024-01,Africa/Middle East,70,Baseline,v1,2023-12-12,PLN-009
FC-0006729,BAL-02,2024-02,Africa/Middle East,56,Baseline,v3,2023-12-19,PLN-005
FC-0006730,BAL-02,2024-03,Africa/Middle East,58,Baseline,v3,2024-01-06,PLN-008
FC-0006731,BAL-02,2024-03,Africa/Middle East,70,Uplift,,2024-02-06,PLN-031
FC-0006732,BAL-02,2024-03,Africa/Middle East,41,Downside,v2,2024-02-07,PLN-005
FC-0006733,BAL-02,2024-04,Africa/Middle East,59,Baseline,v2,2024-03-01,PLN-013
FC-0006734,BAL-02,2024-04,Africa/Middle East,51,Downside,v3,2024-03-11,PLN-043
FC-0006735,BAL-02,2024-05,Africa/Middle East,71,Baseline,v3,2024-03-12,PLN-019
FC-0006736,BAL-02,2024-05,Africa/Middle East,59,Downside,v1,2024-04-13,PLN-018
FC-0006737,BAL-02,2024-06,Africa/Middle East,67,Baseline,v1,2024-04-03,PLN-030
FC-0006738,BAL-02,2024-07,Africa/Middle East,58,Baseline,v1,2024-05-11,PLN-024
FC-0006739,BAL-02,2024-08,Africa/Middle East,63,Baseline,v1,2024-07-08,PLN-051
FC-0006740,BAL-02,2024-08,Africa/Middle East,44,Downside,,2024-07-20,PLN-016
FC-0006741,BAL-02,2024-09,Africa/Middle East,73,Baseline,v2,2024-07-11,PLN-007
FC-0006742,BAL-02,2024-09,Africa/Middle East,100,Uplift,v3,2024-08-15,PLN-042
FC-0006743,BAL-02,2024-10,Africa/Middle East,59,Baseline,v2,2024-08-13,PLN-040
FC-0006744,BAL-02,2024-11,Africa/Middle East,71,Baseline,v3,2024-10-06,PLN-056
FC-0006745,BAL-02,2024-11,Africa/Middle East,98,Uplift,v3,2024-10-03,PLN-013
FC-0006746,BAL-02,2024-12,Africa/Middle East,67,Baseline,v2,2024-11-10,PLN-005
FC-0006747,BAL-02,2025-01,Africa/Middle East,60,Baseline,v2,2024-12-02,PLN-057
FC-0006748,BAL-02,2025-01,Africa/Middle East,38,Downside,v2,2024-12-13,PLN-047
FC-0006749,BAL-02,2025-02,Africa/Middle East,70,Baseline,v2,2025-01-05,PLN-024
FC-0006750,BAL-02,2025-03,Africa/Middle East,70,Baseline,v2,2025-02-07,PLN-040
FC-0006751,BAL-02,2025-03,Africa/Middle East,96,Uplift,,2025-01-29,PLN-002
FC-0006752,BAL-02,2025-04,Africa/Middle East,64,Baseline,v3,2025-02-12,PLN-045
FC-0006753,BAL-02,2025-04,Africa/Middle East,51,Downside,v3,2025-02-26,PLN-024
FC-0006754,BAL-02,2025-05,Africa/Middle East,56,Baseline,v1,2025-03-24,PLN-004
FC-0006755,BAL-02,2025-06,Africa/Middle East,66,Baseline,v1,2025-04-14,PLN-024
FC-0006756,BAL-02,2025-07,Africa/Middle East,57,Baseline,v1,2025-05-06,PLN-019
FC-0006757,BAL-02,2025-07,Africa/Middle East,77,Uplift,v1,2025-06-02,PLN-003
FC-0006758,BAL-02,2025-08,Africa/Middle East,65,Baseline,v1,2025-06-05,
FC-0006759,BAL-02,2025-08,Africa/Middle East,82,Uplift,v2,2025-07-05,PLN-015
FC-0006760,BAL-02,2025-09,Africa/Middle East,58,Baseline,v3,2025-08-12,PLN-018
FC-0006761,BAL-02,2025-09,Africa/Middle East,80,Uplift,v3,2025-08-19,PLN-021
FC-0006762,BAL-02,2025-10,Africa/Middle East,62,Baseline,v3,2025-08-04,PLN-020
FC-0006763,BAL-02,2025-10,Africa/Middle East,72,Uplift,v1,2025-09-04,PLN-048
FC-0006764,BAL-02,2025-11,Africa/Middle East,58,Baseline,v2,2025-10-12,PLN-020
FC-0006765,BAL-02,2025-12,Africa/Middle East,55,Baseline,v2,2025-11-02,PLN-032
FC-0006766,BAL-02,2025-12,Africa/Middle East,64,Uplift,v1,2025-10-24,PLN-017
FC-0006767,BAL-02,2026-01,Africa/Middle East,63,Baseline,v3,2025-11-08,PLN-032
FC-0006768,BAL-02,2026-01,Africa/Middle East,72,Uplift,v1,2025-12-16,
FC-0006769,BAL-02,2026-02,Africa/Middle East,57,Baseline,v3,2025-12-28,PLN-034
FC-0006770,BAL-02,2026-03,Africa/Middle East,65,Baseline,v2,2026-01-18,PLN-040
FC-0006771,BAL-02,2026-04,Africa/Middle East,71,Baseline,v3,2026-02-25,PLN-020
FC-0006772,BAL-02,2026-04,Africa/Middle East,96,Uplift,v1,2026-03-07,PLN-049
FC-0006773,BAL-02,2026-04,Africa/Middle East,58,Downside,v2,2026-02-21,PLN-038
FC-0006774,BAL-02,2026-05,Africa/Middle East,65,Baseline,v3,2026-04-05,PLN-035
FC-0006775,BAL-02,2026-05,Africa/Middle East,56,Downside,v1,2026-04-01,PLN-025
FC-0006776,BAL-02,2026-06,Africa/Middle East,56,Baseline,v3,2026-05-05,PLN-011
FC-0006777,BAL-02,2026-06,Africa/Middle East,65,Uplift,v1,2026-05-14,PLN-013
FC-0006778,BAL-02,2026-06,Africa/Middle East,40,Downside,v3,2026-05-08,PLN-043
FC-0006779,BAL-02,2026-07,Africa/Middle East,66,Baseline,v3,2026-05-22,PLN-048
FC-0006780,BAL-02,2026-07,Africa/Middle East,72,Uplift,v3,2026-06-06,PLN-034
FC-0006781,BAL-02,2026-07,Africa/Middle East,56,Downside,v2,2026-06-02,PLN-018
FC-0006782,BAL-02,2026-08,Africa/Middle East,56,Baseline,v3,2026-06-30,PLN-031
FC-0006783,BAL-02,2026-08,Africa/Middle East,77,Uplift,,2026-06-27,PLN-009
FC-0006784,BAL-02,2026-08,Africa/Middle East,40,Downside,v1,2026-06-30,PLN-022
FC-0006785,BAL-02,2026-09,Africa/Middle East,66,Baseline,v1,2026-08-09,PLN-048
FC-0006786,BAL-02,2026-10,Africa/Middle East,68,Baseline,v1,2026-08-08,PLN-039
FC-0006787,BAL-02,2026-10,Africa/Middle East,94,Uplift,v2,2026-09-13,PLN-031
FC-0006788,BAL-02,2026-11,Africa/Middle East,69,Baseline,v1,2026-10-07,PLN-015
