po_id,supplier_id,part_id,plant_id,po_date,promised_date,po_qty,unit_price,po_status,po_notes
PO-0007360,SUP-09637,ST-670,P1,2024-09-14,2024-09-28,100,77.66,Late,
PO-0007361,SUP-09285,FT-235,P11,2025-05-25,2025-06-24,800,154.4,Closed,
PO-0007362,SUP-08576,BR-725,P1,2025-01-28,2025-02-11,200,,Closed,
PO-0007363,SUP-01651,FT-220,P9,2025-01-04,2025-02-18,800,166.67,Late,
PO-0007364,SUP-13371,FT-707,P4,2026-01-26,2026-02-16,50,5.25,Closed,
PO-0007365,SUP-00806,BR-576,P11,2024-11-15,2024-12-30,1200,37.32,Closed,
PO-0007366,SUP-11843,SC-260,P7,2026-01-06,2026-01-20,100,93.68,Cancelled,
PO-0007367,SUP-02359,CH-189,P8,2026-08-19,2026-10-03,1200,15.22,Closed,
PO-0007368,SUP-14546,SC-151,P3,2024-09-22,2024-11-21,1200,111.34,Closed,
PO-0007369,SUP-11238,CB-487,P6,2025-02-28,,200,116.59,Open,
PO-0007370,SUP-04817,EL-1186,P9,2024-10-18,2024-11-08,800,139.25,Closed,
PO-0007371,SUP-07966,BR-587,P6,2026-01-20,2026-02-03,500,,Closed,
PO-0007372,SUP-13249,CH-420,P10,2024-01-26,2024-03-11,500,19.69,Closed,
PO-0007373,SUP-13146,CB-1046,P7,2025-03-10,2025-04-24,1200,72.85,Open,
PO-0007374,SUP-07152,TR-718,P7,2026-04-10,2026-05-01,800,130.7,Closed,
PO-0007375,SUP-09188,FL-509,P2,2024-07-22,2024-08-05,200,2.31,Closed,
PO-0007376,SUP-08082,FL-466,P8,2026-03-22,2026-05-21,500,34.03,Late,
PO-0007377,SUP-03017,SC-1140,P11,2024-01-03,2024-02-02,1200,175.17,Closed,
PO-0007378,SUP-02040,CB-767,P12,2026-03-04,2026-03-18,100,8.1,Closed,
PO-0007379,SUP-01619,FT-1294,P2,2026-08-02,2026-08-23,100,7.28,Closed,
PO-0007380,SUP-12298,EC-849,P6,2025-12-11,2026-02-09,50,13.01,Open,
PO-0007381,SUP-01832,EN-207,P6,2024-07-27,2024-09-25,300,26.03,Open,
PO-0007382,SUP-02100,TR-121,P11,2026-01-05,2026-01-26,100,29.51,Closed,
PO-0007383,SUP-10041,CH-1024,P2,2026-03-25,2026-05-24,800,123.3,Closed,
PO-0007384,SUP-07375,ST-1244,P8,2024-04-27,2024-06-11,300,306.34,Late,
PO-0007385,SUP-04227,EC-1312,P7,2024-05-27,2024-06-10,200,9.38,Late,
PO-0007386,SUP-01562,EL-737,P11,2024-05-11,2024-07-10,100,20.49,Open,
PO-0007387,SUP-01196,HY-328,P3,2026-06-04,2026-08-03,800,,Cancelled,
PO-0007388,SUP-00855,EL-818,P5,2025-04-08,2025-04-29,500,65.45,Closed,
PO-0007389,SUP-13038,FT-622,P5,2024-09-27,2024-10-18,500,20.86,Open,
PO-0007390,SUP-10365,FT-116,P3,2025-01-28,2025-02-11,100,17.53,Partial,
PO-0007391,SUP-09836,FL-1120,P10,2024-08-21,2024-09-20,300,28.28,Closed,
PO-0007392,SUP-09125,TR-143,P6,2026-02-15,2026-03-08,300,17.82,Closed,
PO-0007393,SUP-14855,CH-365,P6,2025-12-26,2026-01-09,1200,24.42,Partial,
PO-0007394,SUP-02678,EC-1006,P6,2026-01-20,2026-03-21,800,115.61,Open,
PO-0007395,SUP-00206,EL-568,P2,2024-11-06,2024-11-27,200,3.84,Open,
PO-0007396,SUP-07710,SC-177,P1,2026-06-10,2026-08-09,300,10.81,Open,
PO-0007397,SUP-05008,CH-352,P10,2026-04-22,2026-06-06,50,38.77,Closed,
PO-0007398,SUP-13956,CB-1249,P2,2024-09-26,2024-10-17,100,8.47,Late,
PO-0007399,SUP-02701,HY-1282,P9,2026-06-01,2026-07-16,100,8.46,Late,
PO-0007400,SUP-02929,ST-152,P11,2026-01-16,2026-02-06,100,32.56,Late,
PO-0007401,SUP-02764,FT-532,P10,2025-08-22,2025-10-21,1200,60.29,Closed,
PO-0007402,SUP-06794,EN-363,P1,2025-03-19,2025-04-09,100,9.84,Closed,
PO-0007403,SUP-14719,EL-375,P1,2026-07-27,2026-08-26,100,2.91,Open,
PO-0007404,SUP-01589,ST-748,P7,2024-05-15,2024-06-29,300,11.57,Open,
PO-0007405,SUP-12923,FT-160,P5,2025-03-06,2025-03-27,300,9.45,Open,
PO-0007406,SUP-14764,TR-901,P10,2024-08-30,2024-09-29,300,2.97,Closed,
PO-0007407,SUP-02722,EN-565,P11,2024-07-17,2024-07-31,200,,Closed,
PO-0007408,SUP-07143,CH-133,P10,2026-08-18,2026-09-08,200,136.9,Open,
PO-0007409,SUP-09633,FL-569,P7,2024-07-06,,1200,52.5,Closed,
PO-0007410,SUP-00915,FT-871,P6,2026-02-06,2026-03-08,1200,8.96,Closed,
PO-0007411,SUP-06474,CH-1288,P4,2025-12-01,,200,37.04,Closed,
PO-0007412,SUP-01381,CB-778,P9,2026-07-19,2026-08-18,800,44.39,Late,
PO-0007413,SUP-06569,TR-925,P11,2024-03-31,2024-04-14,300,257.59,Open,
PO-0007414,SUP-02034,EN-326,P10,2026-01-21,2026-02-04,200,2.76,Closed,
PO-0007415,SUP-08989,EC-588,P4,2026-06-14,2026-06-28,100,18.27,Closed,
PO-0007416,SUP-06607,EL-1011,P6,2025-04-05,2025-06-04,500,20.85,Late,
PO-0007417,SUP-04615,CB-376,P2,2024-11-24,2025-01-23,50,13.98,Open,
PO-0007418,SUP-03487,ST-656,P6,2024-07-03,2024-09-01,50,25.63,Late,
PO-0007419,SUP-09159,BR-1015,P8,2024-03-06,2024-04-20,300,62.97,Closed,
PO-0007420,SUP-00524,FL-499,P2,2025-06-20,2025-07-04,1200,11.75,Closed,
PO-0007421,SUP-02021,TR-177,P2,2025-10-19,2025-11-09,300,333.63,Closed,
PO-0007422,SUP-10768,CB-893,P6,2024-12-10,2025-01-09,200,9.37,Late,
PO-0007423,SUP-03984,TR-438,P4,2025-03-17,2025-04-07,500,11.0,Closed,
PO-0007424,SUP-13154,SC-1233,P11,2024-12-10,2025-02-08,500,47.89,Late,
PO-0007425,SUP-14452,ST-983,P1,2025-04-01,2025-04-15,1200,27.06,Closed,
PO-0007426,SUP-12255,SC-312,P8,2024-08-16,2024-09-06,100,31.34,Partial,
PO-0007427,SUP-03579,EC-1222,P11,2024-07-31,2024-08-30,1200,103.56,Closed,
PO-0007428,SUP-11904,TR-745,P2,2026-01-28,2026-03-29,200,,Closed,
PO-0007429,SUP-11051,EN-724,P3,2025-07-16,2025-09-14,200,5.87,Closed,
PO-0007430,SUP-09021,FL-480,P10,2025-08-21,2025-09-04,1200,6.4,Closed,
PO-0007431,SUP-14959,EL-1057,P9,2024-10-01,2024-11-15,200,21.58,Closed,
PO-0007432,SUP-07375,ST-1244,P9,2025-01-02,2025-01-23,1200,307.85,Closed,
PO-0007433,SUP-02071,EC-878,P7,2025-01-23,2025-02-22,1200,36.09,Closed,
PO-0007434,SUP-07282,HY-227,P5,2025-01-26,2025-02-25,500,9.19,Closed,
PO-0007435,SUP-06935,FT-323,P3,2025-12-03,2026-02-01,200,15.35,Partial,
PO-0007436,SUP-04454,CH-1000,P5,2025-12-05,2026-01-04,200,23.08,Closed,
PO-0007437,SUP-08898,SC-1060,P12,2026-01-27,2026-02-26,100,29.99,Closed,
PO-0007438,SUP-02805,FT-893,P12,2024-09-16,2024-11-15,300,196.33,Open,
PO-0007439,SUP-05220,HY-649,P7,2024-11-15,2024-12-30,100,,Closed,
PO-0007440,SUP-11667,SC-271,P10,2024-04-17,2024-06-16,500,11.17,Closed,
PO-0007441,SUP-11735,TR-470,P8,2025-03-11,2025-05-10,800,15.81,Closed,
PO-0007442,SUP-06749,FT-922,P3,2026-06-03,2026-08-02,500,6.07,Closed,
PO-0007443,SUP-10172,EN-1022,P10,2024-04-13,2024-04-27,800,402.78,Closed,
PO-0007444,SUP-10317,HY-334,P3,2024-08-04,2024-10-03,300,18.31,Closed,
PO-0007445,SUP-12474,EL-695,P8,2025-09-14,2025-10-05,100,85.7,Late,
PO-0007446,SUP-00928,FL-1098,P2,2025-10-13,2025-11-03,100,15.5,Late,
PO-0007447,SUP-11639,HY-905,P1,2024-10-17,2024-11-07,50,13.58,Closed,
PO-0007448,SUP-04348,SC-877,P9,2026-03-03,2026-04-02,300,54.32,Closed,
PO-0007449,SUP-12495,FL-1340,P8,2024-10-05,2024-10-19,300,0.91,Open,
PO-0007450,SUP-14371,FL-585,P2,2026-05-12,2026-06-26,50,15.11,Closed,
PO-0007451,SUP-06550,EC-225,P4,2026-07-04,2026-08-18,100,30.71,Closed,
PO-0007452,SUP-04330,EC-179,P9,2025-08-14,2025-09-13,1200,19.82,Closed,
PO-0007453,SUP-14900,TR-383,P2,2026-03-02,2026-03-23,100,8.41,Late,
PO-0007454,SUP-05002,CH-693,P8,2026-04-11,2026-05-02,500,8.01,Late,
PO-0007455,SUP-08268,EC-126,P12,2025-12-31,2026-01-30,50,19.95,Closed,
PO-0007456,SUP-10147,TR-251,P2,2026-01-02,,500,38.89,Late,
PO-0007457,SUP-11179,FT-1115,P4,2025-03-19,2025-05-03,1200,40.48,Closed,
PO-0007458,SUP-00476,CH-1111,P6,2025-06-01,2025-07-31,1200,41.04,Late,
PO-0007459,SUP-04605,TR-622,P1,2026-06-07,2026-08-06,500,10.79,Closed,
PO-0007460,SUP-06196,SC-990,P5,2026-05-07,2026-05-28,100,10.04,Partial,
PO-0007461,SUP-04235,EN-950,P5,2025-09-29,2025-11-13,50,21.72,Closed,
PO-0007462,SUP-00432,FT-652,P7,2024-06-15,2024-07-15,500,75.91,Open,
PO-0007463,SUP-05196,EL-293,P8,2024-07-19,2024-08-09,300,13.27,Closed,
PO-0007464,SUP-08777,FT-972,P2,2025-03-01,2025-03-15,800,16.77,Open,
PO-0007465,SUP-14705,FT-590,P2,2025-01-15,2025-01-29,800,59.59,Closed,
PO-0007466,SUP-14323,CB-305,P10,2025-05-22,2025-06-05,500,,Open,
PO-0007467,SUP-06045,BR-1025,P4,2025-02-22,2025-04-08,200,10.91,Closed,
PO-0007468,SUP-00317,EL-1233,P4,2026-05-29,2026-07-13,500,21.59,Closed,
PO-0007469,SUP-03090,TR-669,P8,2024-05-20,2024-06-19,200,145.32,Closed,
PO-0007470,SUP-10033,FL-360,P9,2026-06-07,2026-08-06,50,43.51,Open,
PO-0007471,SUP-14808,HY-463,P4,2025-03-01,2025-03-22,50,21.35,Closed,
PO-0007472,SUP-04846,EL-1072,P11,2025-05-02,,100,,Closed,
PO-0007473,SUP-05679,TR-631,P5,2024-09-04,2024-10-04,100,21.25,Closed,
PO-0007474,SUP-04921,EL-580,P11,2025-07-05,2025-07-26,50,15.78,Closed,
PO-0007475,SUP-02878,HY-984,P10,2025-03-23,2025-05-07,300,5.31,Closed,
PO-0007476,SUP-00810,HY-1106,P2,2026-07-06,,300,14.71,Closed,
PO-0007477,SUP-03782,SC-710,P8,2024-10-01,2024-10-31,500,13.62,Closed,
PO-0007478,SUP-00260,ST-812,P8,2025-05-13,2025-07-12,1200,45.74,Open,
PO-0007479,SUP-07400,FT-185,P6,2024-08-02,2024-08-16,800,3.61,Closed,
PO-0007480,SUP-11816,EN-646,P6,2025-06-26,2025-07-10,300,27.07,Open,
PO-0007481,SUP-12393,FL-1346,P7,2024-10-15,2024-11-05,500,128.73,Closed,
PO-0007482,SUP-14004,EC-826,P3,2024-12-01,2024-12-15,1200,5.66,Open,
PO-0007483,SUP-10992,CB-645,P3,2024-01-12,2024-02-02,1200,50.77,Late,
PO-0007484,SUP-03600,FT-227,P4,2025-03-17,2025-04-07,500,13.65,Closed,
PO-0007485,SUP-09040,EN-859,P8,2026-05-06,2026-05-20,100,18.88,Late,
PO-0007486,SUP-12675,SC-1320,P4,2025-09-08,2025-10-23,50,126.28,Open,
PO-0007487,SUP-11158,TR-172,P1,2026-04-20,2026-06-04,500,,Closed,
PO-0007488,SUP-09873,FT-781,P5,2024-09-21,2024-10-12,800,31.19,Open,
PO-0007489,SUP-05512,CB-224,P11,2025-05-29,2025-06-12,800,45.95,Partial,
PO-0007490,SUP-06064,ST-791,P5,2025-03-01,2025-03-15,800,2.47,Open,
PO-0007491,SUP-14275,EC-502,P7,2025-04-08,2025-04-22,200,12.37,Open,
PO-0007492,SUP-07026,EL-212,P2,2024-08-20,2024-10-19,100,89.31,Closed,
PO-0007493,SUP-08281,FL-414,P7,2024-08-29,2024-09-28,200,119.75,Closed,
PO-0007494,SUP-03557,BR-538,P10,2025-08-03,2025-08-24,100,23.18,Closed,
PO-0007495,SUP-01102,ST-1130,P6,2026-04-28,2026-05-12,100,35.96,Closed,
PO-0007496,SUP-09322,BR-1023,P7,2025-11-12,2026-01-11,300,9.41,Open,
PO-0007497,SUP-13607,EC-288,P9,2024-10-09,2024-10-30,300,13.17,Late,
PO-0007498,SUP-01276,EN-1051,P7,2025-02-05,2025-03-07,100,9.5,Open,
PO-0007499,SUP-06335,HY-1082,P4,2024-10-29,2024-11-28,300,12.56,Open,
PO-0007500,SUP-06498,ST-299,P8,2024-12-01,2024-12-15,300,15.92,Closed,
PO-0007501,SUP-07044,BR-657,P12,2025-04-21,,500,6.61,Open,
PO-0007502,SUP-06347,EC-620,P8,2024-01-07,2024-02-06,1200,,Closed,
PO-0007503,SUP-05011,TR-320,P2,2026-02-14,2026-04-15,200,22.21,Open,
PO-0007504,SUP-04686,HY-518,P2,2025-06-07,,50,82.75,Open,
PO-0007505,SUP-02622,SC-1025,P2,2024-06-16,2024-07-16,1200,9.65,Closed,
PO-0007506,SUP-11650,EN-250,P3,2026-08-02,2026-09-01,200,,Closed,
PO-0007507,SUP-10198,FL-225,P4,2025-08-17,2025-10-01,300,21.7,Closed,
PO-0007508,SUP-03762,TR-139,P11,2025-11-14,2025-12-29,1200,6.25,Open,
PO-0007509,SUP-12520,FL-1085,P1,2024-05-23,2024-06-13,50,21.19,Closed,
PO-0007510,SUP-01403,CB-540,P5,2024-10-04,2024-10-25,200,151.2,Closed,
PO-0007511,SUP-08320,FT-1146,P8,2024-08-22,2024-09-12,300,53.96,Closed,
PO-0007512,SUP-12337,EN-838,P10,2024-10-14,2024-12-13,50,15.94,Late,
PO-0007513,SUP-11178,EL-456,P12,2025-06-23,2025-08-22,50,136.94,Closed,
PO-0007514,SUP-07788,CB-314,P3,2025-02-22,2025-03-24,100,5.99,Open,
PO-0007515,SUP-02808,EC-145,P2,2025-11-20,2026-01-19,200,10.56,Open,
PO-0007516,SUP-00860,FL-1295,P12,2024-12-28,2025-02-26,500,49.28,Closed,
PO-0007517,SUP-03777,EN-914,P11,2025-05-04,2025-06-03,300,22.71,Late,
PO-0007518,SUP-09944,EC-993,P12,2026-07-06,2026-07-27,200,27.9,Open,
PO-0007519,SUP-01466,EL-1244,P3,2024-01-05,2024-03-05,500,95.92,Partial,
PO-0007520,SUP-04686,HY-518,P7,2024-01-20,2024-02-10,1200,79.65,Closed,
PO-0007521,SUP-07200,CH-893,P1,2024-09-29,2024-11-28,1200,9.45,Closed,
PO-0007522,SUP-00497,HY-1240,P3,2025-08-23,2025-09-13,300,168.43,Late,
PO-0007523,SUP-02715,EC-789,P11,2026-06-20,2026-08-04,100,,Closed,
PO-0007524,SUP-02182,SC-971,P11,2024-03-02,2024-04-16,50,303.88,Closed,
PO-0007525,SUP-09509,BR-410,P3,2026-03-24,2026-04-14,1200,36.5,Closed,
PO-0007526,SUP-06561,EL-913,P8,2025-05-06,2025-06-05,100,285.95,Closed,
PO-0007527,SUP-11101,CH-712,P12,2025-08-25,2025-09-08,100,20.09,Late,
PO-0007528,SUP-13049,FT-402,P4,2025-06-01,2025-07-01,1200,1.02,Open,
PO-0007529,SUP-14909,HY-230,P7,2025-01-09,2025-01-30,300,10.53,Partial,
PO-0007530,SUP-01297,EN-312,P3,2025-09-12,2025-10-27,200,17.49,Open,
PO-0007531,SUP-11420,ST-837,P4,2025-08-26,2025-09-16,200,,Closed,
PO-0007532,SUP-08396,SC-1094,P12,2024-09-02,2024-09-16,300,174.27,Closed,
PO-0007533,SUP-10414,FL-614,P3,2024-10-08,2024-10-22,300,22.59,Partial,
PO-0007534,SUP-08258,CH-1333,P1,2025-05-23,2025-07-22,200,57.77,Closed,
PO-0007535,SUP-04346,HY-1249,P6,2024-08-23,,800,7.04,Open,
PO-0007536,SUP-01279,TR-951,P6,2025-12-09,2025-12-30,800,109.25,Closed,
PO-0007537,SUP-02360,EC-578,P1,2024-12-11,2025-02-09,200,122.18,Partial,
PO-0007538,SUP-04445,BR-836,P2,2025-12-16,2025-12-30,50,10.19,Closed,
PO-0007539,SUP-01719,FT-325,P11,2024-12-12,2025-01-02,800,114.5,Open,
PO-0007540,SUP-10167,FL-998,P8,2024-08-26,2024-09-09,500,43.56,Closed,
PO-0007541,SUP-12103,EN-611,P4,2024-01-07,2024-02-06,500,106.33,Closed,
PO-0007542,SUP-09863,CH-143,P9,2025-01-10,2025-01-31,200,48.0,Closed,
PO-0007543,SUP-10308,CB-1095,P12,2026-05-11,2026-07-10,1200,23.57,Closed,
PO-0007544,SUP-01955,EN-157,P3,2025-01-07,2025-03-08,500,6.97,Closed,
PO-0007545,SUP-07033,CH-289,P7,2024-07-25,2024-08-24,200,3.46,Closed,
PO-0007546,SUP-09806,CH-475,P1,2024-08-04,2024-08-25,50,23.66,Late,
PO-0007547,SUP-11463,FT-644,P3,2025-07-21,2025-08-20,200,,Open,
PO-0007548,SUP-05067,FL-1242,P8,2025-03-19,2025-04-02,200,9.99,Open,
PO-0007549,SUP-02076,HY-368,P8,2025-08-02,2025-10-01,1200,44.83,Open,
PO-0007550,SUP-09246,CB-779,P6,2025-09-15,2025-10-06,100,73.36,Closed,
PO-0007551,SUP-08348,TR-1085,P2,2025-07-17,2025-08-31,300,28.53,Closed,
PO-0007552,SUP-09984,CH-707,P4,2026-03-13,2026-03-27,300,6.63,Open,
PO-0007553,SUP-14223,CB-124,P12,2025-03-03,2025-03-24,300,39.45,Open,
PO-0007554,SUP-06001,BR-770,P11,2025-08-15,2025-09-29,100,14.41,Partial,
PO-0007555,SUP-07536,CH-540,P3,2024-03-08,2024-04-07,50,4.29,Partial,
PO-0007556,SUP-02922,SC-646,P3,2025-04-26,2025-06-10,50,40.94,Closed,
PO-0007557,SUP-10198,FL-225,P1,2026-03-17,2026-05-01,800,21.4,Late,
PO-0007558,SUP-05021,FT-868,P9,2025-08-24,2025-10-23,300,19.15,Open,
PO-0007559,SUP-07624,SC-308,P8,2026-05-25,2026-07-09,200,1145.31,Open,
PO-0007560,SUP-01000,EC-1266,P10,2024-07-23,2024-09-21,1200,,Closed,
PO-0007561,SUP-06520,FL-750,P2,2024-01-26,2024-03-26,100,9.48,Cancelled,
PO-0007562,SUP-02718,ST-1343,P7,2026-07-21,2026-08-04,800,29.96,Late,
PO-0007563,SUP-00535,EC-1034,P2,2024-11-24,2025-01-23,200,42.79,Open,
PO-0007564,SUP-13141,HY-295,P6,2025-01-17,2025-01-31,800,43.94,Late,
PO-0007565,SUP-10189,CH-899,P3,2026-03-21,2026-05-05,1200,165.29,Closed,
PO-0007566,SUP-11327,FT-1142,P4,2026-08-22,,50,16.23,Open,
PO-0007567,SUP-07620,FT-1331,P3,2024-12-18,2025-01-08,800,8.76,Closed,
PO-0007568,SUP-09341,TR-362,P12,2026-03-28,2026-04-11,100,11.24,Closed,
PO-0007569,SUP-00541,CB-128,P8,2025-11-06,2025-11-27,1200,9.68,Late,
PO-0007570,SUP-14955,TR-617,P9,2025-11-25,2026-01-24,100,247.42,Late,
PO-0007571,SUP-06283,EN-1232,P9,2026-04-11,2026-04-25,200,25.48,Closed,
PO-0007572,SUP-14146,EC-723,P5,2024-05-20,2024-06-19,200,37.25,Open,
PO-0007573,SUP-01817,EN-526,P11,2025-11-01,2025-12-01,800,53.83,Closed,
PO-0007574,SUP-07854,HY-551,P8,2025-07-24,2025-09-07,800,39.61,Closed,
PO-0007575,SUP-03117,CB-224,P12,2024-02-17,2024-03-18,200,46.86,Partial,
PO-0007576,SUP-00269,CB-141,P2,2024-06-07,2024-07-22,1200,38.58,Closed,
PO-0007577,SUP-02458,FL-458,P8,2026-04-26,2026-05-26,500,62.89,Closed,
PO-0007578,SUP-01420,TR-1143,P3,2026-06-11,,200,10.26,Cancelled,
PO-0007579,SUP-04338,FL-288,P8,2024-12-03,2024-12-17,300,18.9,Late,
PO-0007580,SUP-12514,EL-619,P8,2026-03-09,2026-03-30,500,47.58,Closed,
PO-0007581,SUP-09969,FT-209,P12,2024-02-14,2024-03-30,500,50.64,Late,
PO-0007582,SUP-01978,EL-794,P9,2025-06-14,2025-07-05,50,72.27,Open,
PO-0007583,SUP-01926,TR-1171,P5,2024-08-07,2024-09-21,800,157.16,Closed,
PO-0007584,SUP-09637,ST-670,P7,2025-08-07,2025-08-28,100,75.76,Closed,
PO-0007585,SUP-07638,SC-390,P6,2025-04-23,2025-05-07,200,13.42,Open,
PO-0007586,SUP-00522,EN-1155,P12,2024-01-09,2024-02-23,200,52.08,Closed,
PO-0007587,SUP-05815,FL-1341,P8,2026-06-18,2026-08-17,500,33.73,Open,
PO-0007588,SUP-12123,SC-1135,P5,2026-02-18,2026-03-11,50,22.8,Late,
PO-0007589,SUP-04125,TR-1245,P3,2026-07-12,2026-08-02,800,14.62,Partial,
PO-0007590,SUP-14004,SC-912,P2,2026-04-13,2026-05-13,1200,8.32,Open,
PO-0007591,SUP-09138,TR-732,P4,2026-07-10,2026-07-24,200,9.44,Late,
PO-0007592,SUP-07411,FT-660,P8,2026-03-08,2026-05-07,300,25.15,Open,
PO-0007593,SUP-12238,FT-1164,P3,2026-08-05,2026-08-19,1200,21.93,Closed,
PO-0007594,SUP-14552,HY-123,P12,2024-12-31,2025-01-21,1200,31.55,Open,
PO-0007595,SUP-14635,FT-1071,P2,2024-09-03,,100,1.69,Closed,
PO-0007596,SUP-11945,SC-1292,P6,2024-04-14,2024-06-13,50,28.7,Open,
PO-0007597,SUP-11051,EN-724,P1,2025-08-25,,300,6.08,Open,
PO-0007598,SUP-08456,EC-1328,P11,2025-05-18,2025-07-17,500,7.61,Closed,
PO-0007599,SUP-14120,EL-1340,P10,2025-09-04,,1200,19.13,Closed,
PO-0007600,SUP-03129,EC-1202,P5,2025-04-17,2025-05-08,300,114.71,Late,
PO-0007601,SUP-07035,FT-905,P1,2024-11-04,2024-12-04,50,37.1,Cancelled,
PO-0007602,SUP-03809,TR-241,P12,2026-03-21,2026-04-11,1200,18.98,Closed,
PO-0007603,SUP-04791,EL-614,P9,2024-12-24,2025-01-14,300,21.87,Late,
PO-0007604,SUP-07136,TR-785,P8,2024-10-19,2024-12-03,1200,161.33,Closed,
PO-0007605,SUP-14986,EC-1111,P12,2024-07-26,2024-08-16,800,82.59,Closed,
PO-0007606,SUP-02392,BR-867,P12,2025-06-11,2025-07-26,1200,35.81,Open,
PO-0007607,SUP-11176,TR-217,P4,2025-04-20,2025-05-20,100,4.19,Cancelled,
PO-0007608,SUP-02147,ST-478,P10,2025-08-20,2025-09-10,800,,Closed,
PO-0007609,SUP-05596,CB-1080,P1,2024-02-28,2024-03-29,300,12.82,Closed,
PO-0007610,SUP-14036,SC-503,P5,2026-06-01,2026-07-16,1200,15.76,Closed,
PO-0007611,SUP-12051,CB-294,P3,2024-12-16,2025-01-30,50,15.36,Closed,
PO-0007612,SUP-05393,FL-564,P8,2026-05-15,2026-06-29,300,180.86,Partial,
PO-0007613,SUP-07627,SC-870,P1,2025-09-24,2025-10-15,1200,120.91,Closed,
PO-0007614,SUP-01539,FL-1004,P4,2025-08-03,2025-10-02,500,64.2,Open,
PO-0007615,SUP-05476,ST-1031,P7,2025-08-11,2025-09-10,800,53.06,Closed,
PO-0007616,SUP-04519,BR-250,P11,2026-07-05,2026-08-04,1200,158.69,Partial,
PO-0007617,SUP-11302,EN-1099,P1,2026-08-24,2026-10-08,50,12.73,Closed,
PO-0007618,SUP-10386,BR-884,P1,2026-05-04,2026-05-18,1200,25.0,Partial,
PO-0007619,SUP-07199,TR-192,P6,2025-02-08,2025-02-22,200,134.9,Closed,
PO-0007620,SUP-14777,EN-1208,P2,2024-06-17,,500,11.02,Closed,
PO-0007621,SUP-01121,SC-1313,P2,2025-09-07,2025-11-06,100,51.76,Closed,
PO-0007622,SUP-12339,TR-939,P11,2024-03-11,2024-05-10,200,102.09,Closed,
PO-0007623,SUP-11316,EC-961,P9,2025-02-15,2025-03-01,300,16.71,Late,
PO-0007624,SUP-12624,TR-116,P6,2026-02-06,2026-03-08,300,18.16,Closed,
PO-0007625,SUP-14438,TR-1154,P2,2025-10-05,,100,30.87,Closed,
PO-0007626,SUP-00293,FL-369,P10,2024-09-18,2024-10-02,50,58.07,Late,
PO-0007627,SUP-10715,BR-204,P4,2026-03-09,2026-03-23,500,10.62,Open,
PO-0007628,SUP-10526,CB-575,P12,2024-10-12,2024-11-02,200,,Closed,
PO-0007629,SUP-06298,CB-822,P6,2025-12-17,2026-02-15,1200,14.38,Closed,
PO-0007630,SUP-10907,ST-962,P8,2024-11-28,2024-12-12,200,68.46,Late,
PO-0007631,SUP-09333,CH-1181,P6,2026-04-14,2026-05-05,200,,Open,
PO-0007632,SUP-09030,EC-799,P2,2025-09-20,2025-11-04,1200,6.41,Partial,
PO-0007633,SUP-06854,CH-1212,P4,2026-03-10,2026-03-24,1200,19.69,Closed,
PO-0007634,SUP-08726,FT-897,P7,2024-04-06,2024-05-21,50,34.53,Closed,
PO-0007635,SUP-10251,ST-127,P7,2024-10-24,2024-12-23,500,12.82,Closed,
PO-0007636,SUP-05931,EC-128,P9,2024-03-24,2024-04-23,300,2.57,Closed,
PO-0007637,SUP-12139,CH-228,P2,2024-04-20,2024-06-04,300,14.66,Open,
PO-0007638,SUP-00668,EN-799,P12,2024-05-02,2024-06-01,100,24.57,Partial,
PO-0007639,SUP-05646,FL-263,P8,2025-12-26,2026-02-24,100,36.3,Open,
PO-0007640,SUP-05884,FL-982,P4,2026-07-27,2026-08-26,300,37.03,Partial,
PO-0007641,SUP-01505,EL-1265,P11,2024-09-02,2024-10-17,1200,,Closed,
PO-0007642,SUP-12641,EC-191,P8,2026-01-07,2026-01-28,100,11.19,Closed,
PO-0007643,SUP-06400,EN-381,P12,2026-05-03,2026-07-02,100,36.43,Closed,
PO-0007644,SUP-14542,FT-492,P1,2024-07-20,2024-08-19,300,26.87,Open,
PO-0007645,SUP-04037,FL-950,P6,2025-09-07,2025-10-07,200,4.8,Open,
PO-0007646,SUP-12837,EL-425,P2,2026-06-05,2026-07-20,50,,Open,
PO-0007647,SUP-01421,CH-866,P8,2026-01-27,2026-02-10,800,39.16,Closed,
PO-0007648,SUP-14373,EN-1029,P10,2025-11-25,2025-12-25,1200,22.85,Closed,
PO-0007649,SUP-14424,EN-850,P12,2025-12-03,2026-01-02,300,13.12,Closed,
PO-0007650,SUP-03967,CH-448,P5,2024-10-19,2024-12-18,1200,92.88,Closed,
PO-0007651,SUP-09119,ST-1066,P4,2025-07-26,2025-09-09,1200,14.25,Closed,
PO-0007652,SUP-08047,EN-497,P1,2025-04-17,2025-05-08,100,3.1,Closed,
PO-0007653,SUP-01471,TR-425,P11,2024-08-07,2024-09-21,800,109.14,Open,
PO-0007654,SUP-12834,SC-148,P11,2025-03-08,2025-04-07,300,13.54,Closed,
PO-0007655,SUP-04512,EL-692,P10,2024-12-05,2025-02-03,200,149.76,Partial,
PO-0007656,SUP-12685,BR-1307,P8,2024-08-28,2024-10-27,1200,22.72,Closed,
PO-0007657,SUP-09745,SC-372,P6,2024-03-17,2024-05-16,100,44.98,Open,
PO-0007658,SUP-06995,EL-310,P3,2024-12-09,2025-01-23,300,9.45,Partial,
