part_id,part_name,part_category,unit_of_measure,unit_cost,lead_time_days,safety_stock_qty,is_critical,min_order_qty,part_status,weight_kg,part_notes
EN-846,Fuel Injector 846,Engine,EA,35.94,35.0,200,False,100.0,New,2.87,
EN-847,Piston Assembly 847,Engine,EA,52.38,45.0,50,False,50.0,Active,5.04,
EN-848,Oil Pump 848,Engine,EA,27.33,45.0,25,False,25.0,Active,5.21,
EN-849,Cylinder Head 849,Engine,EA,33.39,35.0,100,False,100.0,Active,5.97,
EN-850,Engine Mount 850,Engine,EA,13.71,14.0,50,False,10.0,Active,0.08,
EN-851,Cylinder Head 851,Engine,EA,134.15,21.0,75,False,50.0,Active,5.95,
EN-852,Oil Pump 852,Engine,EA,46.37,14.0,100,False,1.0,Active,2.24,
EN-853,Exhaust Manifold 853,Engine,EA,41.05,35.0,200,False,1.0,Active,0.82,
EN-854,Camshaft 854,Engine,EA,2.87,90.0,300,False,5.0,Active,6.96,
EN-855,Air Filter Housing 855,Engine,EA,11.2,7.0,75,False,10.0,Active,1.92,
EN-856,Crankshaft Sensor Bracket 856,Engine,L,16.17,28.0,50,False,100.0,Active,12.55,
EN-857,Crankshaft Sensor Bracket 857,Engine,L,17.42,21.0,200,False,,Active,0.94,
EN-858,Camshaft 858,Engine,EA,4.78,14.0,500,False,25.0,Active,1.02,
EN-859,Engine Mount 859,Engine,EA,17.67,60.0,75,False,25.0,Active,,
EN-860,Crankshaft Sensor Bracket 860,Engine,EA,4.61,28.0,25,False,5.0,Active,6.84,
EN-861,Camshaft 861,Engine,KG,8.41,,150,False,50.0,Active,1.87,
EN-862,Camshaft 862,Engine,EA,80.07,45.0,300,False,50.0,New,0.65,
EN-863,Air Filter Housing 863,Engine,EA,89.79,45.0,75,False,25.0,Active,22.88,
EN-864,Oil Pump 864,Engine,EA,78.93,21.0,500,False,10.0,Active,0.97,
EN-865,Oil Pump 865,Engine,EA,79.65,,150,False,50.0,Active,10.09,
EN-866,Oil Pump 866,Engine,L,50.85,,500,False,100.0,Active,5.06,
EN-867,Cylinder Head 867,Engine,EA,,90.0,200,False,50.0,Active,,
EN-868,Piston Assembly 868,Engine,KG,41.08,45.0,75,False,10.0,Active,16.09,
EN-869,Cylinder Head 869,Engine,EA,46.4,14.0,75,False,5.0,Active,0.95,
EN-870,Camshaft 870,Engine,L,23.24,14.0,500,False,1.0,Active,1.35,
EN-871,Piston Assembly 871,Engine,EA,5.88,21.0,25,False,100.0,EOL,2.59,
EN-872,Crankshaft Sensor Bracket 872,Engine,EA,15.96,28.0,50,False,25.0,Active,0.59,
EN-873,Turbocharger Unit 873,Engine,EA,23.81,28.0,75,False,10.0,Active,1.26,
EN-874,Cylinder Head 874,Engine,EA,9.78,35.0,25,False,25.0,Active,9.98,
EN-875,Cylinder Head 875,Engine,L,127.79,60.0,200,False,10.0,New,1.49,
EN-876,Air Filter Housing 876,Engine,EA,,35.0,150,False,1.0,Active,9.28,
EN-877,Oil Pump 877,Engine,EA,89.53,21.0,100,False,1.0,Active,,
EN-878,Exhaust Manifold 878,Engine,EA,3.2,14.0,150,False,5.0,Active,5.2,
EN-879,Crankshaft Sensor Bracket 879,Engine,EA,15.5,14.0,200,False,5.0,Active,9.76,
EN-880,Exhaust Manifold 880,Engine,EA,41.29,28.0,300,False,1.0,Active,12.63,
EN-881,Oil Pump 881,Engine,EA,27.05,35.0,300,False,25.0,Active,4.76,
EN-882,Piston Assembly 882,Engine,EA,8.48,14.0,100,False,100.0,EOL,3.47,
EN-883,Cylinder Head 883,Engine,EA,19.87,60.0,25,False,100.0,New,2.59,
EN-884,Oil Pump 884,Engine,EA,12.32,28.0,150,False,5.0,Active,3.06,
EN-885,Cylinder Head 885,Engine,EA,8.6,60.0,100,False,25.0,NRND,0.99,
EN-886,Camshaft 886,Engine,EA,13.84,75.0,25,False,50.0,Active,1.44,
EN-887,Turbocharger Unit 887,Engine,EA,16.32,14.0,50,False,100.0,New,0.61,
EN-888,Oil Pump 888,Engine,M,41.4,60.0,75,False,50.0,Active,1.8,
EN-889,Fuel Injector 889,Engine,KG,25.06,,75,False,5.0,Active,1.06,
EN-890,Crankshaft Sensor Bracket 890,Engine,EA,26.88,14.0,300,False,25.0,New,0.74,
EN-891,Turbocharger Unit 891,Engine,EA,19.37,7.0,100,False,10.0,Active,0.44,
EN-892,Oil Pump 892,Engine,EA,81.31,35.0,50,True,1.0,Active,3.93,
EN-893,Fuel Injector 893,Engine,EA,24.58,28.0,300,False,10.0,Active,0.7,
EN-894,Fuel Injector 894,Engine,EA,3.39,35.0,150,False,10.0,Active,0.76,
EN-895,Crankshaft Sensor Bracket 895,Engine,EA,35.59,21.0,25,False,10.0,Active,3.7,
EN-896,Oil Pump 896,Engine,EA,15.4,14.0,200,False,1.0,EOL,115.05,
EN-897,Turbocharger Unit 897,Engine,EA,50.37,14.0,200,False,10.0,Active,11.84,
EN-898,Air Filter Housing 898,Engine,EA,21.19,14.0,150,False,50.0,EOL,11.15,
EN-899,Piston Assembly 899,Engine,KG,54.16,7.0,500,False,10.0,Active,8.4,
EN-900,Fuel Injector 900,Engine,EA,89.33,,300,False,1.0,Active,2.47,
EN-901,Exhaust Manifold 901,Engine,EA,20.84,28.0,100,False,50.0,Active,6.84,
EN-902,Oil Pump 902,Engine,EA,6.25,14.0,75,False,10.0,Active,1.43,
EN-903,Air Filter Housing 903,Engine,EA,2.17,45.0,200,False,1.0,Active,0.28,
EN-904,Air Filter Housing 904,Engine,EA,26.06,45.0,200,False,25.0,Active,2.98,
EN-905,Air Filter Housing 905,Engine,EA,64.96,45.0,500,False,25.0,Active,13.99,
EN-906,Camshaft 906,Engine,EA,11.87,14.0,200,False,1.0,Active,,
EN-907,Turbocharger Unit 907,Engine,EA,118.63,45.0,300,False,5.0,Active,4.73,
EN-908,Fuel Injector 908,Engine,EA,24.52,35.0,200,False,10.0,Active,17.85,
EN-909,Oil Pump 909,Engine,L,,21.0,25,False,,Active,2.41,
EN-910,Air Filter Housing 910,Engine,KG,77.46,45.0,25,False,25.0,Active,0.26,
EN-911,Piston Assembly 911,Engine,EA,4.96,21.0,75,False,1.0,Active,37.01,
EN-912,Piston Assembly 912,Engine,EA,70.94,90.0,500,False,50.0,New,2.2,
EN-913,Engine Mount 913,Engine,KG,9.28,28.0,300,False,25.0,Active,1.03,
EN-914,Air Filter Housing 914,Engine,EA,22.44,90.0,100,False,10.0,New,3.58,
EN-915,Piston Assembly 915,Engine,M,9.34,21.0,75,False,100.0,EOL,8.67,
EN-916,Exhaust Manifold 916,Engine,EA,17.69,28.0,50,False,10.0,Active,5.34,
EN-917,Fuel Injector 917,Engine,KG,5.87,14.0,100,False,5.0,Active,66.29,
EN-918,Turbocharger Unit 918,Engine,KG,15.68,21.0,75,False,,EOL,1.17,
EN-919,Turbocharger Unit 919,Engine,EA,84.28,60.0,150,False,100.0,Active,8.67,
EN-920,Exhaust Manifold 920,Engine,EA,47.29,35.0,75,False,25.0,Active,0.73,
EN-921,Oil Pump 921,Engine,EA,5.5,28.0,100,False,25.0,Active,2.74,
EN-922,Piston Assembly 922,Engine,EA,3.93,21.0,100,False,25.0,EOL,1.61,
EN-923,Cylinder Head 923,Engine,M,72.69,60.0,75,False,10.0,New,0.38,
EN-924,Piston Assembly 924,Engine,L,6.25,21.0,25,False,100.0,New,7.27,
EN-925,Crankshaft Sensor Bracket 925,Engine,EA,,14.0,200,False,50.0,Active,1.55,
EN-926,Engine Mount 926,Engine,M,18.27,21.0,50,False,100.0,New,0.77,
EN-927,Exhaust Manifold 927,Engine,EA,100.87,45.0,200,False,100.0,Active,0.89,
EN-928,Exhaust Manifold 928,Engine,L,13.44,75.0,100,False,25.0,Active,24.04,
EN-929,Exhaust Manifold 929,Engine,EA,260.32,14.0,500,False,25.0,Active,3.99,
EN-930,Cylinder Head 930,Engine,EA,18.25,7.0,150,False,100.0,Active,2.11,
EN-931,Crankshaft Sensor Bracket 931,Engine,M,97.07,7.0,500,False,10.0,Active,8.35,
EN-932,Engine Mount 932,Engine,EA,7.07,14.0,25,False,10.0,Active,0.79,
EN-933,Air Filter Housing 933,Engine,EA,44.6,60.0,200,False,10.0,Active,3.42,
EN-934,Air Filter Housing 934,Engine,EA,19.25,60.0,300,False,5.0,EOL,2.49,
EN-935,Oil Pump 935,Engine,L,33.09,45.0,25,False,1.0,Active,2.6,
EN-936,Exhaust Manifold 936,Engine,EA,10.06,60.0,50,False,1.0,Active,11.29,
EN-937,Engine Mount 937,Engine,EA,16.52,45.0,200,False,50.0,New,3.07,
EN-938,Oil Pump 938,Engine,M,51.05,60.0,50,False,5.0,Active,13.28,
EN-939,Exhaust Manifold 939,Engine,KG,2.91,45.0,200,False,100.0,Active,0.4,
EN-940,Exhaust Manifold 940,Engine,KG,49.93,45.0,500,False,50.0,Active,1.67,
EN-941,Fuel Injector 941,Engine,EA,12.89,28.0,50,False,100.0,Active,14.93,
EN-942,Exhaust Manifold 942,Engine,EA,39.63,7.0,25,False,10.0,Active,4.88,
EN-943,Piston Assembly 943,Engine,EA,15.02,28.0,75,False,25.0,Active,0.18,
EN-944,Cylinder Head 944,Engine,KG,27.97,75.0,300,False,10.0,Active,1.91,
EN-945,Cylinder Head 945,Engine,EA,47.17,45.0,300,False,1.0,Active,7.18,
EN-946,Oil Pump 946,Engine,EA,46.83,28.0,500,False,50.0,Active,0.72,
EN-947,Piston Assembly 947,Engine,EA,11.33,45.0,500,True,1.0,Active,1.79,
EN-948,Turbocharger Unit 948,Engine,EA,,35.0,25,False,,EOL,15.21,
EN-949,Cylinder Head 949,Engine,EA,497.1,28.0,150,False,50.0,Active,40.61,
EN-950,Turbocharger Unit 950,Engine,EA,23.49,28.0,25,False,100.0,Active,0.72,
EN-951,Crankshaft Sensor Bracket 951,Engine,EA,24.13,28.0,100,False,25.0,Active,12.06,
EN-952,Piston Assembly 952,Engine,EA,17.63,28.0,75,False,1.0,Active,14.89,
EN-953,Turbocharger Unit 953,Engine,EA,28.44,60.0,200,False,1.0,NRND,0.75,
EN-954,Fuel Injector 954,Engine,EA,2.75,60.0,200,False,10.0,Active,3.58,
EN-955,Engine Mount 955,Engine,EA,73.51,45.0,500,False,25.0,Active,,
EN-956,Air Filter Housing 956,Engine,EA,341.56,14.0,300,False,,Active,14.58,
EN-957,Exhaust Manifold 957,Engine,EA,7.15,14.0,25,False,10.0,Active,1.02,
EN-958,Air Filter Housing 958,Engine,EA,,21.0,500,False,1.0,Active,47.35,
EN-959,Oil Pump 959,Engine,EA,15.28,90.0,75,False,5.0,New,9.29,
EN-960,Fuel Injector 960,Engine,EA,35.0,90.0,200,False,1.0,Active,12.89,
EN-961,Cylinder Head 961,Engine,L,26.37,21.0,25,False,5.0,Active,29.48,
EN-962,Oil Pump 962,Engine,EA,62.18,60.0,50,False,10.0,Active,1.46,
EN-963,Oil Pump 963,Engine,M,145.48,35.0,300,False,1.0,Active,27.37,
EN-964,Air Filter Housing 964,Engine,EA,147.18,28.0,200,False,50.0,Active,1.52,
EN-965,Piston Assembly 965,Engine,KG,14.28,21.0,25,False,100.0,Active,0.42,
EN-966,Cylinder Head 966,Engine,EA,72.31,35.0,75,False,1.0,Active,0.79,
EN-967,Oil Pump 967,Engine,L,6.08,14.0,200,False,25.0,Active,2.78,
EN-968,Exhaust Manifold 968,Engine,EA,485.32,21.0,25,False,100.0,Active,9.22,
EN-969,Cylinder Head 969,Engine,KG,27.46,7.0,75,False,1.0,Active,1.26,
EN-970,Engine Mount 970,Engine,EA,37.88,,100,False,25.0,Active,2.77,
EN-971,Piston Assembly 971,Engine,EA,116.69,7.0,200,False,1.0,Active,0.35,
EN-972,Crankshaft Sensor Bracket 972,Engine,KG,17.1,7.0,75,False,50.0,Active,1.58,
EN-973,Cylinder Head 973,Engine,KG,27.61,7.0,75,False,5.0,Active,6.2,
EN-974,Turbocharger Unit 974,Engine,EA,29.58,75.0,300,False,50.0,Active,24.73,
EN-975,Oil Pump 975,Engine,KG,18.87,60.0,50,False,10.0,Active,3.55,
EN-976,Turbocharger Unit 976,Engine,EA,112.77,21.0,25,False,100.0,Active,17.88,
EN-977,Piston Assembly 977,Engine,EA,10.85,7.0,300,False,100.0,Active,1.59,
EN-978,Fuel Injector 978,Engine,EA,176.64,21.0,100,False,5.0,Active,1.1,
EN-979,Turbocharger Unit 979,Engine,KG,16.28,35.0,200,False,50.0,Active,8.03,
EN-980,Oil Pump 980,Engine,KG,7.73,7.0,50,False,1.0,New,0.23,
EN-981,Exhaust Manifold 981,Engine,EA,2.82,28.0,25,False,25.0,Active,4.68,
EN-982,Exhaust Manifold 982,Engine,EA,42.02,14.0,500,False,25.0,Active,7.39,
EN-983,Oil Pump 983,Engine,L,155.15,35.0,50,False,25.0,EOL,1.41,
EN-984,Air Filter Housing 984,Engine,L,44.16,60.0,200,False,1.0,Active,13.04,
EN-985,Piston Assembly 985,Engine,EA,31.28,21.0,200,False,25.0,Active,2.29,
EN-986,Air Filter Housing 986,Engine,EA,53.29,60.0,150,False,1.0,Active,1.56,
EN-987,Oil Pump 987,Engine,EA,28.01,35.0,100,False,10.0,Active,0.51,
EN-988,Engine Mount 988,Engine,KG,12.13,75.0,25,False,1.0,Active,4.13,
EN-989,Oil Pump 989,Engine,EA,66.72,14.0,100,False,100.0,Active,0.26,
EN-990,Crankshaft Sensor Bracket 990,Engine,EA,,60.0,100,False,1.0,Active,2.82,
EN-991,Crankshaft Sensor Bracket 991,Engine,EA,243.6,14.0,50,False,5.0,Active,2.49,
EN-992,Air Filter Housing 992,Engine,EA,15.81,14.0,100,False,25.0,Active,15.91,
EN-993,Air Filter Housing 993,Engine,KG,23.63,21.0,150,False,50.0,Active,1.96,
EN-994,Piston Assembly 994,Engine,EA,18.14,60.0,500,False,50.0,Active,7.52,
EN-995,Exhaust Manifold 995,Engine,EA,16.67,45.0,300,False,1.0,Active,12.79,
EN-996,Fuel Injector 996,Engine,EA,30.31,14.0,500,False,,EOL,1.4,
EN-997,Engine Mount 997,Engine,KG,97.95,,75,True,10.0,Active,0.71,
EN-998,Camshaft 998,Engine,EA,7.45,21.0,500,False,1.0,EOL,0.87,
EN-999,Exhaust Manifold 999,Engine,EA,22.99,35.0,500,False,10.0,Active,3.91,
EN-1000,Oil Pump 1000,Engine,EA,71.92,35.0,300,False,5.0,Active,3.6,
EN-1001,Fuel Injector 1001,Engine,EA,87.39,28.0,50,False,10.0,Active,0.46,
EN-1002,Piston Assembly 1002,Engine,EA,15.91,7.0,100,False,50.0,EOL,14.69,
EN-1003,Cylinder Head 1003,Engine,EA,7.57,21.0,300,False,25.0,Active,0.16,
EN-1004,Exhaust Manifold 1004,Engine,EA,22.4,,300,False,50.0,Active,3.96,
EN-1005,Exhaust Manifold 1005,Engine,EA,8.96,28.0,100,False,,EOL,3.54,
EN-1006,Fuel Injector 1006,Engine,EA,7.65,14.0,50,False,10.0,Active,0.36,
EN-1007,Oil Pump 1007,Engine,EA,21.23,21.0,500,False,10.0,Active,0.5,
EN-1008,Exhaust Manifold 1008,Engine,EA,54.3,35.0,75,False,25.0,Active,1.21,
EN-1009,Fuel Injector 1009,Engine,EA,25.9,35.0,150,False,25.0,Active,1.58,
EN-1010,Turbocharger Unit 1010,Engine,EA,90.65,90.0,100,False,50.0,New,25.25,
EN-1011,Air Filter Housing 1011,Engine,EA,1.43,28.0,100,False,50.0,New,4.58,
EN-1012,Crankshaft Sensor Bracket 1012,Engine,L,13.22,35.0,200,False,10.0,Active,4.43,
EN-1013,Air Filter Housing 1013,Engine,EA,38.37,60.0,75,False,100.0,Active,5.99,
EN-1014,Oil Pump 1014,Engine,EA,,60.0,100,False,10.0,Active,46.23,
EN-1015,Turbocharger Unit 1015,Engine,EA,43.67,45.0,200,False,50.0,Active,1.63,
EN-1016,Exhaust Manifold 1016,Engine,EA,40.0,14.0,200,False,25.0,Active,4.9,
EN-1017,Engine Mount 1017,Engine,EA,11.27,21.0,150,False,25.0,Active,8.68,
EN-1018,Air Filter Housing 1018,Engine,EA,12.29,7.0,200,False,5.0,EOL,11.78,
EN-1019,Piston Assembly 1019,Engine,EA,11.21,35.0,50,False,5.0,Active,0.32,
EN-1020,Air Filter Housing 1020,Engine,KG,66.26,14.0,150,False,100.0,Active,11.56,
EN-1021,Camshaft 1021,Engine,EA,4.67,14.0,50,False,1.0,Active,3.83,
EN-1022,Engine Mount 1022,Engine,EA,390.2,14.0,25,False,5.0,New,0.84,
EN-1023,Camshaft 1023,Engine,EA,28.04,7.0,75,False,50.0,Active,3.5,
EN-1024,Camshaft 1024,Engine,EA,21.96,75.0,25,False,100.0,Active,3.74,
EN-1025,Piston Assembly 1025,Engine,EA,19.38,14.0,150,False,50.0,Active,6.6,
EN-1026,Turbocharger Unit 1026,Engine,EA,11.07,21.0,75,False,100.0,Active,3.88,
EN-1027,Camshaft 1027,Engine,EA,13.72,14.0,150,False,5.0,New,,
EN-1028,Engine Mount 1028,Engine,KG,11.24,35.0,50,False,100.0,Active,7.76,
EN-1029,Air Filter Housing 1029,Engine,EA,22.84,7.0,100,False,10.0,Active,1.44,
EN-1030,Oil Pump 1030,Engine,EA,14.79,60.0,200,False,100.0,Active,0.04,
EN-1031,Engine Mount 1031,Engine,KG,,60.0,100,False,10.0,EOL,195.0,
EN-1032,Crankshaft Sensor Bracket 1032,Engine,EA,11.33,7.0,50,False,50.0,Active,4.44,
EN-1033,Fuel Injector 1033,Engine,KG,3.0,7.0,100,False,25.0,Active,1.76,
EN-1034,Air Filter Housing 1034,Engine,EA,50.73,35.0,100,False,100.0,Active,67.62,
EN-1035,Piston Assembly 1035,Engine,EA,16.17,21.0,100,False,50.0,Active,,
EN-1036,Camshaft 1036,Engine,EA,12.81,35.0,50,False,10.0,Active,2.14,
EN-1037,Oil Pump 1037,Engine,EA,68.71,35.0,50,False,25.0,EOL,4.47,
EN-1038,Camshaft 1038,Engine,EA,35.73,45.0,200,False,25.0,Active,3.64,
EN-1039,Piston Assembly 1039,Engine,EA,29.51,28.0,300,False,10.0,Active,1.48,
EN-1040,Engine Mount 1040,Engine,EA,61.71,14.0,500,False,5.0,Active,7.88,
EN-1041,Crankshaft Sensor Bracket 1041,Engine,EA,65.71,21.0,200,False,100.0,Active,0.89,
EN-1042,Fuel Injector 1042,Engine,EA,,14.0,50,False,100.0,Active,1.6,
EN-1043,Crankshaft Sensor Bracket 1043,Engine,EA,38.53,21.0,25,False,,EOL,3.5,
EN-1044,Air Filter Housing 1044,Engine,M,13.3,35.0,500,False,5.0,Active,0.21,
EN-1045,Engine Mount 1045,Engine,EA,23.68,7.0,300,False,100.0,New,4.28,
EN-1046,Fuel Injector 1046,Engine,EA,18.12,35.0,150,False,50.0,Active,4.12,
EN-1047,Cylinder Head 1047,Engine,M,36.12,45.0,500,False,100.0,NRND,0.35,
EN-1048,Crankshaft Sensor Bracket 1048,Engine,EA,,60.0,50,False,50.0,Active,0.31,
EN-1049,Camshaft 1049,Engine,EA,9.61,,150,False,50.0,EOL,0.19,
EN-1050,Exhaust Manifold 1050,Engine,EA,32.42,7.0,150,False,100.0,Active,6.44,
EN-1051,Air Filter Housing 1051,Engine,KG,9.45,7.0,150,False,50.0,Active,3.57,
EN-1052,Air Filter Housing 1052,Engine,EA,20.63,60.0,75,False,5.0,Active,4.93,
EN-1053,Fuel Injector 1053,Engine,EA,3.62,7.0,300,False,5.0,NRND,9.39,
EN-1054,Cylinder Head 1054,Engine,EA,27.48,28.0,500,False,100.0,Active,1.33,
EN-1055,Oil Pump 1055,Engine,KG,162.67,35.0,75,False,10.0,New,9.4,
EN-1056,Crankshaft Sensor Bracket 1056,Engine,L,4.4,60.0,75,False,10.0,Active,1.62,
EN-1057,Turbocharger Unit 1057,Engine,KG,4.61,75.0,200,False,10.0,Active,126.28,
EN-1058,Oil Pump 1058,Engine,EA,26.52,28.0,200,False,50.0,Active,1.08,
EN-1059,Air Filter Housing 1059,Engine,L,46.22,60.0,100,False,1.0,Active,5.47,
EN-1060,Air Filter Housing 1060,Engine,EA,14.38,14.0,50,False,1.0,Active,16.95,
EN-1061,Piston Assembly 1061,Engine,KG,512.65,,100,False,1.0,Active,2.01,
EN-1062,Fuel Injector 1062,Engine,L,,,500,False,25.0,Active,2.41,
EN-1063,Exhaust Manifold 1063,Engine,EA,14.16,7.0,75,False,,Active,0.33,
EN-1064,Cylinder Head 1064,Engine,EA,28.96,90.0,100,False,1.0,Active,66.86,
EN-1065,Turbocharger Unit 1065,Engine,EA,6.16,7.0,75,False,,Active,2.21,
EN-1066,Oil Pump 1066,Engine,EA,16.81,7.0,500,False,5.0,Active,1.7,
EN-1067,Crankshaft Sensor Bracket 1067,Engine,EA,17.33,35.0,50,False,5.0,Active,1.6,
EN-1068,Fuel Injector 1068,Engine,EA,12.04,,50,False,50.0,New,1.52,
EN-1069,Crankshaft Sensor Bracket 1069,Engine,KG,14.2,28.0,100,False,1.0,Active,0.21,
EN-1070,Engine Mount 1070,Engine,EA,7.82,60.0,200,True,50.0,Active,2.77,
EN-1071,Piston Assembly 1071,Engine,EA,46.34,45.0,300,False,10.0,Active,0.42,
EN-1072,Cylinder Head 1072,Engine,EA,56.56,21.0,150,False,5.0,Active,3.4,
EN-1073,Piston Assembly 1073,Engine,EA,52.33,28.0,300,False,10.0,Active,5.95,
EN-1074,Air Filter Housing 1074,Engine,EA,35.81,60.0,100,False,5.0,New,0.05,
EN-1075,Piston Assembly 1075,Engine,KG,29.67,21.0,75,False,5.0,Active,4.54,
EN-1076,Turbocharger Unit 1076,Engine,EA,12.99,21.0,500,False,25.0,Active,0.25,
EN-1077,Air Filter Housing 1077,Engine,EA,63.03,7.0,100,False,1.0,Active,19.7,
EN-1078,Oil Pump 1078,Engine,M,77.56,14.0,75,False,5.0,Active,4.29,
EN-1079,Crankshaft Sensor Bracket 1079,Engine,L,41.37,75.0,300,False,50.0,Active,,
EN-1080,Oil Pump 1080,Engine,EA,45.56,35.0,300,False,50.0,Active,15.04,
EN-1081,Engine Mount 1081,Engine,EA,28.77,21.0,150,False,10.0,EOL,5.47,
EN-1082,Air Filter Housing 1082,Engine,EA,8.84,45.0,300,False,100.0,Active,0.43,
EN-1083,Air Filter Housing 1083,Engine,KG,6.13,7.0,300,False,5.0,Active,1.07,
EN-1084,Cylinder Head 1084,Engine,EA,125.53,90.0,150,False,25.0,Active,3.33,
EN-1085,Air Filter Housing 1085,Engine,EA,145.46,75.0,500,False,50.0,New,14.68,
EN-1086,Crankshaft Sensor Bracket 1086,Engine,EA,158.37,28.0,100,False,10.0,Active,5.03,
EN-1087,Turbocharger Unit 1087,Engine,EA,69.5,21.0,150,False,5.0,Active,3.82,
EN-1088,Engine Mount 1088,Engine,EA,48.67,7.0,200,False,10.0,Active,1.34,
EN-1089,Cylinder Head 1089,Engine,EA,42.11,14.0,200,False,1.0,Active,2.9,
EN-1090,Exhaust Manifold 1090,Engine,EA,12.44,28.0,200,False,1.0,Active,1.73,
EN-1091,Crankshaft Sensor Bracket 1091,Engine,EA,24.65,35.0,200,False,25.0,Active,1.6,
EN-1092,Turbocharger Unit 1092,Engine,EA,22.48,14.0,100,False,50.0,Active,7.45,
EN-1093,Piston Assembly 1093,Engine,EA,20.74,28.0,50,False,50.0,Active,3.37,
EN-1094,Oil Pump 1094,Engine,KG,27.16,7.0,100,True,1.0,Active,16.56,
EN-1095,Engine Mount 1095,Engine,L,121.09,14.0,50,False,5.0,Active,0.37,
EN-1096,Camshaft 1096,Engine,L,,28.0,25,False,100.0,Active,11.95,
EN-1097,Crankshaft Sensor Bracket 1097,Engine,EA,87.13,21.0,100,False,5.0,Active,4.45,
EN-1098,Oil Pump 1098,Engine,EA,2.41,35.0,500,True,50.0,Active,10.5,
EN-1099,Fuel Injector 1099,Engine,EA,12.21,14.0,500,False,50.0,Active,2.97,
EN-1100,Oil Pump 1100,Engine,KG,7.08,45.0,25,False,100.0,Active,0.58,
EN-1101,Oil Pump 1101,Engine,KG,31.81,14.0,200,False,,Active,2.07,
EN-1102,Exhaust Manifold 1102,Engine,KG,,14.0,150,False,5.0,Active,,
EN-1103,Exhaust Manifold 1103,Engine,EA,117.59,7.0,500,False,50.0,Active,1.72,
EN-1104,Air Filter Housing 1104,Engine,EA,30.74,28.0,25,False,10.0,Active,0.75,
EN-1105,Turbocharger Unit 1105,Engine,EA,4.52,35.0,75,True,1.0,Active,0.4,
EN-1106,Air Filter Housing 1106,Engine,EA,1.22,21.0,300,False,50.0,Active,0.33,
EN-1107,Crankshaft Sensor Bracket 1107,Engine,EA,17.8,75.0,200,False,5.0,Active,0.27,
EN-1108,Air Filter Housing 1108,Engine,EA,4.06,7.0,150,False,1.0,Active,0.21,
EN-1109,Camshaft 1109,Engine,EA,145.86,90.0,75,False,50.0,Active,13.32,
EN-1110,Camshaft 1110,Engine,EA,179.77,90.0,300,False,100.0,Active,3.87,
EN-1111,Crankshaft Sensor Bracket 1111,Engine,EA,12.13,28.0,500,False,,Active,12.75,
EN-1112,Crankshaft Sensor Bracket 1112,Engine,EA,55.01,60.0,500,False,5.0,Active,18.7,
EN-1113,Engine Mount 1113,Engine,KG,14.53,14.0,100,False,,Active,0.4,
EN-1114,Air Filter Housing 1114,Engine,KG,78.15,21.0,500,False,5.0,EOL,1.01,
EN-1115,Camshaft 1115,Engine,KG,7.66,28.0,50,False,5.0,Active,0.9,
EN-1116,Cylinder Head 1116,Engine,EA,19.31,21.0,25,False,,Active,1.86,
EN-1117,Cylinder Head 1117,Engine,EA,2.34,,50,False,50.0,Active,2.09,
EN-1118,Exhaust Manifold 1118,Engine,KG,33.7,28.0,50,False,50.0,Active,2.0,
EN-1119,Engine Mount 1119,Engine,EA,3.61,7.0,200,False,5.0,Active,,
EN-1120,Cylinder Head 1120,Engine,KG,53.47,21.0,300,False,5.0,Active,1.73,
EN-1121,Engine Mount 1121,Engine,EA,64.24,60.0,25,False,1.0,Active,1.33,
EN-1122,Fuel Injector 1122,Engine,EA,15.21,35.0,100,False,10.0,Active,2.06,
EN-1123,Camshaft 1123,Engine,EA,215.74,21.0,300,False,1.0,Active,4.41,
EN-1124,Air Filter Housing 1124,Engine,EA,17.22,,300,False,1.0,Active,14.04,
EN-1125,Engine Mount 1125,Engine,KG,26.63,75.0,25,False,50.0,Active,1.46,
EN-1126,Engine Mount 1126,Engine,KG,17.3,14.0,300,False,25.0,Active,2.8,
EN-1127,Turbocharger Unit 1127,Engine,L,23.81,28.0,75,False,25.0,Active,5.52,
EN-1128,Air Filter Housing 1128,Engine,L,13.0,21.0,25,False,100.0,Active,6.59,
EN-1129,Fuel Injector 1129,Engine,EA,27.0,21.0,150,False,5.0,Active,2.25,
EN-1130,Turbocharger Unit 1130,Engine,EA,17.67,,75,False,1.0,EOL,0.15,
EN-1131,Crankshaft Sensor Bracket 1131,Engine,KG,8.22,,200,False,50.0,Active,2.54,
EN-1132,Exhaust Manifold 1132,Engine,KG,59.24,28.0,100,False,10.0,Active,0.75,
EN-1133,Camshaft 1133,Engine,EA,66.86,14.0,50,False,10.0,Active,3.22,
EN-1134,Piston Assembly 1134,Engine,EA,10.49,21.0,500,True,10.0,Active,38.68,
EN-1135,Air Filter Housing 1135,Engine,EA,58.86,,150,False,,EOL,23.52,
EN-1136,Piston Assembly 1136,Engine,L,17.67,7.0,100,False,5.0,EOL,4.25,
EN-1137,Crankshaft Sensor Bracket 1137,Engine,EA,24.0,14.0,75,False,25.0,Active,18.3,
EN-1138,Air Filter Housing 1138,Engine,EA,37.8,60.0,25,False,10.0,Active,2.47,
EN-1139,Fuel Injector 1139,Engine,KG,54.21,14.0,300,False,100.0,Active,7.14,
EN-1140,Turbocharger Unit 1140,Engine,EA,10.1,14.0,200,False,10.0,EOL,2.44,
