supplier_id,supplier_name,supplier_country,supplier_region,supplier_tier,risk_rating,onboarding_date,certification_status,payment_terms,active_flag,supplier_notes
SUP-02573,Vertex Hydraulics,Vietnam,Asia-Pacific,Tier3,Low,2023-09-27,ISO9001,Net60,True,
SUP-02574,Anchor Castings,Vietnam,Asia-Pacific,Tier3,Low,2022-04-09,ISO9001,Net30,True,
SUP-02575,Vertex Sensor Systems,India,Asia-Pacific,Tier3,Low,2016-08-24,Pending,Net30,True,
SUP-02576,Windsor Electronics,Vietnam,Asia-Pacific,Tier1,Medium,2018-02-21,IATF16949,Net45,True,
SUP-02577,Anchor Forge Works,,Europe,Tier2,Medium,2019-01-31,ISO9001,Net60,True,
SUP-02578,Atlas Castings,Germany,Europe,Tier1,,2018-01-15,Not Certified,Net60,True,
SUP-02579,Beacon Forge Works,Italy,Europe,Tier2,Low,2025-05-13,ISO9001,Net30,True,
SUP-02580,Union Sensor Systems,Poland,Europe,Tier1,Low,2025-01-25,ISO9001,Net45,True,
SUP-02581,Union Metalworks,Czech Republic,Europe,Tier2,Low,2019-10-30,Pending,Net45,True,
SUP-02582,Harbor Precision Components,China,Asia-Pacific,Tier2,Low,2022-01-13,IATF16949,Net30,True,
SUP-02583,Sterling Sensor Systems,Vietnam,Asia-Pacific,Tier2,Medium,2015-03-03,Pending,,False,
SUP-02584,Summit Forge Works,Germany,Europe,Tier3,Medium,2023-05-01,IATF16949,Net30,False,
SUP-02585,Falcon Castings,Czech Republic,Europe,Tier1,Medium-High,2019-03-11,ISO9001,,True,
SUP-02586,Falcon Supply Co.,United Kingdom,Europe,Tier2,Low,2025-04-01,IATF16949,Net60,True,
SUP-02587,Bluewater Castings,India,Asia-Pacific,Tier2,Medium,2022-02-06,ISO9001,Net45,True,
SUP-02588,Vertex Precision Components,Czech Republic,Europe,Tier2,Medium,2020-06-15,ISO9001,Net45,False,
SUP-02589,Crestline Tooling,United States,North America,Tier1,High,2023-09-29,IATF16949,Net30,True,
SUP-02590,Bluewater Tooling,Czech Republic,Europe,Tier1,Medium,2025-01-21,ISO9001,Net30,True,
SUP-02591,Anchor Tooling,Mexico,North America,Tier2,Low,2015-04-28,ISO9001,Net45,True,
SUP-02592,Horizon Sensor Systems,China,Asia-Pacific,Tier2,,2022-11-02,ISO9001,Net45,False,
SUP-02593,Crestline Electronics,Mexico,North America,Tier2,Low,2022-06-21,ISO9001,Net60,True,
SUP-02594,Vantage Components Group,Czech Republic,Europe,Tier1,Low,2019-12-21,Not Certified,Net30,True,
SUP-02595,Cascade Industries,,Europe,Tier2,Low,2024-05-03,IATF16949,Net30,True,
SUP-02596,Horizon Castings,Italy,Europe,Tier2,Medium-High,2022-06-09,ISO9001,Net60,False,
SUP-02597,Harbor Components Group,Brazil,South America,Tier2,Low,2025-04-22,ISO9001,Net60,True,
SUP-02598,Cascade Forge Works,France,Europe,Tier2,Medium,2016-06-08,Pending,Net30,False,
SUP-02599,Windsor Industries,Poland,Europe,Tier1,Medium-High,2023-09-26,IATF16949,Net30,True,
SUP-02600,Union Assemblies,United States,North America,Tier1,High,2025-09-10,ISO9001,Net45,True,
SUP-02601,NorthStar Tooling,Mexico,North America,Tier2,Medium,2019-08-03,ISO9001,Net30,False,
SUP-02602,Compass Castings,India,Asia-Pacific,Tier2,Low,2024-09-06,Pending,Net30,True,
SUP-02603,Sterling Components Group,,Asia-Pacific,Tier3,Medium-High,2015-01-04,Not Certified,Net60,True,
SUP-02604,Titan Manufacturing,,Europe,Tier3,Low,2016-07-28,Pending,Net45,True,
SUP-02605,NorthStar Castings,Germany,Europe,Tier1,Medium,2017-04-17,Pending,Net30,True,
SUP-02606,Vertex Assemblies,Mexico,North America,Tier1,Medium,2025-05-26,IATF16949,Net45,True,
SUP-02607,Beacon Castings,United States,North America,Tier2,Medium,2016-08-06,IATF16949,Net30,True,
SUP-02608,Vantage Manufacturing,China,Asia-Pacific,Tier3,Low,2021-01-22,Pending,Net30,False,
SUP-02609,Anchor Components Group,United States,North America,Tier2,Low,2017-06-16,ISO9001,Net30,True,
SUP-02610,Delta Industries,India,Asia-Pacific,Tier1,,2021-07-12,IATF16949,Net60,False,
SUP-02611,Bluewater Supply Co.,United States,North America,Tier3,Medium,2024-03-16,Not Certified,Net45,True,
SUP-02612,Meridian Precision Components,Germany,Europe,Tier2,,2024-08-07,ISO9001,Net30,False,
SUP-02613,Sterling Fabrication,Czech Republic,Europe,Tier2,High,2015-12-13,ISO9001,,True,
SUP-02614,Cascade Industries,Turkey,Europe,Tier2,Low,2016-10-03,ISO9001,Net30,False,
SUP-02615,Union Assemblies,France,Europe,Tier1,Medium,2015-09-05,ISO9001,Net45,False,
SUP-02616,Beacon Precision Components,Canada,North America,Tier2,Low,2019-01-06,Not Certified,Net30,True,
SUP-02617,NorthStar Forge Works,Mexico,North America,Tier3,Medium-High,2022-03-09,Pending,Net30,False,
SUP-02618,Union Precision Components,Turkey,Europe,Tier1,Medium,2018-12-08,IATF16949,Net30,True,
SUP-02619,Union Hydraulics,,Europe,Tier2,Low,2023-05-07,ISO9001,Net30,False,
SUP-02620,Anchor Assemblies,India,Asia-Pacific,Tier3,Medium,2021-07-04,ISO9001,Net45,True,
SUP-02621,Horizon Metalworks,India,Asia-Pacific,Tier2,High,2020-06-16,Pending,Net30,True,
SUP-02622,Windsor Manufacturing,China,Asia-Pacific,Tier2,Low,2021-09-29,ISO9001,Net45,True,
SUP-02623,Ironclad Manufacturing,Canada,North America,Tier3,Low,2024-12-17,ISO9001,Net60,False,
SUP-02624,Redwood Assemblies,Mexico,North America,Tier2,Low,2021-02-17,ISO9001,Net60,False,
SUP-02625,Atlas Components Group,Turkey,Europe,Tier1,Medium,2023-05-24,IATF16949,Net30,False,
SUP-02626,Sterling Electronics,South Korea,Asia-Pacific,Tier2,Medium,2023-12-14,Not Certified,Net45,True,
SUP-02627,Harbor Metalworks,India,Asia-Pacific,Tier2,High,2025-07-14,ISO9001,Net30,True,
SUP-02628,Keystone Fabrication,United States,North America,Tier2,Low,2024-03-16,IATF16949,Net45,True,
SUP-02629,Granite Metalworks,France,Europe,Tier2,Medium,2022-11-23,,Net60,True,
SUP-02630,Falcon Sensor Systems,Vietnam,Asia-Pacific,Tier1,Medium,2022-06-22,Pending,Net45,False,
SUP-02631,Vertex Hydraulics,Brazil,South America,Tier1,Low,2024-06-18,ISO9001,Net30,True,
SUP-02632,Meridian Electronics,Czech Republic,Europe,Tier1,,2018-07-08,ISO9001,,True,
SUP-02633,Delta Components Group,Czech Republic,Europe,Tier1,Low,2025-09-21,Pending,Net60,True,
SUP-02634,Sterling Precision Components,Italy,Europe,Tier1,Medium-High,2025-08-28,IATF16949,Net45,True,
SUP-02635,Windsor Industries,India,Asia-Pacific,Tier2,Medium,2015-06-12,Pending,Net45,True,
SUP-02636,Compass Industries,Mexico,North America,Tier2,Low,2018-06-04,IATF16949,Net45,True,
SUP-02637,Vertex Sensor Systems,Germany,Europe,Tier2,Medium,2024-06-10,Not Certified,Net45,True,
SUP-02638,NorthStar Hydraulics,Spain,Europe,Tier2,Low,2024-01-27,ISO9001,Net30,True,
SUP-02639,Redwood Hydraulics,Germany,Europe,Tier2,Low,2024-11-11,ISO9001,Net30,True,
SUP-02640,Keystone Fabrication,India,Asia-Pacific,Tier2,Medium-High,2024-06-22,ISO9001,Net30,True,
SUP-02641,Windsor Precision Components,India,Asia-Pacific,Tier3,Low,2017-02-07,IATF16949,Net45,True,
SUP-02642,Falcon Electronics,United Kingdom,Europe,Tier2,Low,2023-03-10,Pending,Net45,True,
SUP-02643,Bluewater Metalworks,Spain,Europe,Tier1,Low,2017-09-29,Pending,Net30,False,
SUP-02644,Horizon Forge Works,Thailand,Asia-Pacific,Tier1,Low,2023-02-11,ISO9001,Net45,True,
SUP-02645,Pioneer Tooling,India,Asia-Pacific,Tier1,Medium,2025-01-20,IATF16949,Net45,True,
SUP-02646,Cascade Assemblies,,North America,Tier1,Medium,2016-01-26,ISO9001,Net60,True,
SUP-02647,Granite Precision Components,Italy,Europe,Tier1,Medium-High,2024-01-12,ISO9001,Net60,True,
SUP-02648,Windsor Metalworks,Mexico,North America,Tier2,Low,2022-11-19,ISO9001,Net30,True,
SUP-02649,NorthStar Castings,United States,North America,Tier1,High,2021-06-13,ISO9001,Net45,True,
SUP-02650,Ironclad Metalworks,Canada,North America,Tier1,Low,2025-01-28,ISO9001,,True,
SUP-02651,Union Fabrication,France,Europe,Tier1,Low,2020-08-23,IATF16949,Net60,True,
SUP-02652,Atlas Forge Works,China,Asia-Pacific,Tier1,Medium-High,2016-10-13,Not Certified,Net45,True,
SUP-02653,Ironclad Sensor Systems,United States,North America,Tier3,Medium,2017-01-25,Not Certified,Net45,True,
SUP-02654,Vertex Forge Works,Vietnam,Asia-Pacific,Tier2,,2021-01-12,IATF16949,Net30,False,
SUP-02655,Anchor Components Group,Spain,Europe,Tier2,Low,2019-06-23,IATF16949,Net30,True,
SUP-02656,Summit Hydraulics,China,Asia-Pacific,Tier1,Medium-High,2025-04-21,IATF16949,Net30,True,
SUP-02657,Cascade Castings,Italy,Europe,Tier2,Medium,2022-04-08,Pending,Net60,True,
SUP-02658,Vantage Precision Components,South Korea,Asia-Pacific,Tier2,Low,2021-10-12,IATF16949,Net30,False,
SUP-02659,Titan Forge Works,United States,North America,Tier2,Low,2017-09-02,IATF16949,Net30,True,
SUP-02660,Anchor Fabrication,United States,North America,Tier3,Low,2019-09-18,IATF16949,Net60,False,
SUP-02661,Vertex Electronics,China,Asia-Pacific,Tier1,Medium,2024-10-31,,Net30,False,
SUP-02662,Harbor Industries,Mexico,North America,Tier3,Medium,2020-01-27,,Net30,True,
SUP-02663,Crestline Metalworks,Germany,Europe,Tier3,Low,2015-08-31,Pending,Net30,True,
SUP-02664,Cascade Assemblies,China,Asia-Pacific,Tier2,Medium,2019-11-05,IATF16949,Net30,True,
SUP-02665,Windsor Fabrication,China,Asia-Pacific,Tier3,Medium-High,2023-10-16,ISO9001,,True,
SUP-02666,Horizon Metalworks,Italy,Europe,Tier1,Medium-High,2015-06-29,Pending,Net30,True,
SUP-02667,Delta Tooling,Thailand,Asia-Pacific,Tier1,Low,2021-04-24,IATF16949,Net30,True,
SUP-02668,Redwood Tooling,China,Asia-Pacific,Tier1,Medium-High,2023-06-13,ISO9001,,True,
SUP-02669,Beacon Sensor Systems,Mexico,North America,Tier1,Low,2025-10-16,Pending,Net45,True,
SUP-02670,Sterling Electronics,Canada,North America,Tier3,Low,2017-05-13,Pending,Net45,True,
SUP-02671,Titan Supply Co.,Mexico,North America,Tier2,Medium,2017-07-07,ISO9001,Net45,True,
SUP-02672,Delta Sensor Systems,United States,North America,Tier2,Medium,2022-04-11,ISO9001,Net45,False,
SUP-02673,NorthStar Assemblies,Italy,Europe,Tier1,Medium-High,2015-10-27,ISO9001,Net30,True,
SUP-02674,Atlas Castings,United States,North America,Tier3,Low,2019-05-28,ISO9001,Net45,False,
SUP-02675,Titan Hydraulics,,Asia-Pacific,Tier2,Low,2021-08-05,Pending,Net60,False,
SUP-02676,Beacon Metalworks,China,Asia-Pacific,Tier2,Low,2018-02-11,IATF16949,Net30,True,
SUP-02677,Anchor Fabrication,Poland,Europe,Tier2,Low,2023-04-09,IATF16949,Net30,False,
SUP-02678,Ironclad Electronics,Japan,Asia-Pacific,Tier2,Low,2025-06-27,IATF16949,Net30,False,
SUP-02679,Ironclad Supply Co.,,North America,Tier1,High,2024-02-03,Not Certified,Net30,False,
SUP-02680,Cascade Assemblies,Turkey,Europe,Tier2,Medium-High,2018-08-09,Not Certified,Net30,True,
SUP-02681,Bluewater Metalworks,Spain,Europe,Tier1,Medium,2019-09-16,ISO9001,Net45,False,
SUP-02682,Windsor Electronics,,Europe,Tier2,Medium-High,2022-01-29,Not Certified,Net45,True,
SUP-02683,Delta Forge Works,India,Asia-Pacific,Tier2,Low,2024-03-25,IATF16949,Net60,True,
SUP-02684,Vantage Forge Works,Japan,Asia-Pacific,Tier2,Low,2021-12-31,ISO9001,Net30,True,
SUP-02685,Compass Sensor Systems,United States,North America,Tier2,Medium,2020-05-20,IATF16949,Net30,False,
SUP-02686,Sterling Forge Works,Italy,Europe,Tier2,Low,2020-05-01,ISO9001,Net45,False,
SUP-02687,Compass Castings,South Korea,Asia-Pacific,Tier1,Medium,2022-11-06,ISO9001,Net30,True,
SUP-02688,Crestline Castings,United States,North America,Tier1,Medium-High,2018-04-29,Pending,Net45,True,
SUP-02689,Beacon Forge Works,Poland,Europe,Tier2,Medium,2018-10-06,Pending,Net45,True,
SUP-02690,Summit Components Group,Mexico,North America,Tier3,Low,2025-12-12,ISO9001,Net30,True,
SUP-02691,NorthStar Supply Co.,France,Europe,Tier2,Low,2024-11-15,ISO9001,Net60,True,
SUP-02692,Anchor Castings,France,Europe,Tier1,Medium,2016-06-04,Not Certified,Net45,False,
SUP-02693,Harbor Precision Components,India,Asia-Pacific,Tier1,Low,2023-10-10,IATF16949,Net30,True,
SUP-02694,Union Castings,Czech Republic,Europe,Tier1,Medium-High,2023-09-10,IATF16949,Net30,True,
SUP-02695,Sterling Supply Co.,Spain,Europe,Tier1,High,2016-09-02,Not Certified,Net30,True,
SUP-02696,Pioneer Supply Co.,France,Europe,Tier1,Medium,2015-12-21,IATF16949,Net30,True,
SUP-02697,Keystone Tooling,Japan,Asia-Pacific,Tier2,Low,2020-04-10,IATF16949,Net45,True,
SUP-02698,Windsor Components Group,India,Asia-Pacific,Tier3,High,2024-05-03,ISO9001,Net45,False,
SUP-02699,Beacon Assemblies,United States,North America,Tier2,Low,2019-09-08,ISO9001,Net45,True,
SUP-02700,Windsor Manufacturing,United States,North America,Tier3,Medium-High,2016-10-30,Pending,Net30,True,
SUP-02701,Ironclad Hydraulics,China,Asia-Pacific,Tier2,,2021-05-07,IATF16949,Net45,True,
SUP-02702,Sterling Hydraulics,United Kingdom,Europe,Tier3,Low,2019-02-28,Pending,Net30,True,
SUP-02703,Pioneer Assemblies,Spain,Europe,Tier3,Low,2020-01-28,,Net45,True,
SUP-02704,NorthStar Assemblies,Canada,North America,Tier1,,2020-12-01,ISO9001,Net30,True,
SUP-02705,Summit Machining,South Korea,Asia-Pacific,Tier3,Low,2024-10-21,IATF16949,Net45,True,
SUP-02706,NorthStar Tooling,Mexico,North America,Tier2,Low,2025-07-27,ISO9001,Net30,True,
SUP-02707,Horizon Fabrication,France,Europe,Tier2,Medium-High,2021-10-02,ISO9001,Net60,True,
SUP-02708,Falcon Metalworks,Poland,Europe,Tier3,Low,2016-04-23,ISO9001,Net45,True,
SUP-02709,Bluewater Metalworks,Brazil,South America,Tier2,Medium,2023-01-14,IATF16949,Net30,True,
SUP-02710,Union Castings,Brazil,South America,Tier2,Medium,2021-12-27,Pending,Net30,True,
SUP-02711,Sterling Components Group,United States,North America,Tier2,Medium,2021-01-24,ISO9001,Net60,True,
SUP-02712,Windsor Hydraulics,China,Asia-Pacific,Tier1,Low,2023-11-13,ISO9001,Net30,True,
SUP-02713,Harbor Metalworks,Czech Republic,Europe,Tier2,Medium,2022-07-11,ISO9001,Net45,True,
SUP-02714,Ironclad Components Group,Turkey,Europe,Tier2,Low,2015-03-11,ISO9001,Net30,True,
SUP-02715,Delta Assemblies,India,Asia-Pacific,Tier3,Low,2021-06-02,ISO9001,,True,
SUP-02716,Pioneer Manufacturing,India,Asia-Pacific,Tier3,High,2015-09-04,ISO9001,Net30,True,
SUP-02717,Granite Supply Co.,Vietnam,Asia-Pacific,Tier1,High,2019-09-06,ISO9001,Net30,True,
SUP-02718,Summit Forge Works,China,Asia-Pacific,Tier2,Medium-High,2021-12-15,ISO9001,Net45,True,
SUP-02719,Harbor Components Group,Germany,Europe,Tier3,Medium-High,2021-02-02,Pending,Net45,True,
SUP-02720,Delta Industries,Czech Republic,Europe,Tier1,Low,2021-03-19,ISO9001,Net45,True,
SUP-02721,Harbor Machining,Vietnam,Asia-Pacific,Tier3,Medium,2024-12-27,ISO9001,Net30,False,
SUP-02722,Redwood Supply Co.,Thailand,Asia-Pacific,Tier1,Medium,2016-07-30,ISO9001,Net60,True,
SUP-02723,Atlas Assemblies,Poland,Europe,Tier3,Low,2020-02-07,Pending,Net30,True,
SUP-02724,Harbor Precision Components,,North America,Tier1,Low,2020-04-19,ISO9001,Net45,True,
SUP-02725,Falcon Industries,Czech Republic,Europe,Tier1,Medium,2024-07-13,Pending,Net30,True,
SUP-02726,NorthStar Machining,Italy,Europe,Tier2,Low,2016-08-23,IATF16949,Net45,True,
SUP-02727,Keystone Metalworks,China,Asia-Pacific,Tier2,Low,2019-11-30,IATF16949,Net30,True,
SUP-02728,Harbor Castings,India,Asia-Pacific,Tier1,,2018-12-13,Not Certified,Net30,True,
SUP-02729,Keystone Castings,,Asia-Pacific,Tier2,,2018-12-09,IATF16949,Net30,True,
SUP-02730,Atlas Fabrication,United States,North America,Tier3,Medium,2021-06-16,ISO9001,Net30,False,
SUP-02731,Crestline Manufacturing,China,Asia-Pacific,Tier2,Medium,2023-09-06,Not Certified,Net30,True,
SUP-02732,Delta Components Group,United States,North America,Tier2,Medium,2019-07-01,Pending,Net60,True,
SUP-02733,Keystone Fabrication,,Asia-Pacific,Tier1,Medium,2017-05-11,Not Certified,Net45,True,
SUP-02734,Compass Precision Components,Italy,Europe,Tier2,Low,2023-03-02,IATF16949,,False,
SUP-02735,Vertex Castings,Germany,Europe,Tier2,Medium-High,2023-01-02,ISO9001,Net30,True,
SUP-02736,Titan Manufacturing,Mexico,North America,Tier1,Low,2024-05-26,IATF16949,Net45,False,
SUP-02737,Redwood Hydraulics,Poland,Europe,Tier1,Low,2016-11-10,ISO9001,Net30,True,
SUP-02738,Delta Fabrication,Mexico,North America,Tier1,Low,2016-01-07,ISO9001,Net30,True,
SUP-02739,Harbor Castings,,South America,Tier2,Medium-High,2018-05-30,Not Certified,Net30,False,
SUP-02740,Atlas Castings,Mexico,North America,Tier1,Medium,2015-07-11,ISO9001,Net45,True,
SUP-02741,Union Fabrication,India,Asia-Pacific,Tier3,Medium,2015-05-22,Pending,Net30,True,
SUP-02742,Beacon Industries,China,Asia-Pacific,Tier1,Medium-High,2016-02-22,,Net30,True,
SUP-02743,Sterling Sensor Systems,United States,North America,Tier1,Medium,2016-02-20,ISO9001,Net30,False,
SUP-02744,Cascade Fabrication,Italy,Europe,Tier2,Medium,2021-04-03,IATF16949,Net30,True,
SUP-02745,Union Machining,Germany,Europe,Tier2,Medium,2020-04-15,ISO9001,Net30,True,
SUP-02746,Keystone Forge Works,Mexico,North America,Tier1,High,2024-06-22,ISO9001,Net30,True,
SUP-02747,Keystone Sensor Systems,South Korea,Asia-Pacific,Tier1,Low,2018-10-24,ISO9001,Net30,True,
SUP-02748,Meridian Components Group,Poland,Europe,Tier2,,2019-04-16,ISO9001,Net30,True,
SUP-02749,Pioneer Sensor Systems,,North America,Tier2,Medium-High,2018-02-06,ISO9001,Net30,True,
SUP-02750,Cascade Sensor Systems,Canada,North America,Tier1,Low,2023-10-06,Not Certified,Net30,False,
SUP-02751,NorthStar Hydraulics,United States,North America,Tier1,Low,2022-05-21,ISO9001,Net60,True,
SUP-02752,Atlas Tooling,Turkey,Europe,Tier1,Low,2015-10-03,IATF16949,Net45,True,
SUP-02753,Ironclad Supply Co.,United States,North America,Tier2,,2022-09-18,Pending,Net30,True,
SUP-02754,Summit Components Group,Turkey,Europe,Tier1,Medium-High,2025-04-11,Not Certified,Net45,True,
SUP-02755,Anchor Precision Components,Italy,Europe,Tier1,Medium,2017-02-10,IATF16949,Net60,True,
SUP-02756,Ironclad Precision Components,Germany,Europe,Tier1,Low,2017-12-19,Not Certified,Net45,True,
SUP-02757,Crestline Precision Components,United Kingdom,Europe,Tier1,Medium-High,2020-06-03,Pending,Net45,True,
SUP-02758,Crestline Tooling,Germany,Europe,Tier2,Medium,2022-04-26,IATF16949,Net30,True,
SUP-02759,Harbor Metalworks,Mexico,North America,Tier3,Low,2017-09-14,ISO9001,Net45,True,
SUP-02760,Granite Industries,China,Asia-Pacific,Tier1,Medium,2021-09-03,Pending,Net60,True,
SUP-02761,Meridian Fabrication,Vietnam,Asia-Pacific,Tier3,Medium,2015-12-17,ISO9001,Net30,True,
SUP-02762,Falcon Forge Works,United States,North America,Tier2,,2025-02-20,ISO9001,Net30,True,
SUP-02763,NorthStar Hydraulics,India,Asia-Pacific,Tier2,Low,2022-09-04,,Net45,True,
SUP-02764,Granite Components Group,Germany,Europe,Tier1,Medium-High,2018-07-23,IATF16949,Net30,True,
SUP-02765,Meridian Components Group,,North America,Tier1,High,2018-04-05,ISO9001,Net60,True,
SUP-02766,Falcon Tooling,China,Asia-Pacific,Tier2,High,2019-12-19,ISO9001,Net30,True,
SUP-02767,Compass Machining,China,Asia-Pacific,Tier1,Low,2019-03-10,IATF16949,Net60,True,
SUP-02768,Sterling Supply Co.,South Korea,Asia-Pacific,Tier1,Low,2020-03-07,ISO9001,Net30,True,
SUP-02769,Compass Electronics,Canada,North America,Tier2,,2022-03-05,Not Certified,Net30,True,
SUP-02770,Pioneer Supply Co.,France,Europe,Tier3,Medium,2020-04-05,IATF16949,Net60,False,
SUP-02771,Falcon Electronics,Germany,Europe,Tier3,Medium-High,2023-09-25,IATF16949,Net45,True,
SUP-02772,Keystone Hydraulics,China,Asia-Pacific,Tier3,Low,2025-06-18,IATF16949,Net45,False,
SUP-02773,Union Electronics,Vietnam,Asia-Pacific,Tier3,Low,2015-05-18,ISO9001,Net30,False,
SUP-02774,Vertex Castings,Canada,North America,Tier1,Medium-High,2025-07-29,ISO9001,Net30,True,
SUP-02775,Union Precision Components,United States,North America,Tier2,Low,2018-04-02,Pending,Net45,True,
SUP-02776,Vertex Precision Components,Brazil,South America,Tier3,High,2015-03-02,ISO9001,Net45,False,
SUP-02777,Anchor Supply Co.,China,Asia-Pacific,Tier1,Low,2022-06-28,IATF16949,Net45,False,
SUP-02778,Redwood Forge Works,China,Asia-Pacific,Tier3,Medium,2016-01-15,Pending,Net30,True,
SUP-02779,Cascade Industries,Germany,Europe,Tier1,Low,2017-07-31,IATF16949,Net60,True,
SUP-02780,Beacon Supply Co.,China,Asia-Pacific,Tier1,Medium-High,2017-12-30,ISO9001,Net45,True,
SUP-02781,Cascade Forge Works,United States,North America,Tier2,Medium,2015-06-19,Pending,,True,
SUP-02782,Horizon Electronics,Italy,Europe,Tier1,Low,2015-07-22,Pending,Net60,True,
SUP-02783,Cascade Hydraulics,United States,North America,Tier1,,2025-04-30,ISO9001,Net45,False,
SUP-02784,Titan Sensor Systems,United States,North America,Tier2,Low,2024-06-07,IATF16949,Net45,True,
SUP-02785,Meridian Industries,China,Asia-Pacific,Tier2,Medium,2020-06-16,ISO9001,Net45,False,
SUP-02786,Cascade Components Group,Thailand,Asia-Pacific,Tier2,Low,2023-09-08,ISO9001,Net30,True,
SUP-02787,Bluewater Forge Works,China,Asia-Pacific,Tier2,High,2025-02-06,ISO9001,Net45,True,
SUP-02788,Anchor Components Group,India,Asia-Pacific,Tier1,High,2022-03-03,Pending,Net30,True,
SUP-02789,Summit Machining,Canada,North America,Tier1,High,2024-02-01,IATF16949,Net60,True,
SUP-02790,Vertex Tooling,United States,North America,Tier2,Medium-High,2023-11-29,IATF16949,Net30,True,
SUP-02791,Vertex Metalworks,United States,North America,Tier1,Medium,2020-10-17,Pending,Net45,True,
SUP-02792,Anchor Metalworks,Brazil,South America,Tier1,Low,2015-02-22,Not Certified,Net60,True,
SUP-02793,Keystone Fabrication,China,Asia-Pacific,Tier2,High,2020-05-14,ISO9001,Net45,True,
SUP-02794,Titan Industries,Czech Republic,Europe,Tier2,Low,2019-11-29,Not Certified,,True,
SUP-02795,Titan Metalworks,China,Asia-Pacific,Tier2,Medium,2024-11-16,IATF16949,Net45,True,
SUP-02796,Granite Assemblies,Mexico,North America,Tier1,Low,2018-07-04,Pending,Net45,True,
SUP-02797,Summit Tooling,China,Asia-Pacific,Tier3,High,2015-07-08,Not Certified,Net45,True,
SUP-02798,Compass Assemblies,Japan,Asia-Pacific,Tier2,Low,2018-06-16,ISO9001,,True,
SUP-02799,Meridian Assemblies,United States,North America,Tier3,Medium,2017-11-12,ISO9001,,False,
SUP-02800,Vertex Sensor Systems,United States,North America,Tier3,Medium,2022-10-27,Not Certified,Net45,True,
SUP-02801,Atlas Hydraulics,China,Asia-Pacific,Tier1,Medium-High,2024-10-24,ISO9001,Net30,False,
SUP-02802,Vertex Supply Co.,Poland,Europe,Tier2,,2024-01-24,ISO9001,Net30,True,
SUP-02803,Pioneer Metalworks,Brazil,South America,Tier1,Low,2015-09-18,ISO9001,Net60,True,
SUP-02804,Cascade Tooling,Turkey,Europe,Tier2,,2021-11-17,Pending,Net30,True,
SUP-02805,Granite Metalworks,Germany,Europe,Tier1,Low,2016-11-09,ISO9001,Net45,True,
SUP-02806,Harbor Electronics,France,Europe,Tier2,Low,2023-08-03,,Net30,True,
SUP-02807,Compass Manufacturing,United States,North America,Tier1,Low,2018-01-09,ISO9001,Net30,True,
SUP-02808,Atlas Forge Works,United States,North America,Tier1,Low,2025-09-25,ISO9001,Net60,True,
SUP-02809,Crestline Metalworks,Poland,Europe,Tier1,Medium,2023-01-29,IATF16949,Net30,False,
SUP-02810,Sterling Fabrication,United States,North America,Tier3,Medium,2020-12-16,ISO9001,Net30,True,
SUP-02811,Titan Electronics,India,Asia-Pacific,Tier1,Medium-High,2023-03-13,IATF16949,Net45,True,
SUP-02812,Delta Components Group,Mexico,North America,Tier1,Low,2015-10-01,ISO9001,Net30,True,
SUP-02813,Bluewater Electronics,United States,North America,Tier1,Low,2019-06-12,IATF16949,Net45,True,
SUP-02814,Vantage Supply Co.,,North America,Tier2,Medium,2017-12-31,ISO9001,Net60,True,
SUP-02815,Cascade Fabrication,United States,North America,Tier2,Medium-High,2025-03-24,ISO9001,Net30,False,
SUP-02816,Bluewater Metalworks,Thailand,Asia-Pacific,Tier2,High,2024-01-03,Pending,Net30,True,
SUP-02817,Titan Machining,France,Europe,Tier1,Medium-High,2024-08-20,IATF16949,Net30,True,
SUP-02818,Atlas Manufacturing,Germany,Europe,Tier3,Medium-High,2020-10-27,ISO9001,Net30,True,
SUP-02819,Keystone Supply Co.,Germany,Europe,Tier3,Medium,2021-12-26,ISO9001,Net30,True,
SUP-02820,Vertex Machining,Mexico,North America,Tier3,,2016-03-10,Not Certified,Net45,True,
SUP-02821,Titan Components Group,China,Asia-Pacific,Tier1,Low,2022-04-14,IATF16949,Net60,True,
SUP-02822,Granite Castings,United States,North America,Tier1,Medium-High,2018-02-08,ISO9001,Net45,False,
SUP-02823,Vertex Metalworks,China,Asia-Pacific,Tier2,Medium-High,2015-04-14,ISO9001,Net60,True,
SUP-02824,Falcon Supply Co.,Czech Republic,Europe,Tier1,Low,2023-06-27,Pending,Net45,True,
SUP-02825,Compass Manufacturing,Germany,Europe,Tier1,Medium,2024-01-16,IATF16949,Net45,True,
SUP-02826,Windsor Castings,Poland,Europe,Tier3,,2025-09-06,IATF16949,Net60,False,
SUP-02827,Keystone Castings,Turkey,Europe,Tier1,Medium,2018-02-05,ISO9001,Net45,True,
SUP-02828,Falcon Hydraulics,Thailand,Asia-Pacific,Tier1,Medium,2020-01-06,ISO9001,Net30,True,
SUP-02829,Bluewater Metalworks,Germany,Europe,Tier2,Low,2022-12-29,,Net30,True,
SUP-02830,Granite Forge Works,Thailand,Asia-Pacific,Tier1,Low,2019-10-20,IATF16949,Net30,True,
SUP-02831,Windsor Electronics,Czech Republic,Europe,Tier3,Low,2020-05-26,IATF16949,Net30,True,
SUP-02832,Windsor Assemblies,France,Europe,Tier2,Low,2020-09-21,ISO9001,Net30,True,
