inventory_id,part_id,plant_id,period,on_hand_qty,reserved_qty,safety_stock_qty,available_qty,stock_status
INV-0007162,FT-105,P4,2026-07,138,34.0,50,104,Adequate
INV-0007163,FT-105,P4,2026-08,138,15.0,50,123,Surplus
INV-0007164,FT-105,P4,2026-09,137,37.0,50,100,Adequate
INV-0007165,ST-130,P4,2026-06,615,172.0,500,443,At Risk
INV-0007166,ST-130,P4,2026-07,565,58.0,500,507,Adequate
INV-0007167,ST-130,P4,2026-08,544,224.0,500,320,At Risk
INV-0007168,ST-130,P4,2026-09,493,190.0,500,303,At Risk
INV-0007169,EN-600,P4,2026-06,41,5.0,25,36,Adequate
INV-0007170,EN-600,P4,2026-07,43,6.0,25,37,Adequate
INV-0007171,EN-600,P4,2026-08,52,20.0,25,32,Adequate
INV-0007172,EN-600,P4,2026-09,52,25.0,25,27,Adequate
INV-0007173,HY-308,P4,2026-06,250,61.0,200,189,At Risk
INV-0007174,HY-308,P4,2026-07,278,133.0,200,145,At Risk
INV-0007175,HY-308,P4,2026-08,226,29.0,200,197,At Risk
INV-0007176,HY-308,P4,2026-09,227,108.0,200,119,At Risk
INV-0007177,TR-797,P4,2026-06,623,111.0,300,512,Adequate
INV-0007178,TR-797,P4,2026-07,667,313.0,300,354,Adequate
INV-0007179,TR-797,P4,2026-08,777,,300,655,Adequate
INV-0007180,TR-797,P4,2026-09,821,284.0,300,537,Adequate
INV-0007181,EL-502,P4,2026-06,130,13.0,50,117,Surplus
INV-0007182,EL-502,P4,2026-07,107,29.0,50,78,Adequate
INV-0007183,EL-502,P4,2026-08,124,31.0,50,93,Adequate
INV-0007184,EL-502,P4,2026-09,121,38.0,50,83,Adequate
INV-0007185,CH-1232,P4,2026-06,34,5.0,25,29,Adequate
INV-0007186,CH-1232,P4,2026-07,29,13.0,25,16,At Risk
INV-0007187,CH-1232,P4,2026-08,37,15.0,25,22,At Risk
INV-0007188,CH-1232,P4,2026-09,31,11.0,25,20,At Risk
INV-0007189,HY-708,P4,2026-06,106,20.0,75,86,Adequate
INV-0007190,HY-708,P4,2026-07,102,46.0,75,56,At Risk
INV-0007191,HY-708,P4,2026-08,100,40.0,75,60,At Risk
INV-0007192,HY-708,P4,2026-09,104,18.0,75,86,Adequate
INV-0007193,FT-1195,P4,2026-06,36,12.0,50,24,Below Safety Stock
INV-0007194,FT-1195,P4,2026-07,41,13.0,50,28,At Risk
INV-0007195,FT-1195,P4,2026-08,32,9.0,50,23,Below Safety Stock
INV-0007196,FT-1195,P4,2026-09,52,15.0,50,37,At Risk
INV-0007197,HY-507,P4,2026-06,713,341.0,300,372,Adequate
INV-0007198,HY-507,P4,2026-07,703,343.0,300,360,Adequate
INV-0007199,HY-507,P4,2026-08,747,348.0,300,399,Adequate
INV-0007200,HY-507,P4,2026-09,743,150.0,300,593,Adequate
INV-0007201,SC-604,P4,2026-06,325,102.0,300,223,At Risk
INV-0007202,SC-604,P4,2026-07,438,174.0,300,264,At Risk
INV-0007203,SC-604,P4,2026-08,357,134.0,300,223,At Risk
INV-0007204,SC-604,P4,2026-09,383,43.0,300,340,Adequate
INV-0007205,BR-912,P4,2026-06,240,32.0,100,208,Adequate
INV-0007206,BR-912,P4,2026-07,241,64.0,100,177,Adequate
INV-0007207,BR-912,P4,2026-08,234,103.0,100,131,Adequate
INV-0007208,BR-912,P4,2026-09,224,26.0,100,198,Adequate
INV-0007209,EC-872,P4,2026-06,246,35.0,150,211,Adequate
INV-0007210,EC-872,P4,2026-07,201,32.0,150,169,Adequate
INV-0007211,EC-872,P4,2026-08,181,33.0,150,148,At Risk
INV-0007212,EC-872,P4,2026-09,175,52.0,150,123,At Risk
INV-0007213,ST-1142,P4,2026-06,1212,598.0,500,614,Adequate
INV-0007214,ST-1142,P4,2026-07,1250,467.0,500,783,Adequate
INV-0007215,ST-1142,P4,2026-08,1380,384.0,500,996,Adequate
INV-0007216,ST-1142,P4,2026-09,1559,434.0,500,1125,Surplus
INV-0007217,CB-925,P4,2026-06,97,,50,61,Adequate
INV-0007218,CB-925,P4,2026-07,106,16.0,50,90,Adequate
INV-0007219,CB-925,P4,2026-08,106,12.0,50,94,Adequate
INV-0007220,CB-925,P4,2026-09,93,22.0,50,71,Adequate
INV-0007221,FL-518,P4,2026-06,149,25.0,75,124,Adequate
INV-0007222,FL-518,P4,2026-07,139,29.0,75,110,Adequate
INV-0007223,FL-518,P4,2026-08,170,64.0,75,106,Adequate
INV-0007224,FL-518,P4,2026-09,168,54.0,75,114,Adequate
INV-0007225,EL-806,P4,2026-06,61,18.0,50,43,At Risk
INV-0007226,EL-806,P4,2026-07,60,16.0,50,44,At Risk
INV-0007227,EL-806,P4,2026-08,47,16.0,50,31,At Risk
INV-0007228,EL-806,P4,2026-09,56,9.0,50,47,At Risk
INV-0007229,FL-653,P4,2026-06,152,41.0,75,111,Adequate
INV-0007230,FL-653,P4,2026-07,170,59.0,75,111,Adequate
INV-0007231,FL-653,P4,2026-08,164,17.0,75,147,Adequate
INV-0007232,FL-653,P4,2026-09,180,86.0,75,94,Adequate
INV-0007233,FT-740,P4,2026-06,111,39.0,75,72,At Risk
INV-0007234,FT-740,P4,2026-07,82,14.0,75,68,At Risk
INV-0007235,FT-740,P4,2026-08,91,,75,70,At Risk
INV-0007236,FT-740,P4,2026-09,84,41.0,75,43,At Risk
INV-0007237,CB-945,P4,2026-06,309,88.0,150,221,Adequate
INV-0007238,CB-945,P4,2026-07,355,125.0,150,230,Adequate
INV-0007239,CB-945,P4,2026-08,350,,150,177,Adequate
INV-0007240,CB-945,P4,2026-09,378,126.0,150,252,Adequate
INV-0007241,SC-694,P4,2026-06,345,41.0,500,304,At Risk
INV-0007242,SC-694,P4,2026-07,365,83.0,500,282,At Risk
INV-0007243,SC-694,P4,2026-08,497,152.0,500,345,At Risk
INV-0007244,SC-694,P4,2026-09,496,,500,413,At Risk
INV-0007245,FT-801,P4,2026-06,168,51.0,75,117,Adequate
INV-0007246,FT-801,P4,2026-07,178,49.0,75,129,Adequate
INV-0007247,FT-801,P4,2026-08,160,34.0,75,126,Adequate
INV-0007248,FT-801,P4,2026-09,192,29.0,75,163,Adequate
INV-0007249,ST-183,P4,2026-06,512,105.0,200,407,Adequate
INV-0007250,ST-183,P4,2026-07,424,92.0,200,332,Adequate
INV-0007251,ST-183,P4,2026-08,469,69.0,200,400,Adequate
INV-0007252,ST-183,P4,2026-09,453,201.0,200,252,Adequate
INV-0007253,CB-1086,P4,2026-06,167,17.0,100,150,Adequate
INV-0007254,CB-1086,P4,2026-07,199,91.0,100,108,Adequate
INV-0007255,CB-1086,P4,2026-08,164,64.0,100,100,Adequate
INV-0007256,CB-1086,P4,2026-09,143,67.0,100,76,At Risk
INV-0007257,EN-343,P4,2026-06,65,13.0,50,52,Adequate
INV-0007258,EN-343,P4,2026-07,69,25.0,50,44,At Risk
INV-0007259,EN-343,P4,2026-08,59,8.0,50,51,Adequate
INV-0007260,EN-343,P4,2026-09,78,33.0,50,45,At Risk
INV-0007261,EC-1170,P4,2026-06,233,,100,208,Adequate
INV-0007262,EC-1170,P4,2026-07,258,121.0,100,137,Adequate
INV-0007263,EC-1170,P4,2026-08,264,128.0,100,136,Adequate
INV-0007264,EC-1170,P4,2026-09,292,67.0,100,225,Surplus
INV-0007265,BR-1291,P4,2026-06,161,75.0,100,86,At Risk
INV-0007266,BR-1291,P4,2026-07,165,72.0,100,93,At Risk
INV-0007267,BR-1291,P4,2026-08,143,49.0,100,94,At Risk
INV-0007268,BR-1291,P4,2026-09,112,52.0,100,60,At Risk
INV-0007269,BR-1198,P4,2026-06,681,336.0,300,345,Adequate
INV-0007270,BR-1198,P4,2026-07,726,356.0,300,370,Adequate
INV-0007271,BR-1198,P4,2026-08,751,322.0,300,429,Adequate
INV-0007272,BR-1198,P4,2026-09,720,224.0,300,496,Adequate
INV-0007273,ST-1191,P4,2026-06,498,164.0,500,334,At Risk
INV-0007274,ST-1191,P4,2026-07,564,76.0,500,488,At Risk
INV-0007275,ST-1191,P4,2026-08,514,255.0,500,259,At Risk
INV-0007276,ST-1191,P4,2026-09,389,157.0,500,232,Below Safety Stock
INV-0007277,BR-1264,P4,2026-06,195,67.0,75,128,Adequate
INV-0007278,BR-1264,P4,2026-07,180,52.0,75,128,Adequate
INV-0007279,BR-1264,P4,2026-08,195,65.0,75,130,Adequate
INV-0007280,BR-1264,P4,2026-09,169,51.0,75,118,Adequate
INV-0007281,EC-475,P4,2026-06,37,14.0,25,23,At Risk
INV-0007282,EC-475,P4,2026-07,35,11.0,25,24,At Risk
INV-0007283,EC-475,P4,2026-08,40,5.0,25,35,Adequate
INV-0007284,EC-475,P4,2026-09,48,22.0,25,26,Adequate
INV-0007285,FL-1225,P4,2026-06,113,41.0,100,72,At Risk
INV-0007286,FL-1225,P4,2026-07,131,54.0,100,77,At Risk
INV-0007287,FL-1225,P4,2026-08,86,39.0,100,47,Below Safety Stock
INV-0007288,FL-1225,P4,2026-09,100,32.0,100,68,At Risk
INV-0007289,CB-1175,P4,2026-06,21,4.0,25,17,At Risk
INV-0007290,CB-1175,P4,2026-07,19,5.0,25,14,At Risk
INV-0007291,CB-1175,P4,2026-08,22,,25,16,At Risk
INV-0007292,CB-1175,P4,2026-09,9,3.0,25,6,Below Safety Stock
INV-0007293,FT-700,P4,2026-06,105,20.0,75,85,Adequate
INV-0007294,FT-700,P4,2026-07,84,36.0,75,48,At Risk
INV-0007295,FT-700,P4,2026-08,73,11.0,75,62,At Risk
INV-0007296,FT-700,P4,2026-09,88,29.0,75,59,At Risk
INV-0007297,CH-568,P4,2026-06,433,201.0,200,232,Adequate
INV-0007298,CH-568,P4,2026-07,405,188.0,200,217,Adequate
INV-0007299,CH-568,P4,2026-08,402,181.0,200,221,Adequate
INV-0007300,CH-568,P4,2026-09,374,171.0,200,203,Adequate
INV-0007301,FL-519,P4,2026-06,73,15.0,75,58,At Risk
INV-0007302,FL-519,P4,2026-07,61,24.0,75,37,Below Safety Stock
INV-0007303,FL-519,P4,2026-08,83,13.0,75,70,At Risk
INV-0007304,FL-519,P4,2026-09,95,22.0,75,73,At Risk
INV-0007305,CB-747,P4,2026-06,280,100.0,150,180,Adequate
INV-0007306,CB-747,P4,2026-07,305,135.0,150,170,Adequate
INV-0007307,CB-747,P4,2026-08,292,83.0,150,209,Adequate
INV-0007308,CB-747,P4,2026-09,306,149.0,150,157,Adequate
INV-0007309,EN-1279,P4,2026-06,178,83.0,150,95,At Risk
INV-0007310,EN-1279,P4,2026-07,242,96.0,150,146,At Risk
INV-0007311,EN-1279,P4,2026-08,209,80.0,150,129,At Risk
INV-0007312,EN-1279,P4,2026-09,272,90.0,150,182,Adequate
INV-0007313,FT-1156,P4,2026-06,104,41.0,50,63,Adequate
INV-0007314,FT-1156,P4,2026-07,112,36.0,50,76,Adequate
INV-0007315,FT-1156,P4,2026-08,111,39.0,50,72,Adequate
INV-0007316,FT-1156,P4,2026-09,115,48.0,50,67,Adequate
INV-0007317,CB-1324,P4,2026-06,318,149.0,300,169,At Risk
INV-0007318,CB-1324,P4,2026-07,257,70.0,300,187,At Risk
INV-0007319,CB-1324,P4,2026-08,267,74.0,300,193,At Risk
INV-0007320,CB-1324,P4,2026-09,321,145.0,300,176,At Risk
INV-0007321,BR-1217,P4,2026-06,710,147.0,500,563,Adequate
INV-0007322,BR-1217,P4,2026-07,719,210.0,500,509,Adequate
INV-0007323,BR-1217,P4,2026-08,700,198.0,500,502,Adequate
INV-0007324,BR-1217,P4,2026-09,731,347.0,500,384,At Risk
INV-0007325,FT-1067,P4,2026-06,133,20.0,75,113,Adequate
INV-0007326,FT-1067,P4,2026-07,117,35.0,75,82,Adequate
INV-0007327,FT-1067,P4,2026-08,169,31.0,75,138,Adequate
INV-0007328,FT-1067,P4,2026-09,162,75.0,75,87,Adequate
INV-0007329,FL-615,P4,2026-06,242,47.0,100,195,Adequate
INV-0007330,FL-615,P4,2026-07,218,29.0,100,189,Adequate
INV-0007331,FL-615,P4,2026-08,217,85.0,100,132,Adequate
INV-0007332,FL-615,P4,2026-09,236,35.0,100,201,Adequate
INV-0007333,CH-803,P4,2026-06,871,370.0,500,501,Adequate
INV-0007334,CH-803,P4,2026-07,798,378.0,500,420,At Risk
INV-0007335,CH-803,P4,2026-08,733,244.0,500,489,At Risk
INV-0007336,CH-803,P4,2026-09,722,100.0,500,622,Adequate
INV-0007337,CB-1322,P4,2026-06,33,13.0,25,20,At Risk
INV-0007338,CB-1322,P4,2026-07,24,10.0,25,14,At Risk
INV-0007339,CB-1322,P4,2026-08,27,7.0,25,20,At Risk
INV-0007340,CB-1322,P4,2026-09,25,,25,22,At Risk
INV-0007341,FT-1245,P4,2026-06,151,73.0,75,78,Adequate
INV-0007342,FT-1245,P4,2026-07,131,39.0,75,92,Adequate
INV-0007343,FT-1245,P4,2026-08,136,31.0,75,105,Adequate
INV-0007344,FT-1245,P4,2026-09,155,72.0,75,83,Adequate
INV-0007345,FT-178,P4,2026-06,214,65.0,100,149,Adequate
INV-0007346,FT-178,P4,2026-07,203,41.0,100,162,Adequate
INV-0007347,FT-178,P4,2026-08,173,74.0,100,99,At Risk
INV-0007348,FT-178,P4,2026-09,147,29.0,100,118,Adequate
INV-0007349,SC-626,P4,2026-06,139,48.0,75,91,Adequate
INV-0007350,SC-626,P4,2026-07,162,29.0,75,133,Adequate
INV-0007351,SC-626,P4,2026-08,145,51.0,75,94,Adequate
INV-0007352,SC-626,P4,2026-09,152,67.0,75,85,Adequate
INV-0007353,FT-696,P4,2026-06,39,4.0,50,35,At Risk
INV-0007354,FT-696,P4,2026-07,59,,50,50,Adequate
INV-0007355,FT-696,P4,2026-08,64,20.0,50,44,At Risk
INV-0007356,FT-696,P4,2026-09,53,6.0,50,47,At Risk
INV-0007357,SC-278,P4,2026-06,723,327.0,300,396,Adequate
INV-0007358,SC-278,P4,2026-07,733,238.0,300,495,Adequate
INV-0007359,SC-278,P4,2026-08,688,281.0,300,407,Adequate
INV-0007360,SC-278,P4,2026-09,710,94.0,300,616,Adequate
INV-0007361,FL-1149,P4,2026-06,716,268.0,300,448,Adequate
INV-0007362,FL-1149,P4,2026-07,663,282.0,300,381,Adequate
INV-0007363,FL-1149,P4,2026-08,671,292.0,300,379,Adequate
INV-0007364,FL-1149,P4,2026-09,683,257.0,300,426,Adequate
INV-0007365,ST-190,P4,2026-06,40,10.0,75,30,Below Safety Stock
INV-0007366,ST-190,P4,2026-07,76,34.0,75,42,At Risk
INV-0007367,ST-190,P4,2026-08,53,17.0,75,36,Below Safety Stock
INV-0007368,ST-190,P4,2026-09,62,23.0,75,39,At Risk
INV-0007369,EL-793,P4,2026-06,368,125.0,150,243,Adequate
INV-0007370,EL-793,P4,2026-07,384,65.0,150,319,Adequate
INV-0007371,EL-793,P4,2026-08,338,146.0,150,192,Adequate
INV-0007372,EL-793,P4,2026-09,348,,150,306,Adequate
INV-0007373,CH-1030,P4,2026-06,83,9.0,50,74,Adequate
INV-0007374,CH-1030,P4,2026-07,77,20.0,50,57,Adequate
INV-0007375,CH-1030,P4,2026-08,71,22.0,50,49,At Risk
INV-0007376,CH-1030,P4,2026-09,67,28.0,50,39,At Risk
INV-0007377,CH-903,P4,2026-06,96,34.0,50,62,Adequate
INV-0007378,CH-903,P4,2026-07,100,47.0,50,53,Adequate
INV-0007379,CH-903,P4,2026-08,109,46.0,50,63,Adequate
INV-0007380,CH-903,P4,2026-09,93,35.0,50,58,Adequate
INV-0007381,EL-651,P4,2026-06,114,18.0,50,96,Adequate
INV-0007382,EL-651,P4,2026-07,106,16.0,50,90,Adequate
INV-0007383,EL-651,P4,2026-08,105,23.0,50,82,Adequate
INV-0007384,EL-651,P4,2026-09,104,51.0,50,53,Adequate
INV-0007385,CH-553,P4,2026-06,250,51.0,100,199,Adequate
INV-0007386,CH-553,P4,2026-07,263,55.0,100,208,Adequate
INV-0007387,CH-553,P4,2026-08,260,78.0,100,182,Adequate
INV-0007388,CH-553,P4,2026-09,245,119.0,100,126,Adequate
INV-0007389,CB-538,P4,2026-06,96,42.0,50,54,Adequate
INV-0007390,CB-538,P4,2026-07,92,38.0,50,54,Adequate
INV-0007391,CB-538,P4,2026-08,90,14.0,50,76,Adequate
INV-0007392,CB-538,P4,2026-09,87,27.0,50,60,Adequate
INV-0007393,TR-1132,P4,2026-06,80,13.0,50,67,Adequate
INV-0007394,TR-1132,P4,2026-07,77,9.0,50,68,Adequate
INV-0007395,TR-1132,P4,2026-08,81,31.0,50,50,Adequate
INV-0007396,TR-1132,P4,2026-09,93,41.0,50,52,Adequate
INV-0007397,CH-674,P4,2026-06,1070,429.0,500,641,Adequate
INV-0007398,CH-674,P4,2026-07,1239,534.0,500,705,Adequate
INV-0007399,CH-674,P4,2026-08,1151,119.0,500,1032,Adequate
INV-0007400,CH-674,P4,2026-09,1096,285.0,500,811,Adequate
INV-0007401,TR-1058,P4,2026-06,105,50.0,50,55,Adequate
INV-0007402,TR-1058,P4,2026-07,97,46.0,50,51,Adequate
INV-0007403,TR-1058,P4,2026-08,94,36.0,50,58,Adequate
INV-0007404,TR-1058,P4,2026-09,98,25.0,50,73,Adequate
INV-0007405,SC-740,P4,2026-06,54,16.0,25,38,Adequate
INV-0007406,SC-740,P4,2026-07,48,,25,39,Adequate
INV-0007407,SC-740,P4,2026-08,61,6.0,25,55,Adequate
INV-0007408,SC-740,P4,2026-09,61,9.0,25,52,Adequate
INV-0007409,CH-711,P4,2026-06,41,6.0,25,35,Adequate
INV-0007410,CH-711,P4,2026-07,36,9.0,25,27,Adequate
INV-0007411,CH-711,P4,2026-08,33,6.0,25,27,Adequate
INV-0007412,CH-711,P4,2026-09,29,9.0,25,20,At Risk
INV-0007413,ST-808,P4,2026-06,164,25.0,150,139,At Risk
INV-0007414,ST-808,P4,2026-07,205,50.0,150,155,Adequate
INV-0007415,ST-808,P4,2026-08,179,58.0,150,121,At Risk
INV-0007416,ST-808,P4,2026-09,216,104.0,150,112,At Risk
INV-0007417,EC-633,P4,2026-06,505,152.0,500,353,At Risk
INV-0007418,EC-633,P4,2026-07,386,103.0,500,283,At Risk
INV-0007419,EC-633,P4,2026-08,437,170.0,500,267,At Risk
INV-0007420,EC-633,P4,2026-09,440,149.0,500,291,At Risk
INV-0007421,EN-480,P4,2026-06,37,17.0,25,20,At Risk
INV-0007422,EN-480,P4,2026-07,37,14.0,25,23,At Risk
INV-0007423,EN-480,P4,2026-08,42,7.0,25,35,Adequate
INV-0007424,EN-480,P4,2026-09,40,11.0,25,29,Adequate
INV-0007425,HY-1256,P4,2026-06,810,291.0,500,519,Adequate
INV-0007426,HY-1256,P4,2026-07,703,158.0,500,545,Adequate
INV-0007427,HY-1256,P4,2026-08,798,221.0,500,577,Adequate
INV-0007428,HY-1256,P4,2026-09,602,287.0,500,315,At Risk
INV-0007429,ST-1318,P4,2026-06,68,28.0,50,40,At Risk
INV-0007430,ST-1318,P4,2026-07,57,5.0,50,52,Adequate
INV-0007431,ST-1318,P4,2026-08,43,9.0,50,34,At Risk
INV-0007432,ST-1318,P4,2026-09,66,30.0,50,36,At Risk
INV-0007433,EL-364,P4,2026-06,56,27.0,25,29,Adequate
INV-0007434,EL-364,P4,2026-07,54,5.0,25,49,Adequate
INV-0007435,EL-364,P4,2026-08,49,8.0,25,41,Adequate
INV-0007436,EL-364,P4,2026-09,45,8.0,25,37,Adequate
INV-0007437,FL-697,P4,2026-06,136,67.0,100,69,At Risk
INV-0007438,FL-697,P4,2026-07,125,59.0,100,66,At Risk
INV-0007439,FL-697,P4,2026-08,113,32.0,100,81,At Risk
INV-0007440,FL-697,P4,2026-09,119,51.0,100,68,At Risk
INV-0007441,SC-790,P4,2026-06,304,113.0,150,191,Adequate
INV-0007442,SC-790,P4,2026-07,290,105.0,150,185,Adequate
INV-0007443,SC-790,P4,2026-08,310,,150,183,Adequate
INV-0007444,SC-790,P4,2026-09,307,115.0,150,192,Adequate
INV-0007445,HY-259,P4,2026-06,571,259.0,500,312,At Risk
INV-0007446,HY-259,P4,2026-07,730,344.0,500,386,At Risk
INV-0007447,HY-259,P4,2026-08,632,202.0,500,430,At Risk
INV-0007448,HY-259,P4,2026-09,735,170.0,500,565,Adequate
INV-0007449,EN-559,P4,2026-06,49,5.0,100,44,Below Safety Stock
INV-0007450,EN-559,P4,2026-07,92,9.0,100,83,At Risk
INV-0007451,EN-559,P4,2026-08,55,26.0,100,29,Below Safety Stock
INV-0007452,EN-559,P4,2026-09,76,13.0,100,63,At Risk
INV-0007453,CH-687,P4,2026-06,236,86.0,100,150,Adequate
INV-0007454,CH-687,P4,2026-07,217,89.0,100,128,Adequate
INV-0007455,CH-687,P4,2026-08,183,76.0,100,107,Adequate
INV-0007456,CH-687,P4,2026-09,198,71.0,100,127,Adequate
INV-0007457,CB-1191,P4,2026-06,1067,466.0,500,601,Adequate
INV-0007458,CB-1191,P4,2026-07,1132,,500,724,Adequate
INV-0007459,CB-1191,P4,2026-08,1078,164.0,500,914,Adequate
INV-0007460,CB-1191,P4,2026-09,1185,473.0,500,712,Adequate
INV-0007461,BR-391,P4,2026-06,828,99.0,500,729,Adequate
INV-0007462,BR-391,P4,2026-07,748,170.0,500,578,Adequate
INV-0007463,BR-391,P4,2026-08,698,189.0,500,509,Adequate
INV-0007464,BR-391,P4,2026-09,753,238.0,500,515,Adequate
INV-0007465,FT-369,P4,2026-06,651,216.0,500,435,At Risk
INV-0007466,FT-369,P4,2026-07,703,97.0,500,606,Adequate
INV-0007467,FT-369,P4,2026-08,752,92.0,500,660,Adequate
INV-0007468,FT-369,P4,2026-09,677,129.0,500,548,Adequate
INV-0007469,EC-692,P4,2026-06,509,206.0,500,303,At Risk
INV-0007470,EC-692,P4,2026-07,520,,500,342,At Risk
INV-0007471,EC-692,P4,2026-08,597,189.0,500,408,At Risk
INV-0007472,EC-692,P4,2026-09,642,203.0,500,439,At Risk
INV-0007473,CB-633,P4,2026-06,171,83.0,75,88,Adequate
INV-0007474,CB-633,P4,2026-07,161,37.0,75,124,Adequate
INV-0007475,CB-633,P4,2026-08,161,42.0,75,119,Adequate
INV-0007476,CB-633,P4,2026-09,203,37.0,75,166,Surplus
INV-0007477,BR-372,P4,2026-06,120,45.0,75,75,Adequate
INV-0007478,BR-372,P4,2026-07,140,66.0,75,74,At Risk
INV-0007479,BR-372,P4,2026-08,133,20.0,75,113,Adequate
INV-0007480,BR-372,P4,2026-09,134,66.0,75,68,At Risk
INV-0007481,SC-1060,P4,2026-06,1238,495.0,500,743,Adequate
INV-0007482,SC-1060,P4,2026-07,1191,419.0,500,772,Adequate
INV-0007483,SC-1060,P4,2026-08,1308,359.0,500,949,Adequate
INV-0007484,SC-1060,P4,2026-09,1320,658.0,500,662,Adequate
INV-0007485,FL-767,P4,2026-06,289,128.0,300,161,At Risk
INV-0007486,FL-767,P4,2026-07,275,119.0,300,156,At Risk
INV-0007487,FL-767,P4,2026-08,213,87.0,300,126,Below Safety Stock
INV-0007488,FL-767,P4,2026-09,202,61.0,300,141,Below Safety Stock
INV-0007489,TR-1184,P4,2026-06,563,56.0,300,507,Adequate
INV-0007490,TR-1184,P4,2026-07,481,148.0,300,333,Adequate
INV-0007491,TR-1184,P4,2026-08,606,211.0,300,395,Adequate
INV-0007492,TR-1184,P4,2026-09,517,53.0,300,464,Adequate
INV-0007493,SC-980,P4,2026-06,151,64.0,100,87,At Risk
INV-0007494,SC-980,P4,2026-07,153,66.0,100,87,At Risk
INV-0007495,SC-980,P4,2026-08,161,73.0,100,88,At Risk
INV-0007496,SC-980,P4,2026-09,168,19.0,100,149,Adequate
INV-0007497,CB-413,P4,2026-06,36,7.0,25,29,Adequate
INV-0007498,CB-413,P4,2026-07,40,15.0,25,25,Adequate
INV-0007499,CB-413,P4,2026-08,35,4.0,25,31,Adequate
INV-0007500,CB-413,P4,2026-09,44,19.0,25,25,Adequate
INV-0007501,EN-1196,P4,2026-06,481,89.0,500,392,At Risk
INV-0007502,EN-1196,P4,2026-07,543,228.0,500,315,At Risk
INV-0007503,EN-1196,P4,2026-08,682,330.0,500,352,At Risk
INV-0007504,EN-1196,P4,2026-09,630,196.0,500,434,At Risk
INV-0007505,CB-101,P4,2026-06,112,39.0,100,73,At Risk
INV-0007506,CB-101,P4,2026-07,138,18.0,100,120,Adequate
INV-0007507,CB-101,P4,2026-08,118,15.0,100,103,Adequate
INV-0007508,CB-101,P4,2026-09,107,20.0,100,87,At Risk
INV-0007509,EL-389,P4,2026-06,50,14.0,50,36,At Risk
INV-0007510,EL-389,P4,2026-07,41,6.0,50,35,At Risk
INV-0007511,EL-389,P4,2026-08,46,21.0,50,25,At Risk
INV-0007512,EL-389,P4,2026-09,49,23.0,50,26,At Risk
INV-0007513,SC-1031,P4,2026-06,213,91.0,150,122,At Risk
INV-0007514,SC-1031,P4,2026-07,197,21.0,150,176,Adequate
INV-0007515,SC-1031,P4,2026-08,167,69.0,150,98,At Risk
INV-0007516,SC-1031,P4,2026-09,171,22.0,150,149,At Risk
INV-0007517,BR-445,P4,2026-06,715,81.0,500,634,Adequate
INV-0007518,BR-445,P4,2026-07,928,331.0,500,597,Adequate
INV-0007519,BR-445,P4,2026-08,719,252.0,500,467,At Risk
INV-0007520,BR-445,P4,2026-09,833,382.0,500,451,At Risk
INV-0007521,HY-1234,P4,2026-06,670,208.0,300,462,Adequate
INV-0007522,HY-1234,P4,2026-07,638,75.0,300,563,Adequate
INV-0007523,HY-1234,P4,2026-08,620,250.0,300,370,Adequate
INV-0007524,HY-1234,P4,2026-09,694,243.0,300,451,Adequate
INV-0007525,CB-1209,P4,2026-06,41,,50,21,Below Safety Stock
INV-0007526,CB-1209,P4,2026-07,52,21.0,50,31,At Risk
INV-0007527,CB-1209,P4,2026-08,46,21.0,50,25,At Risk
INV-0007528,CB-1209,P4,2026-09,55,11.0,50,44,At Risk
INV-0007529,CH-324,P4,2026-06,167,48.0,150,119,At Risk
INV-0007530,CH-324,P4,2026-07,199,55.0,150,144,At Risk
INV-0007531,CH-324,P4,2026-08,188,51.0,150,137,At Risk
INV-0007532,CH-324,P4,2026-09,170,49.0,150,121,At Risk
INV-0007533,EL-301,P4,2026-06,60,21.0,25,39,Adequate
INV-0007534,EL-301,P4,2026-07,58,6.0,25,52,Adequate
INV-0007535,EL-301,P4,2026-08,56,5.0,25,51,Adequate
INV-0007536,EL-301,P4,2026-09,54,23.0,25,31,Adequate
INV-0007537,ST-768,P4,2026-06,125,48.0,50,77,Adequate
INV-0007538,ST-768,P4,2026-07,112,,50,67,Adequate
INV-0007539,ST-768,P4,2026-08,121,58.0,50,63,Adequate
INV-0007540,ST-768,P4,2026-09,115,50.0,50,65,Adequate
INV-0007541,EN-239,P4,2026-06,62,15.0,50,47,At Risk
INV-0007542,EN-239,P4,2026-07,68,23.0,50,45,At Risk
INV-0007543,EN-239,P4,2026-08,52,12.0,50,40,At Risk
INV-0007544,EN-239,P4,2026-09,41,13.0,50,28,At Risk
INV-0007545,CH-346,P4,2026-06,58,24.0,75,34,Below Safety Stock
INV-0007546,CH-346,P4,2026-07,62,13.0,75,49,At Risk
INV-0007547,CH-346,P4,2026-08,65,26.0,75,39,At Risk
INV-0007548,CH-346,P4,2026-09,42,7.0,75,35,Below Safety Stock
INV-0007549,BR-514,P4,2026-06,888,397.0,500,491,At Risk
INV-0007550,BR-514,P4,2026-07,890,384.0,500,506,Adequate
INV-0007551,BR-514,P4,2026-08,780,249.0,500,531,Adequate
INV-0007552,BR-514,P4,2026-09,788,301.0,500,487,At Risk
INV-0007553,EL-1319,P4,2026-06,1275,529.0,500,746,Adequate
INV-0007554,EL-1319,P4,2026-07,1246,352.0,500,894,Adequate
